userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,37.616119384765625) (3501,36.560279846191406) (1713,36.529048919677734) (51,36.38982009887695)* (1394,36.22301483154297) (1073,36.05965042114258) (3992,35.97774124145508) (187,35.951805114746094) (238,35.78331756591797) (1795,35.70658874511719) (70,35.46988296508789)* (1156,35.42298889160156) (1014,35.41370391845703) (155,35.14481735229492) (59,35.10986328125)* (1072,34.834983825683594) (993,34.81550979614258) (511,34.80923843383789) (3109,34.69107437133789) (1836,34.674076080322266)
13: (289,32.3868408203125) (288,32.283390045166016) (306,31.857389450073242) (701,31.73086166381836) (302,31.41851234436035)* (679,31.191211700439453) (704,30.792015075683594) (291,30.70291519165039) (328,30.621219635009766)* (349,30.584047317504883)* (344,30.40237808227539)* (464,30.18072509765625) (1032,30.117582321166992) (1034,30.08342170715332) (903,30.061477661132812) (686,30.038589477539062) (157,29.982145309448242) (532,29.940532684326172)* (1934,29.919984817504883) (257,29.87522315979004)
14: (1889,40.13088607788086) (11849,40.037925720214844) (2570,39.814308166503906) (96,39.786170959472656) (8127,39.399600982666016) (7056,39.234657287597656) (10041,39.195594787597656) (3777,39.195560455322266) (7407,38.89125061035156) (2630,38.821468353271484) (11919,38.75109100341797) (2893,38.73550033569336) (1740,38.637657165527344) (1639,38.60597229003906) (735,38.504119873046875) (2265,38.41210174560547) (286,38.29014587402344) (7148,38.211036682128906) (13033,38.17076873779297) (734,38.16693115234375)
15: (1833,44.221519470214844) (7123,44.21882247924805) (206,44.17151641845703) (748,43.8653564453125) (2277,43.74140930175781) (418,43.559017181396484) (433,43.35868835449219) (81,43.33928298950195) (1098,43.325035095214844) (163,43.20131301879883) (6581,43.145389556884766) (1958,43.08915710449219) (53,42.99666213989258) (53,42.99666213989258) (197,42.986454010009766)* (7352,42.91817092895508) (52,42.83600616455078) (52,42.83600616455078) (88,42.813262939453125) (1881,42.798946380615234)
16: (7243,29.350706100463867) (1057,28.271686553955078) (15419,27.925458908081055) (15415,27.917205810546875) (9751,27.86168098449707) (1029,27.844587326049805) (10992,27.78899383544922) (4768,27.7478084564209) (6232,27.67770767211914) (2064,27.673999786376953) (4568,27.611289978027344) (15418,27.608341217041016) (15417,27.601760864257812) (7846,27.601106643676758) (2076,27.584924697875977) (6856,27.579500198364258) (15414,27.502483367919922) (15416,27.500213623046875) (7656,27.34347152709961) (8002,27.33707618713379)
17: (5746,38.4315071105957) (300,38.16263198852539)* (471,38.08973693847656) (2977,38.05783462524414) (333,37.934242248535156) (2982,37.91962814331055) (291,37.50714874267578) (191,37.40232849121094) (1459,37.26694107055664) (1684,37.195735931396484) (4923,37.1400032043457) (1590,37.100868225097656) (403,36.91426086425781)* (321,36.893497467041016) (313,36.89207077026367) (4559,36.85415267944336) (1934,36.72016525268555) (5950,36.71788024902344) (292,36.549041748046875)* (302,36.540706634521484)
18: (959,40.763450622558594) (1244,40.35789108276367) (227,40.13780212402344)* (1249,39.98650360107422) (975,39.714080810546875) (220,39.643798828125)* (3308,39.52790832519531) (157,39.49050521850586) (234,39.36770248413086) (180,39.301334381103516) (176,39.270843505859375) (917,39.12565231323242) (1412,39.010528564453125) (2786,38.99583435058594) (1130,38.964942932128906) (166,38.96474838256836) (1415,38.940277099609375) (184,38.937931060791016) (2346,38.88072967529297) (1464,38.788917541503906)
20: (1745,40.75395202636719) (1222,40.28893280029297) (2667,40.23405838012695) (603,39.650962829589844) (2158,39.60622024536133) (3703,39.57633590698242) (2668,39.551971435546875) (9672,39.35209274291992) (107,39.209747314453125) (2831,38.866477966308594) (2605,38.779151916503906) (1700,38.606937408447266) (2673,38.57545852661133) (2702,38.41014099121094) (5807,38.30948257446289) (407,38.278770446777344) (1099,38.189735412597656) (4940,38.12214660644531) (755,38.04982376098633)* (1969,38.00938034057617)
21: (89,34.52096176147461)* (257,34.2154426574707) (349,34.168087005615234) (323,34.07332992553711) (265,34.03192138671875) (291,33.8329963684082) (906,33.77425765991211) (296,33.70475387573242) (161,33.57937240600586) (333,33.45916748046875) (311,33.4554557800293) (466,33.42629623413086)* (294,33.40423583984375) (525,33.3729362487793) (528,33.2220458984375) (386,33.21519088745117) (326,33.159332275390625) (972,33.124229431152344) (915,33.09181594848633) (290,33.07189178466797)
22: (953,35.02587127685547) (2143,34.62308883666992) (500,34.53300094604492) (2576,34.492530822753906) (2379,34.320281982421875) (2586,34.27542495727539) (1547,34.12541961669922) (4171,33.9735221862793) (779,33.94817352294922) (2850,33.903968811035156) (978,33.83506393432617) (391,33.78208923339844) (4182,33.779273986816406) (1541,33.77450942993164) (4003,33.69136047363281) (5100,33.62771224975586) (1672,33.58930206298828) (1861,33.53617477416992) (785,33.3292121887207) (923,33.31140899658203)
23: (1534,43.038211822509766) (1203,42.61575698852539) (441,42.3723258972168) (1083,42.25001525878906) (450,41.624637603759766) (1703,41.59951400756836) (5913,41.58647537231445) (1814,41.53744125366211) (868,41.46687698364258)* (631,41.3685302734375) (1119,41.36715316772461) (865,41.351768493652344)* (59,41.18855285644531) (2531,41.02717590332031) (3280,41.021446228027344) (2481,41.00640106201172) (234,40.999290466308594) (515,40.99348831176758) (3441,40.91572189331055) (857,40.86013412475586)*
24: (67,38.96112823486328)* (67,38.96112823486328)* (1243,38.59298324584961) (2523,37.76536560058594) (1934,37.76103591918945) (4705,37.7143440246582) (55,37.65081787109375)* (97,37.649234771728516) (157,37.461280822753906)* (906,37.396331787109375) (289,37.201629638671875)* (1767,37.09092712402344) (2024,37.052913665771484) (316,37.00080108642578)* (1464,36.82841491699219) (292,36.81571578979492) (3488,36.776912689208984) (2546,36.75227355957031) (535,36.717037200927734) (295,36.70934295654297)*
25: (292,36.61104965209961)* (257,36.35075759887695) (349,36.26801681518555)* (299,36.00752258300781) (89,35.9975700378418)* (306,35.71292495727539) (291,35.66503143310547) (301,35.617088317871094) (300,35.568389892578125) (161,35.55396270751953) (465,35.488433837890625) (326,35.20813751220703) (279,35.181182861328125) (333,34.908512115478516) (525,34.89319610595703) (320,34.86359786987305) (314,34.80698776245117)* (332,34.73018264770508) (265,34.6673698425293) (466,34.64327621459961)
26: (918,36.530582427978516)* (1338,36.282386779785156) (1339,36.18180847167969) (1350,36.043251037597656) (1358,35.78242111206055) (942,35.736244201660156)* (1343,35.66904830932617) (2975,35.59426498413086) (953,35.42111587524414)* (2787,35.39809799194336) (5585,35.37273406982422) (2797,35.07624816894531) (1342,35.072181701660156) (707,35.060340881347656)* (1132,35.04399108886719) (1360,34.973812103271484) (3470,34.93593215942383) (4670,34.89313507080078) (2963,34.842811584472656) (1374,34.828678131103516)
27: (65,40.28373336791992) (65,40.28373336791992) (1109,40.26021194458008) (3462,40.15668487548828) (154,39.641624450683594) (190,39.63142776489258) (447,39.364288330078125) (1098,39.24368667602539) (511,39.1983528137207) (316,39.134708404541016) (81,39.09453582763672) (182,39.005836486816406) (67,38.991241455078125)* (67,38.991241455078125)* (227,38.988399505615234) (166,38.7573356628418) (1375,38.756103515625) (885,38.75172424316406) (173,38.74875259399414) (359,38.678138732910156)
28: (1900,34.864986419677734) (85,34.655517578125)* (6736,34.59965896606445) (68,34.420265197753906) (68,34.420265197753906) (3991,34.4144172668457) (98,34.3664436340332) (1001,34.27671813964844)* (187,34.237770080566406) (722,33.9221076965332) (175,33.867279052734375) (1014,33.81105422973633)* (193,33.775325775146484)* (2075,33.75865173339844) (9869,33.72974395751953) (3768,33.497962951660156) (877,33.42559051513672) (1895,33.26755142211914) (1891,33.25933837890625) (997,33.25455093383789)*
29: (466,31.050947189331055)* (89,30.817405700683594)* (461,30.762861251831055)* (377,30.721080780029297) (1043,30.628040313720703)* (1673,30.595775604248047) (1246,30.593154907226562) (289,30.582958221435547)* (687,30.481399536132812)* (470,30.47251319885254) (1047,30.436660766601562) (544,30.186845779418945) (344,30.14405632019043) (486,30.122873306274414) (1455,30.10760498046875) (475,30.067710876464844) (230,30.063413619995117) (324,30.018890380859375) (1045,30.000383377075195)* (378,29.84527587890625)*
30: (293,39.61030960083008) (466,39.34805679321289) (89,39.26337814331055)* (302,39.14596939086914) (292,38.956092834472656) (306,38.93328094482422) (701,38.93262481689453) (318,38.7993049621582)* (329,38.77537536621094) (464,38.76758575439453) (324,38.75476837158203) (161,38.6719856262207) (191,38.56975555419922) (349,38.54609298706055) (479,38.52968978881836) (310,38.51911926269531) (67,38.51033020019531) (67,38.51033020019531) (907,38.48672866821289) (257,38.47697067260742)
31: (1072,31.642948150634766)* (1014,31.440340042114258) (1886,31.091142654418945) (1713,31.026641845703125) (4308,30.994958877563477) (153,30.960439682006836) (75,30.69499969482422) (75,30.69499969482422) (3768,30.692359924316406) (187,30.536542892456055) (997,30.156787872314453) (39,30.068323135375977) (51,29.978683471679688) (30,29.957443237304688)* (1083,29.892528533935547)* (4317,29.830671310424805) (1892,29.748023986816406) (1379,29.639720916748047) (877,29.401472091674805) (10628,29.392345428466797)
32: (207,35.640289306640625) (225,35.620277404785156) (1400,35.391876220703125) (424,35.2022705078125) (229,34.919395446777344) (228,34.91168212890625) (203,34.671180725097656)* (432,34.66863250732422) (226,34.64055252075195) (65,34.63949203491211) (65,34.63949203491211) (429,34.470970153808594)* (425,34.42329406738281) (199,34.41157150268555) (1151,34.3691520690918) (421,34.354854583740234) (227,34.2762565612793)* (436,34.26354217529297) (3200,34.09745407104492) (56,34.006656646728516)
33: (506,42.89021682739258) (186,42.813133239746094) (5605,42.478515625) (3462,41.66965866088867) (4143,41.476139068603516) (3405,41.43146896362305) (152,41.24309158325195)* (1770,41.20441818237305) (81,41.073097229003906) (1123,41.04847717285156)* (1491,41.0447998046875) (1908,40.89803695678711) (1710,40.880855560302734) (163,40.747406005859375) (1781,40.724483489990234) (154,40.72297668457031) (10917,40.703041076660156) (447,40.59895706176758) (1154,40.5894775390625) (1150,40.58452224731445)
34: (154,40.75465393066406) (1098,40.63734817504883) (81,39.784507751464844) (56,39.31444549560547) (56,39.31444549560547) (1130,39.20268249511719) (1112,39.19587707519531) (591,39.167476654052734) (1121,39.09355926513672) (703,38.594181060791016) (3057,38.57619094848633) (1154,38.521549224853516)* (1390,38.35596466064453) (88,38.32560348510742) (231,38.2933235168457) (65,38.23934555053711) (65,38.23934555053711) (5605,38.2117919921875) (1491,38.130645751953125) (3902,38.12667465209961)
35: (8657,36.673789978027344) (6167,36.621028900146484) (138,36.56662368774414) (6189,36.43953323364258) (12992,36.40966033935547) (418,36.21099090576172) (1226,36.14149475097656) (610,36.10885238647461) (6582,35.91407775878906) (1508,35.88240051269531) (1098,35.84998321533203) (2312,35.81988525390625) (6151,35.802825927734375) (2593,35.7973747253418) (2605,35.698036193847656) (621,35.6666259765625) (266,35.659332275390625) (13704,35.60459518432617) (2289,35.59980010986328) (609,35.59117126464844)
36: (1188,33.75943374633789)* (1853,33.72539138793945) (2959,33.08319854736328) (1541,33.06926345825195) (209,32.939151763916016)* (498,32.86421203613281) (1868,32.80584716796875) (492,32.79027557373047) (2618,32.75645065307617) (1678,32.73272705078125) (486,32.70780944824219) (2619,32.64551544189453) (1195,32.43846893310547)* (1043,32.299190521240234)* (377,32.297706604003906) (1246,32.24797821044922) (5065,32.21079635620117) (1193,32.18526077270508)* (2617,32.141822814941406) (412,32.0899658203125)
37: (2459,36.93229293823242) (2470,36.76154327392578) (605,36.715885162353516) (3886,36.46183776855469) (861,36.451698303222656) (592,36.32307815551758) (5040,36.307228088378906) (154,36.27703094482422) (1099,36.22114562988281) (194,36.163238525390625) (56,36.04545974731445) (56,36.04545974731445) (3720,35.9666862487793) (748,35.90958023071289) (2542,35.87940216064453) (603,35.81838607788086) (2817,35.78455352783203) (197,35.78229904174805) (72,35.75260925292969) (72,35.75260925292969)
38: (220,33.83167266845703) (234,33.74462890625) (190,33.560176849365234)* (903,33.283729553222656) (230,33.16302490234375) (706,32.915287017822266) (207,32.8447380065918) (228,32.84344482421875)* (424,32.692203521728516) (67,32.68018341064453) (67,32.68018341064453) (157,32.67319107055664) (538,32.64704132080078) (709,32.594051361083984) (1412,32.40634536743164) (89,32.38120651245117)* (735,32.36395263671875) (173,32.30317306518555) (498,32.1995849609375)* (377,32.09164810180664)
39: (4271,37.48900604248047) (841,36.91883850097656)* (11193,36.5925178527832) (1353,36.487674713134766) (1264,36.36613082885742)* (1992,36.05366134643555) (1521,36.01435470581055) (1535,35.93846893310547) (2746,35.88203430175781) (917,35.56095886230469) (11,35.340415954589844) (1132,35.121524810791016) (949,35.067142486572266) (1358,35.04977035522461) (3562,35.03776931762695) (370,35.034873962402344) (15,35.024566650390625) (3509,34.99456024169922) (1104,34.97747039794922) (1226,34.95722579956055)
40: (4874,41.97840881347656) (4876,41.52653884887695) (5581,41.133262634277344) (11194,40.90275573730469) (6878,40.845577239990234) (3551,40.80937957763672) (4318,40.712886810302734) (1270,40.71156311035156) (2,40.43065643310547) (175,40.29997634887695) (41,40.29385757446289) (1020,40.27817153930664)* (1029,40.26728439331055) (11192,40.106903076171875) (11197,40.06077575683594) (11195,40.049400329589844) (11187,40.0255126953125) (1320,40.0096321105957)* (1711,39.94062805175781) (1303,39.9378776550293)*
41: (3470,35.00396728515625) (841,34.96274185180664) (956,34.812198638916016) (946,34.62546920776367) (5157,34.46383285522461) (2787,34.422569274902344) (954,34.31326675415039)* (5688,34.252769470214844) (952,34.1114387512207) (724,34.09135055541992) (2342,33.93324279785156) (2838,33.7461051940918) (3476,33.71748352050781) (947,33.70053482055664)* (957,33.603843688964844)* (1348,33.5739860534668)* (1257,33.46843338012695)* (176,33.38688659667969) (936,33.21720504760742) (1993,33.20450210571289)
42: (697,40.695621490478516) (362,40.406436920166016) (71,40.11534881591797) (71,40.11534881591797) (316,39.9499626159668) (2544,39.67072296142578) (229,39.29802703857422)* (8155,39.197235107421875) (961,39.0072021484375) (3057,38.97733688354492) (2607,38.966651916503906) (10604,38.89881896972656) (967,38.84816360473633) (1470,38.803497314453125) (298,38.79483413696289) (5768,38.6855354309082) (683,38.6733283996582) (9977,38.669960021972656) (359,38.64078140258789) (486,38.61270523071289)
43: (174,35.581485748291016) (1397,35.01213073730469)* (70,34.96479034423828)* (2497,34.84861755371094) (72,34.6287841796875) (72,34.6287841796875) (8786,34.54610824584961) (6054,34.48244094848633) (4720,34.43798828125) (13644,34.402626037597656) (4600,34.368560791015625) (547,34.33066177368164) (2716,34.22063064575195) (1941,34.15351486206055) (757,34.02922821044922)* (5045,33.97380447387695) (4028,33.95645523071289) (8176,33.94107437133789) (1983,33.90223693847656) (1401,33.89942932128906)*
44: (1412,43.401451110839844)* (607,43.11178207397461) (4675,43.09260559082031) (1110,42.296356201171875) (2375,42.17137908935547) (868,42.047542572021484)* (212,42.0094108581543) (234,41.95895004272461)* (707,41.835365295410156)* (1131,41.70366287231445)* (1639,41.59983825683594) (5172,41.59040069580078) (5175,41.51919174194336) (2624,41.41804504394531) (188,41.32788848876953) (1806,41.294918060302734) (735,41.28468322753906)* (1425,41.178897857666016)* (1118,41.121829986572266) (959,41.05644989013672)
45: (787,34.945838928222656)* (161,34.8259391784668)* (295,34.72062683105469)* (328,34.69453811645508) (308,34.65968322753906) (1475,34.57233810424805) (5249,34.4041862487793) (468,34.400474548339844) (327,34.364845275878906) (4561,34.30508041381836) (484,34.158512115478516) (2390,34.094356536865234) (289,34.06015396118164)* (2462,34.02985382080078) (7846,33.91078186035156) (299,33.85930633544922) (4562,33.833091735839844) (4817,33.82711410522461) (1042,33.823307037353516) (545,33.81339645385742)
46: (466,33.4638786315918)* (701,33.3787956237793)* (543,33.040008544921875) (544,32.79541015625) (257,32.68495178222656) (1451,32.52562713623047)* (1042,32.35063934326172)* (55,32.291107177734375) (344,32.243064880371094)* (318,32.137359619140625) (528,32.10283660888672) (67,32.08061599731445) (67,32.08061599731445) (525,32.05166244506836) (531,32.0449104309082) (352,31.94615936279297)* (320,31.858800888061523)* (1452,31.83797264099121)* (523,31.743356704711914) (1458,31.737117767333984)
47: (289,34.666893005371094)* (300,34.45167922973633)* (288,34.239662170410156)* (89,34.1922492980957) (295,33.805477142333984) (701,33.67173767089844)* (679,33.36764144897461) (544,33.131736755371094) (306,33.13030242919922) (349,33.054840087890625) (67,33.005184173583984) (67,33.005184173583984) (55,32.97410202026367) (704,32.27275085449219) (321,32.25096130371094) (455,32.195308685302734)* (324,32.158363342285156) (528,31.998157501220703) (378,31.97983741760254) (458,31.968650817871094)
48: (725,33.05889129638672) (903,32.01577377319336) (1244,31.916711807250977) (2523,31.514108657836914) (3332,31.312211990356445) (959,31.22712516784668)* (1243,31.091386795043945) (298,31.07660675048828) (333,30.990550994873047) (55,30.959938049316406)* (300,30.877941131591797)* (6640,30.826507568359375) (2346,30.813426971435547) (6722,30.774080276489258) (295,30.710948944091797)* (1249,30.69832992553711) (292,30.696258544921875) (455,30.647464752197266) (706,30.56878089904785) (316,30.494585037231445)
49: (300,33.89703369140625) (679,33.541446685791016) (65,33.391693115234375) (65,33.391693115234375) (466,33.39049530029297) (292,33.36384963989258) (1098,33.347198486328125) (344,33.34468460083008) (532,33.310829162597656) (67,33.194557189941406) (67,33.194557189941406) (4260,33.107303619384766) (190,33.066226959228516) (295,33.064571380615234) (328,32.99756622314453) (333,32.947845458984375) (6397,32.94524002075195) (157,32.93308639526367) (12555,32.929080963134766) (461,32.91482162475586)*
50: (190,33.845760345458984) (229,33.8347282409668)* (1400,33.62498092651367) (203,33.60636520385742) (154,33.48619079589844) (429,33.47032165527344)* (709,33.46632766723633)* (234,33.44279479980469) (65,33.13737869262695)* (65,33.13737869262695)* (425,32.898494720458984) (1239,32.896881103515625) (225,32.87535095214844) (716,32.862701416015625) (432,32.83432388305664) (441,32.816314697265625) (199,32.71311950683594) (208,32.71233367919922) (857,32.59189987182617) (88,32.53480911254883)
51: (1358,40.377235412597656)* (949,39.23200607299805)* (1372,39.21006774902344) (843,39.03026580810547) (1257,38.751869201660156)* (5157,38.724853515625) (1353,38.48035430908203) (1364,38.38050079345703)* (2342,38.21080780029297) (2347,38.18056106567383) (1337,38.07099533081055)* (1366,37.88117980957031) (2343,37.838172912597656) (3509,37.73588180541992) (724,37.71664810180664) (1249,37.57632064819336)* (1281,37.54838943481445) (2787,37.50716781616211) (922,37.48136520385742) (920,37.45158386230469)
52: (412,37.02717590332031) (475,36.49184036254883) (814,36.393253326416016) (2179,36.105960845947266) (779,35.985782623291016) (1406,35.98476028442383) (3737,35.91890335083008) (1672,35.894142150878906) (823,35.80789566040039) (4504,35.758358001708984) (1613,35.67741394042969) (1186,35.56690216064453) (230,35.495243072509766) (808,35.473690032958984) (9856,35.471168518066406) (1192,35.41936111450195) (1196,35.41493606567383)* (6193,35.23719024658203) (1681,35.139469146728516) (2247,35.09016418457031)
53: (6567,42.007259368896484) (2179,40.91524124145508) (317,40.862831115722656) (907,40.55708312988281) (484,40.39560317993164) (8008,40.3497428894043) (310,40.216976165771484)* (1057,40.16066360473633) (1056,40.11292266845703) (5038,40.064300537109375) (502,39.98295974731445) (4568,39.94186782836914) (295,39.9372673034668) (468,39.89289093017578) (8887,39.88642501831055) (329,39.81263732910156) (279,39.77566146850586) (4983,39.7640380859375) (5988,39.70897674560547) (306,39.697898864746094)*
54: (257,43.29417037963867) (294,43.25068283081055) (301,43.236385345458984) (302,43.128055572509766) (295,43.009910583496094) (311,42.95170974731445) (288,42.87710952758789)* (3796,42.726898193359375) (89,42.591697692871094) (1934,42.46834945678711) (285,42.44829559326172) (157,42.38652801513672) (326,42.37739181518555) (300,42.26668167114258) (306,42.256717681884766) (320,42.16814041137695)* (465,41.955177307128906)* (293,41.94016647338867) (4710,41.92091369628906) (299,41.90916442871094)*
55: (6226,37.05890655517578) (1402,36.90207290649414) (527,36.753990173339844) (6046,36.63901901245117) (1941,36.40057373046875) (2923,36.23801803588867) (547,36.04008102416992) (2226,36.0087890625) (2716,35.93190002441406) (271,35.710514068603516) (619,35.699737548828125) (3707,35.64944076538086) (3227,35.62309265136719) (88,35.551185607910156) (3673,35.525386810302734) (605,35.50273132324219) (2270,35.41923141479492) (1972,35.41659164428711) (5515,35.39604949951172) (2919,35.36330032348633)
56: (7322,40.12517166137695) (1502,39.99355697631836) (1092,39.68281555175781) (3427,39.42976379394531) (2834,39.341407775878906) (924,39.31706237792969) (227,39.21919250488281) (3333,39.13227081298828) (533,39.08506393432617) (9467,39.07776641845703) (4149,38.957664489746094) (706,38.90705490112305) (1816,38.82753372192383) (190,38.796875) (6558,38.75990295410156) (6554,38.75082015991211) (5454,38.71430969238281) (7321,38.6983642578125) (1809,38.66370391845703) (1239,38.594608306884766)
57: (333,31.754871368408203)* (1246,31.644742965698242)* (1047,31.484493255615234) (687,31.417095184326172) (209,31.276540756225586) (377,31.220836639404297)* (524,30.96731948852539) (544,30.93126678466797) (540,30.875228881835938) (461,30.74949073791504) (6448,30.70256233215332) (816,30.691387176513672) (679,30.5128116607666) (1034,30.429487228393555)* (2619,30.37862205505371) (230,30.305526733398438) (1455,30.269460678100586) (324,30.25652313232422) (475,30.192890167236328)* (6543,30.102262496948242)
58: (793,37.58674621582031) (2801,37.46268844604492) (681,36.98167037963867)* (289,36.37709045410156)* (692,36.32489776611328) (466,36.16497802734375)* (1597,35.9474983215332)* (300,35.813026428222656)* (89,35.73512268066406)* (1590,35.717647552490234) (498,35.71497344970703) (679,35.71371841430664) (1054,35.7016716003418) (544,35.66682052612305) (1047,35.54923629760742) (524,35.50830841064453) (4918,35.40041732788086) (464,35.18693542480469) (680,35.14698028564453)* (302,35.09075164794922)*
59: (233,41.03226852416992)* (1104,40.85596466064453)* (70,39.76935958862305) (2369,39.46635437011719) (1099,39.44318771362305) (173,39.285179138183594) (370,38.84270095825195) (512,38.75004577636719)* (198,38.68442153930664) (1098,38.64698791503906)* (234,38.616031646728516) (181,38.610740661621094) (154,38.60674285888672) (81,38.546058654785156) (162,38.5035285949707) (163,38.36133575439453) (506,38.28476333618164) (174,38.183204650878906) (152,38.04148483276367) (64,37.98009490966797)
60: (632,42.50975036621094) (606,41.79009246826172) (4222,41.711421966552734) (162,41.648468017578125) (4108,41.630558013916016) (4121,41.24564743041992) (4230,41.21326446533203) (2676,41.18661117553711) (214,41.07038497924805) (154,41.02997589111328) (1747,40.98814392089844)* (57,40.97010040283203) (2572,40.89208221435547) (2605,40.86537551879883) (622,40.74571228027344) (3249,40.58525848388672) (5927,40.54286193847656) (602,40.49026107788086) (81,40.470314025878906) (196,40.46939468383789)
