userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,31.058900833129883) (187,30.51532745361328) (70,30.423603057861328)* (1073,30.28750991821289) (877,30.20207977294922) (51,30.081222534179688)* (1824,29.81863784790039) (1014,29.79776954650879) (3992,29.765390396118164) (3768,29.68317222595215) (1394,29.66649627685547) (1098,29.633920669555664) (1081,29.5301513671875) (155,29.459640502929688) (1833,29.424196243286133) (183,29.397998809814453) (993,29.36525535583496) (238,29.35159683227539) (511,29.294784545898438) (1713,29.289453506469727)
13: (288,32.40079116821289) (289,32.366127014160156) (701,31.912172317504883) (306,31.83612632751465) (302,31.51018524169922)* (679,31.311420440673828) (704,31.17656707763672) (328,31.00491714477539)* (972,30.821115493774414) (349,30.761093139648438)* (1037,30.6044921875) (1032,30.408313751220703) (1034,30.06885528564453) (686,30.019081115722656) (2025,29.93258285522461) (680,29.924116134643555) (790,29.908504486083984) (291,29.826120376586914) (2020,29.825986862182617) (475,29.81650733947754)
14: (1469,27.240705490112305) (5660,26.763187408447266) (8126,26.33530616760254) (582,26.233482360839844)* (3776,25.7469482421875) (8559,25.61063003540039) (2419,25.518932342529297) (3934,25.379919052124023) (8119,25.249675750732422) (1757,25.152244567871094) (1244,25.09015655517578) (585,25.060836791992188)* (728,24.994281768798828) (1427,24.9344482421875) (1802,24.901165008544922) (6076,24.839454650878906) (212,24.819103240966797) (2902,24.81616973876953) (8130,24.814529418945312) (8110,24.777523040771484)
15: (52,30.73828887939453) (52,30.73828887939453) (197,30.590476989746094)* (2616,30.452533721923828) (2419,30.28414535522461) (206,30.13922882080078) (1150,30.108196258544922) (231,29.937049865722656) (715,29.91343116760254) (163,29.842174530029297) (1123,29.840686798095703) (1833,29.76274871826172) (418,29.68146324157715) (7123,29.627830505371094) (433,29.597000122070312) (858,29.47637367248535) (6762,29.451040267944336) (2632,29.45076560974121) (4079,29.38329315185547) (53,29.380647659301758)
16: (354,26.15178680419922) (15941,25.470834732055664) (3491,25.388917922973633) (474,25.243471145629883) (2507,25.080598831176758) (677,25.0535888671875)* (3490,25.04804801940918) (265,24.767152786254883) (2018,24.708267211914062) (6856,24.590856552124023) (1392,24.524600982666016) (6866,24.46524429321289) (296,24.46196937561035) (786,24.445491790771484) (3199,24.420879364013672) (3493,24.293310165405273) (8844,24.12554168701172) (798,24.12273597717285) (3499,24.088502883911133) (465,24.076004028320312)
17: (333,28.74236297607422) (300,28.508800506591797)* (471,28.288442611694336) (1047,27.945133209228516) (321,27.582733154296875) (793,27.476579666137695) (458,27.425151824951172) (291,27.376554489135742) (1934,27.299718856811523) (2977,27.232624053955078) (528,27.082231521606445)* (378,27.03408432006836) (302,26.904342651367188) (292,26.883792877197266)* (1043,26.729310989379883) (470,26.59569549560547) (481,26.591154098510742) (524,26.552913665771484) (295,26.543088912963867) (3404,26.532451629638672)
18: (959,31.178470611572266) (1249,30.892932891845703) (220,30.596662521362305)* (176,30.316402435302734) (234,30.13742446899414) (227,29.59779167175293)* (377,29.5523681640625) (982,29.51602554321289) (198,29.495389938354492) (1412,29.441110610961914) (1244,29.371623992919922) (951,29.163848876953125) (1104,29.15303611755371) (2346,29.097379684448242) (868,29.040464401245117) (157,29.031902313232422) (1415,28.92763328552246) (917,28.827226638793945) (726,28.62826919555664)* (1406,28.443750381469727)
20: (1226,27.151952743530273) (1222,26.20230484008789) (2605,26.18035888671875) (162,26.155885696411133) (5069,25.994619369506836) (603,25.6699161529541) (101,25.566804885864258) (3703,25.381549835205078) (3411,25.351749420166016) (2667,25.324329376220703) (4852,25.1960506439209) (107,25.041383743286133) (1401,25.012474060058594) (11520,24.935455322265625) (1731,24.854963302612305) (2668,24.83307647705078) (6160,24.76665687561035) (6048,24.7279052734375) (12868,24.597412109375) (1700,24.56743049621582)
21: (349,29.741979598999023) (89,29.00889778137207)* (1601,28.768827438354492) (265,28.694416046142578) (257,28.573246002197266) (161,28.55179786682129) (790,28.507314682006836)* (906,28.35387420654297) (350,28.348087310791016) (326,28.34657859802246) (908,28.34351348876953) (525,28.266521453857422) (386,28.20553970336914) (466,28.189952850341797)* (2094,28.03364372253418) (333,28.029565811157227) (528,28.008655548095703) (1441,27.9987735748291) (455,27.97649574279785) (291,27.94821548461914)
22: (1547,28.36519432067871) (809,27.769451141357422)* (2379,27.446125030517578) (2744,27.244686126708984) (2576,26.959056854248047) (5100,26.672119140625) (2211,26.6409969329834) (5667,26.54068374633789) (1204,26.482955932617188) (3722,26.42197036743164) (3032,26.350540161132812) (4346,26.283506393432617) (2378,26.257347106933594) (1861,26.241701126098633) (8462,26.180057525634766) (1044,26.02935028076172) (3719,25.963682174682617) (2143,25.93050765991211) (953,25.91743278503418) (779,25.886960983276367)
23: (441,29.609298706054688) (1534,29.41922950744629) (1083,29.04961585998535) (59,28.670440673828125) (868,27.811513900756836)* (429,27.754487991333008) (1814,27.658117294311523) (6730,27.606300354003906) (5913,27.439321517944336) (1119,27.390310287475586) (1504,27.22823715209961) (1888,27.084754943847656) (2531,26.997821807861328) (1707,26.995452880859375) (857,26.783220291137695)* (173,26.744365692138672) (1703,26.714879989624023) (2938,26.7148380279541) (203,26.678043365478516) (450,26.67529296875)
24: (97,28.85087776184082) (1934,28.506471633911133) (55,28.407684326171875)* (1556,28.252378463745117) (67,28.170442581176758)* (67,28.170442581176758)* (1243,27.767929077148438) (525,27.667030334472656) (292,27.575254440307617) (295,27.513103485107422)* (2521,27.471160888671875) (701,27.43107032775879) (289,27.41510009765625)* (311,27.34065818786621) (265,27.331071853637695) (3488,27.264068603515625) (535,27.246639251708984) (1052,27.19559097290039) (157,27.16860580444336)* (3466,27.138906478881836)
25: (349,30.685819625854492)* (257,29.890039443969727) (299,29.829654693603516) (1601,29.54900360107422) (161,29.540014266967773) (292,29.499286651611328)* (314,29.374021530151367)* (465,29.15355110168457) (326,29.101673126220703) (89,29.09947395324707)* (306,28.952693939208984) (291,28.86686134338379) (285,28.847492218017578) (332,28.551820755004883) (265,28.532846450805664) (2018,28.509933471679688) (301,28.48095703125) (1602,28.360885620117188) (300,28.27356719970703) (525,28.21727752685547)
26: (919,27.150402069091797)* (1350,26.925098419189453) (9514,25.558324813842773) (1338,25.410343170166016) (1132,25.2921199798584) (1339,25.046035766601562) (918,24.939373016357422)* (5456,24.936813354492188) (5694,24.90010643005371) (9509,24.86171531677246) (1342,24.850820541381836) (5724,24.85056495666504) (9512,24.830320358276367) (1358,24.81514549255371) (707,24.763694763183594)* (7042,24.754348754882812) (5673,24.72559356689453) (724,24.657724380493164) (4342,24.652944564819336) (1249,24.640256881713867)
27: (65,29.898550033569336) (65,29.898550033569336) (1705,29.709341049194336) (5151,29.161399841308594) (190,29.12049674987793) (2446,29.03060531616211) (71,28.86440658569336) (71,28.86440658569336) (1463,28.797971725463867) (157,28.748470306396484) (88,28.74452781677246) (154,28.726890563964844) (229,28.725608825683594) (72,28.724002838134766) (72,28.724002838134766) (67,28.71995735168457)* (67,28.71995735168457)* (58,28.705053329467773) (58,28.705053329467773) (1121,28.67422866821289)
28: (1897,26.399721145629883) (187,26.394153594970703) (722,26.117481231689453) (3832,25.89122200012207) (644,25.835508346557617) (98,25.82843780517578) (85,25.781646728515625)* (68,25.723421096801758) (68,25.723421096801758) (1001,25.65469741821289)* (999,25.59282875061035)* (877,25.512107849121094) (4313,25.498668670654297) (5532,25.40261459350586) (3966,25.3140811920166) (6926,25.268692016601562) (8002,25.267045974731445) (1014,25.185611724853516)* (193,25.181650161743164)* (6524,25.084476470947266)
29: (475,30.334339141845703) (1673,30.187480926513672) (466,29.638349533081055)* (1246,29.622451782226562) (230,29.61921501159668) (89,29.43603515625)* (1672,29.20832061767578) (377,29.179340362548828) (289,29.1535701751709)* (1455,29.110097885131836) (458,29.045501708984375) (461,28.993350982666016)* (306,28.93470573425293) (1186,28.92494010925293) (1180,28.8573055267334) (378,28.816646575927734)* (540,28.8072452545166) (486,28.746511459350586) (544,28.74542236328125) (524,28.47854995727539)
30: (294,25.473440170288086) (257,25.403305053710938) (301,25.388830184936523) (290,25.32179069519043) (681,25.10220718383789) (466,25.05027198791504) (680,24.906898498535156)* (378,24.90640640258789) (293,24.81554412841797) (89,24.807750701904297)* (1447,24.78636360168457) (458,24.76769256591797) (302,24.767417907714844) (342,24.631874084472656) (311,24.51112174987793) (349,24.459863662719727) (793,24.35587501525879)* (701,24.340778350830078) (292,24.31553077697754) (4767,24.290943145751953)
31: (51,27.986841201782227) (4308,27.979259490966797) (1014,27.829425811767578) (997,27.583158493041992) (187,27.54109001159668) (30,27.4857234954834)* (9869,27.408119201660156) (3988,27.37620735168457) (3739,27.25796890258789) (1713,27.08740997314453) (1072,27.030994415283203)* (7885,26.894582748413086) (3191,26.873064041137695) (173,26.708566665649414) (1083,26.70269012451172)* (99,26.6959228515625) (3183,26.599285125732422) (3201,26.588491439819336) (441,26.579875946044922) (11331,26.56768226623535)
32: (1151,30.413833618164062) (429,29.777742385864258)* (225,29.684419631958008) (166,29.67314338684082) (229,29.630504608154297) (203,29.4794979095459)* (436,29.45905876159668) (210,29.2889404296875) (441,28.968929290771484)* (858,28.745685577392578) (215,28.725814819335938) (1376,28.6396427154541) (715,28.60305404663086) (182,28.59010124206543) (221,28.49729347229004) (8656,28.413387298583984) (228,28.4130859375) (1118,28.336898803710938) (233,28.329574584960938) (1075,28.31216812133789)
33: (3462,30.48053741455078) (1491,30.253925323486328) (1123,29.687349319458008)* (17627,29.589387893676758) (1770,29.57196807861328) (17626,29.501325607299805) (1274,29.104799270629883) (370,29.071346282958984) (14926,29.04337501525879) (10585,28.958778381347656) (506,28.782939910888672) (812,28.597227096557617) (15,28.5948486328125) (13436,28.55901527404785) (2944,28.407482147216797) (920,28.40294075012207) (152,28.37127113342285)* (843,28.301408767700195) (4143,28.268997192382812) (1214,28.2447566986084)
34: (1098,29.46126937866211) (1504,28.736572265625) (154,28.727750778198242) (429,28.49665069580078) (859,28.40736961364746) (56,28.33807373046875) (56,28.33807373046875) (1351,28.194955825805664) (718,28.13941192626953) (1957,28.107891082763672) (234,28.025142669677734) (88,28.01259422302246) (3057,27.99595832824707) (986,27.987857818603516) (436,27.911462783813477) (715,27.90674591064453) (620,27.797008514404297) (206,27.775146484375) (203,27.756160736083984) (159,27.686792373657227)
35: (632,26.75618553161621) (1747,26.617639541625977) (1731,25.967849731445312) (1418,25.88443374633789) (162,25.804244995117188) (6164,25.677873611450195) (11636,25.369089126586914) (103,25.186519622802734) (763,25.097881317138672) (418,25.081607818603516) (6159,24.804140090942383) (6048,24.664573669433594) (621,24.599538803100586) (6151,24.59920883178711) (1744,24.496463775634766) (2775,24.462677001953125) (7802,24.458194732666016) (2469,24.456666946411133) (4121,24.451622009277344) (8752,24.376789093017578)
36: (1863,31.781166076660156) (492,31.402151107788086) (209,30.953245162963867)* (498,30.741548538208008) (1188,30.329059600830078)* (1853,30.32391357421875) (2210,30.253705978393555) (1193,30.17447853088379)* (1541,30.172733306884766) (1246,30.128610610961914) (2850,30.112834930419922) (1678,30.07453727722168) (1868,29.89650535583496) (4995,29.83497428894043) (2959,29.82668113708496) (2618,29.758575439453125) (1672,29.698528289794922) (1038,29.663814544677734) (1195,29.660289764404297)* (1183,29.621227264404297)*
37: (1274,27.119216918945312) (977,26.780315399169922) (2459,26.7358341217041) (841,26.690078735351562) (843,26.475780487060547) (861,26.207862854003906) (864,26.13591194152832) (718,26.022489547729492) (1264,25.89586639404297) (2375,25.85150146484375) (10672,25.82741928100586) (1521,25.8167724609375) (3444,25.762861251831055) (592,25.729127883911133) (2493,25.698312759399414) (785,25.68255043029785) (10596,25.67778778076172) (1131,25.65467643737793) (1411,25.62757682800293) (3505,25.542280197143555)
38: (220,30.65007972717285) (190,30.256980895996094)* (230,29.794218063354492) (234,29.571306228637695) (157,29.32473373413086) (228,29.06680679321289)* (706,28.973953247070312) (89,28.890483856201172)* (868,28.775524139404297) (424,28.733518600463867) (1244,28.657682418823242)* (716,28.64732551574707) (207,28.637086868286133) (538,28.604591369628906) (498,28.586326599121094)* (1412,28.567325592041016) (377,28.55268669128418) (735,28.440080642700195) (486,28.411033630371094)* (67,28.329336166381836)
39: (1521,27.142009735107422) (4887,26.578641891479492) (4271,26.535633087158203) (841,25.307443618774414)* (1264,25.165172576904297)* (2038,24.92546272277832) (1124,24.91330337524414) (17,24.765810012817383) (4278,24.740198135375977) (6,24.636802673339844) (5115,24.628202438354492) (6648,24.452608108520508) (4266,24.409414291381836) (15,24.365936279296875) (3528,24.349123001098633) (3509,24.33610725402832) (11,24.32801055908203) (631,24.311073303222656) (1533,24.233905792236328) (4280,24.153478622436523)
40: (9,25.528099060058594) (19,25.501325607299805) (4876,25.18789291381836) (49,24.84697151184082) (6878,24.70423126220703) (4874,24.459375381469727) (2166,24.433977127075195) (4318,24.417417526245117) (24,24.414260864257812) (4877,24.269153594970703) (1277,24.22245979309082) (3551,24.19997787475586) (41,24.177719116210938) (4875,24.068157196044922) (4871,24.059350967407227) (6881,24.029296875) (37,24.01306915283203) (1320,23.90422248840332)* (34,23.895036697387695)* (11,23.881053924560547)
41: (5157,28.885435104370117) (4680,28.34528923034668) (2342,28.065887451171875) (1257,27.399826049804688)* (5688,27.277860641479492) (2838,27.071727752685547) (724,26.899139404296875) (3471,26.7807674407959) (5485,26.600608825683594) (4458,26.565004348754883) (8386,26.43726348876953) (1132,26.31285285949707) (947,26.309001922607422)* (5158,26.29499053955078) (1344,26.292762756347656)* (3470,26.266185760498047) (841,26.2590274810791) (1527,26.25895881652832) (949,26.247753143310547) (1535,26.22007942199707)
42: (697,29.96665382385254) (229,29.09827995300293)* (362,29.096637725830078) (1463,28.994014739990234) (961,28.845735549926758) (71,28.74881362915039) (71,28.74881362915039) (521,28.595722198486328) (2544,28.522403717041016) (183,28.238304138183594) (316,28.03187370300293) (81,28.00361442565918) (166,27.9995059967041) (303,27.97132682800293) (171,27.963001251220703) (1470,27.937297821044922) (5480,27.932445526123047) (3057,27.848358154296875) (1109,27.84575653076172) (8155,27.748502731323242)
43: (70,31.34868812561035)* (1613,31.15338897705078) (72,30.48036003112793) (72,30.48036003112793) (7,30.39752197265625) (1055,30.269847869873047) (2179,30.15871238708496) (1379,30.133676528930664) (485,30.020511627197266) (1941,29.97602081298828) (157,29.9744815826416) (757,29.85879135131836)* (1397,29.82891845703125)* (5045,29.71030044555664) (2083,29.693389892578125) (66,29.643692016601562) (66,29.643692016601562) (67,29.627384185791016) (67,29.627384185791016) (1978,29.56712532043457)
44: (2624,31.413488388061523) (1110,31.378597259521484) (188,31.27549934387207) (1412,31.072933197021484)* (212,30.869220733642578) (920,30.844228744506836) (4675,30.65686798095703) (868,30.470767974853516)* (1131,30.264530181884766)* (1639,29.96832847595215) (607,29.950408935546875) (3481,29.850141525268555) (2375,29.741823196411133) (707,29.67401123046875)* (949,29.431278228759766) (186,29.273326873779297) (1413,29.18202018737793)* (735,29.17549705505371)* (1425,29.15671157836914)* (234,28.964290618896484)*
45: (1475,30.019561767578125) (787,29.911861419677734)* (161,29.836397171020508)* (295,29.458900451660156)* (349,29.450624465942383)* (289,29.35987663269043)* (308,29.31269645690918) (299,29.247314453125) (2990,29.14793586730957) (5249,29.012083053588867) (1601,29.005138397216797) (455,28.717288970947266) (525,28.5783634185791) (328,28.549270629882812) (545,28.540359497070312) (318,28.36467170715332) (67,28.318674087524414) (67,28.318674087524414) (792,28.282007217407227)* (907,28.026981353759766)
46: (466,28.013385772705078)* (701,27.907133102416992)* (543,27.25697135925293) (344,26.981769561767578)* (544,26.88892364501953) (257,26.73147201538086) (797,26.71070098876953) (2020,26.62729835510254) (161,26.597618103027344) (1042,26.543439865112305)* (531,26.53270721435547) (318,26.482593536376953) (528,26.394392013549805) (525,26.223430633544922) (321,26.221927642822266) (468,26.1368408203125) (1455,26.131458282470703)* (1453,26.04475975036621)* (704,26.01023292541504) (352,26.0037841796875)*
47: (289,29.37608528137207)* (300,29.286222457885742)* (89,29.192462921142578) (288,28.912904739379883)* (295,28.506668090820312) (378,28.485694885253906) (701,28.436447143554688)* (679,28.370525360107422) (321,28.304244995117188) (349,28.163097381591797) (646,27.952877044677734) (1684,27.934986114501953) (528,27.852375030517578) (793,27.850683212280273) (704,27.836585998535156) (326,27.822587966918945) (797,27.552719116210938) (1453,27.334199905395508) (306,27.31926727294922) (2801,27.26724624633789)
48: (1244,28.391096115112305) (300,27.944368362426758)* (295,27.927852630615234)* (3173,27.843151092529297) (2984,27.724071502685547) (959,27.59906578063965)* (802,27.487308502197266) (333,27.4585018157959) (302,27.438127517700195) (292,27.406810760498047) (5985,27.367961883544922) (306,27.086803436279297) (903,27.081825256347656) (455,26.998069763183594) (55,26.904943466186523)* (257,26.79713249206543) (461,26.779569625854492) (299,26.715194702148438)* (646,26.713943481445312) (4350,26.683908462524414)
49: (5150,27.708913803100586) (56,27.490266799926758) (56,27.490266799926758) (1379,27.33676528930664) (526,27.18317985534668) (985,27.12700843811035) (352,27.03264045715332) (328,26.815793991088867) (5149,26.408756256103516) (88,26.354246139526367) (8674,26.304412841796875) (532,26.272445678710938) (331,26.264238357543945) (155,26.262737274169922) (346,26.223255157470703) (535,26.1893367767334) (485,26.160429000854492) (1037,25.992101669311523) (67,25.98398780822754) (67,25.98398780822754)
50: (190,30.08771324157715) (203,30.071306228637695) (2821,29.419767379760742) (1977,29.343345642089844) (208,29.242124557495117) (420,29.054058074951172) (154,29.04618263244629) (716,28.9995059967041) (229,28.95556640625)* (234,28.767488479614258) (441,28.700572967529297) (857,28.615842819213867) (65,28.47585678100586)* (65,28.47585678100586)* (1400,28.415969848632812) (225,28.33186149597168) (443,28.075136184692383) (2133,28.064640045166016) (429,28.048093795776367)* (863,28.01247215270996)
51: (1358,30.567907333374023)* (949,30.44346809387207)* (843,30.041791915893555) (1257,29.93271827697754)* (724,29.654373168945312) (1353,29.63574981689453) (710,29.58747100830078) (15,29.408306121826172) (1364,29.320159912109375)* (1366,29.044374465942383) (821,28.968490600585938) (1372,28.92254066467285) (1344,28.587125778198242)* (370,28.571380615234375) (1523,28.512676239013672)* (2342,28.497028350830078) (1281,28.35110855102539) (2343,28.333045959472656) (1249,28.257234573364258)* (920,28.254566192626953)
52: (831,26.8841552734375)* (814,26.36154556274414) (1196,26.167333602905273)* (2186,25.595272064208984) (6193,25.46392059326172) (823,25.45252799987793) (3721,25.394786834716797) (4166,25.280532836914062) (1192,25.209917068481445) (779,25.18824005126953) (230,25.150856018066406) (2586,24.92231559753418) (5306,24.905109405517578) (220,24.767358779907227) (6014,24.742660522460938) (1455,24.636621475219727) (813,24.550758361816406) (475,24.543380737304688) (2192,24.51258659362793) (2200,24.498363494873047)
53: (907,28.592697143554688) (502,28.170066833496094) (312,28.123693466186523) (328,28.06130027770996) (1449,28.027156829833984) (317,27.97509765625) (349,27.77047348022461)* (308,27.74178123474121) (346,27.7183895111084) (314,27.684167861938477) (332,27.601215362548828) (161,27.521154403686523) (4688,27.478689193725586) (299,27.456525802612305) (5532,27.405912399291992) (722,27.37420654296875) (1379,27.36471939086914) (3123,27.3458309173584) (405,27.30417823791504) (288,27.303970336914062)*
54: (465,30.3792667388916)* (302,29.842819213867188) (295,29.760377883911133) (89,29.63791275024414) (913,29.55780792236328)* (288,29.42209815979004)* (299,29.082395553588867)* (320,29.046255111694336)* (294,28.995080947875977) (257,28.983131408691406) (326,28.965734481811523) (1463,28.916366577148438) (907,28.9113712310791) (308,28.844806671142578) (301,28.808082580566406) (309,28.796798706054688) (285,28.60076904296875) (161,28.52994728088379) (455,28.456512451171875) (265,28.44847297668457)
55: (271,27.045541763305664) (2923,26.92281150817871) (3317,26.5338077545166) (527,25.966821670532227) (2252,25.936967849731445) (250,25.932302474975586) (2179,25.80474281311035) (547,25.769838333129883) (605,25.722536087036133) (475,25.65659523010254) (1402,25.587020874023438) (1839,25.548358917236328) (1970,25.544979095458984) (3227,25.51624298095703) (1394,25.445323944091797) (6226,25.419902801513672) (2716,25.405399322509766) (1963,25.401500701904297) (1833,25.372577667236328) (6046,25.31319236755371)
56: (220,26.190109252929688) (533,26.056913375854492) (230,26.037755966186523) (234,25.903345108032227) (422,25.822572708129883) (439,25.776477813720703) (227,25.72793197631836) (706,25.707435607910156) (1807,25.558429718017578) (1766,25.430391311645508) (1249,25.349605560302734) (366,25.314748764038086)* (1814,25.292993545532227) (5550,25.248714447021484) (714,25.212177276611328) (4821,25.106124877929688) (1011,25.09294891357422) (7330,24.9659366607666) (1778,24.954086303710938) (447,24.928102493286133)
57: (1035,29.391983032226562) (524,29.129858016967773) (475,29.020580291748047)* (458,28.75962257385254) (1246,28.7265682220459)* (1047,28.72645378112793) (687,28.71854591369629) (1455,28.711606979370117) (333,28.68624496459961)* (1034,28.611108779907227)* (6448,28.41410255432129) (1041,28.411697387695312)* (1032,28.382062911987305) (1037,28.358951568603516) (461,28.258338928222656) (2435,28.170433044433594) (544,28.14607048034668) (1183,28.07763671875) (230,27.99178695678711) (209,27.8588809967041)
58: (681,27.572786331176758)* (692,26.628429412841797) (793,26.455368041992188) (680,26.169458389282227)* (7399,25.78151512145996) (7704,25.677377700805664) (2801,25.564002990722656) (498,25.493131637573242) (5267,25.327129364013672) (4879,25.323970794677734) (456,24.886634826660156) (1447,24.86882781982422) (1590,24.818134307861328) (293,24.787418365478516) (378,24.772016525268555) (646,24.65951156616211) (7500,24.64366912841797) (9893,24.63665771484375) (9895,24.618017196655273) (300,24.604700088500977)*
59: (1104,31.951831817626953)* (233,31.037940979003906)* (173,30.294391632080078) (506,30.293535232543945) (936,29.909835815429688) (181,29.842754364013672) (159,29.417381286621094) (930,29.370677947998047) (198,29.289043426513672) (515,29.267086029052734) (1099,29.263525009155273) (370,29.22373390197754) (152,29.203264236450195) (2369,29.17942237854004) (156,29.0523738861084) (1109,29.045373916625977) (234,29.030759811401367) (9,29.01631736755371) (1295,28.82293701171875) (70,28.79578971862793)
60: (1109,27.432775497436523) (632,26.529621124267578) (81,26.289575576782227) (444,25.781814575195312) (3902,25.745668411254883) (5927,25.553438186645508) (591,25.493419647216797) (154,25.344629287719727) (174,25.32201385498047) (1126,25.292871475219727) (5605,25.25436019897461) (7329,25.247802734375) (15499,25.220075607299805) (7895,25.17102813720703) (6756,25.035982131958008) (1747,24.968564987182617)* (237,24.963041305541992) (53,24.93900489807129) (53,24.93900489807129) (7382,24.92437171936035)
