userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,11.299883842468262) (187,10.988337516784668) (51,10.601839065551758)* (998,10.272648811340332) (1713,9.991779327392578) (997,9.944375038146973) (59,9.461076736450195)* (3992,9.446571350097656) (511,9.292078018188477) (1824,9.277674674987793) (959,9.24586009979248) (601,9.110419273376465) (183,8.929637908935547) (1076,8.850385665893555) (1464,8.759982109069824) (1800,8.704476356506348) (1892,8.653404235839844) (1836,8.644257545471191) (57,8.568218231201172)* (993,8.531414985656738)
13: (289,14.232091903686523) (306,11.604728698730469) (288,11.170598983764648) (2083,11.028940200805664) (689,10.769902229309082) (701,10.62861442565918) (1037,10.50295352935791) (903,10.31052017211914) (1243,10.17900562286377) (690,10.167366981506348) (532,9.946768760681152)* (2521,9.770243644714355) (294,9.56546688079834) (190,9.541349411010742) (972,9.44857120513916) (704,9.425209999084473) (546,9.404577255249023)* (1032,9.346369743347168) (523,9.342977523803711)* (302,9.307096481323242)*
14: (1469,11.29342269897461) (1412,10.646855354309082) (14078,10.258003234863281) (227,10.030231475830078) (2558,9.930164337158203) (2902,9.684839248657227) (8812,9.581018447875977) (14083,9.446245193481445) (14079,9.438901901245117) (212,9.381819725036621) (712,9.356091499328613) (14456,9.352693557739258) (3889,9.351621627807617) (10205,9.337788581848145) (14470,9.274742126464844) (8311,9.218664169311523) (711,9.181126594543457) (14080,9.112661361694336) (202,9.093470573425293) (738,9.026568412780762)
15: (630,10.492047309875488)* (219,9.331266403198242) (206,9.331022262573242) (1242,9.135854721069336) (88,9.135101318359375) (418,8.89879322052002) (1639,8.819734573364258) (604,8.689705848693848)* (163,8.687625885009766) (199,8.683685302734375) (4123,8.667367935180664) (197,8.665498733520508)* (1958,8.548125267028809) (2277,8.537259101867676) (202,8.479620933532715) (1412,8.449747085571289) (433,8.444924354553223) (232,8.439908981323242) (56,8.436835289001465) (56,8.436835289001465)
16: (294,8.56706714630127) (296,8.379426956176758) (3966,8.016707420349121) (2500,7.9654364585876465) (6232,7.937807559967041) (3324,7.882380962371826) (3491,7.859528541564941) (2514,7.767086982727051) (6002,7.734673023223877) (4565,7.728048801422119) (306,7.6163434982299805) (71,7.556211471557617) (71,7.556211471557617) (909,7.554161071777344) (289,7.5057878494262695) (128,7.504728317260742) (4769,7.450789928436279) (3503,7.409873008728027) (8008,7.360581398010254) (3570,7.3530707359313965)
17: (689,11.643383026123047)* (1934,11.359034538269043) (701,11.291610717773438)* (403,11.087982177734375)* (546,10.864568710327148) (2546,10.475179672241211) (321,10.369298934936523) (797,10.346197128295898) (3171,10.25350570678711) (1047,10.230569839477539) (1032,10.180877685546875) (333,9.98852252960205) (545,9.919177055358887) (1043,9.909746170043945) (1246,9.907502174377441) (458,9.9044771194458) (1455,9.889002799987793) (471,9.869939804077148) (2020,9.8170804977417) (455,9.79498291015625)
18: (227,12.07184886932373)* (959,10.67841911315918) (1412,10.564386367797852) (868,10.060288429260254) (1464,9.822330474853516) (157,9.651784896850586) (166,9.580330848693848) (1244,9.371889114379883) (614,9.1655912399292) (228,9.076354026794434) (1122,8.951508522033691) (715,8.635656356811523)* (220,8.47472858428955)* (1249,8.254189491271973) (2786,8.200851440429688) (245,7.9564924240112305) (599,7.952106475830078) (718,7.942793846130371)* (424,7.919068813323975) (316,7.912474632263184)
20: (603,11.844948768615723) (3411,11.531167984008789) (2832,10.627049446105957) (5806,10.600661277770996) (2667,10.579927444458008) (2668,10.489741325378418) (2163,10.261988639831543) (778,10.14116096496582)* (2676,10.136370658874512) (3414,9.951385498046875) (3724,9.92008113861084) (2148,9.885483741760254) (81,9.869115829467773) (3415,9.792271614074707) (107,9.721826553344727) (2814,9.649226188659668) (2159,9.617087364196777) (2157,9.59963321685791) (2160,9.572068214416504) (2605,9.563444137573242)
21: (294,12.263376235961914) (909,10.464025497436523) (306,10.355935096740723)* (7390,10.159110069274902) (349,10.104543685913086) (455,9.988277435302734) (906,9.903188705444336) (265,9.739120483398438) (161,9.708581924438477) (323,9.655793190002441) (296,9.64367961883545) (5533,9.61460018157959) (350,9.436944007873535) (326,9.43047046661377) (915,9.406429290771484) (320,9.284355163574219) (2020,9.122386932373047) (1464,9.026025772094727) (375,9.009746551513672) (972,8.987008094787598)
22: (809,11.745241165161133)* (831,10.196037292480469)* (2576,9.948687553405762) (1861,9.825647354125977) (785,9.711214065551758) (2586,9.69946575164795) (1541,9.57960033416748) (1559,9.564269065856934) (1558,9.513354301452637) (779,9.365828514099121) (5135,9.316557884216309) (3726,9.217729568481445) (825,9.178384780883789)* (1540,9.143786430358887) (820,9.126191139221191)* (1547,9.119426727294922) (2143,9.061429977416992) (1561,8.999444961547852) (2379,8.881449699401855) (2429,8.873497009277344)
23: (856,10.388312339782715)* (868,10.358429908752441)* (156,10.0281400680542) (614,9.899432182312012) (631,9.876526832580566) (227,9.773554801940918)* (864,9.736349105834961)* (857,9.654828071594238)* (429,9.651009559631348) (1119,9.471240997314453) (1534,9.037720680236816) (865,8.878138542175293)* (441,8.831742286682129) (1811,8.735812187194824) (9332,8.705100059509277) (1083,8.701044082641602) (1812,8.676322937011719) (3444,8.632438659667969) (6730,8.454828262329102) (1707,8.430524826049805)
24: (289,13.567426681518555)* (1243,11.94404125213623) (97,11.184505462646484) (288,10.540014266967773)* (1464,10.115046501159668) (546,10.059505462646484) (228,10.023456573486328) (2277,9.946767807006836) (2544,9.812527656555176) (2521,9.80144214630127) (3460,9.765869140625) (1934,9.763208389282227) (530,9.730152130126953) (294,9.702581405639648) (316,9.661310195922852)* (701,9.549312591552734) (525,9.354543685913086) (155,9.327559471130371) (67,9.320619583129883)* (67,9.320619583129883)*
25: (349,11.19619083404541)* (320,11.005298614501953) (326,10.153635025024414) (915,10.096574783325195)* (306,10.090300559997559) (330,10.032646179199219) (465,9.882710456848145) (257,9.745664596557617) (285,9.583556175231934) (1601,9.547391891479492) (792,9.498701095581055) (7390,9.489659309387207) (299,9.375288009643555) (161,9.258393287658691) (301,9.180322647094727) (332,9.17637825012207) (314,9.156710624694824)* (279,9.06605052947998) (1602,9.01777458190918) (3315,8.961868286132812)
26: (1339,11.588074684143066) (918,11.243304252624512)* (707,10.172883987426758)* (1338,9.843403816223145) (1350,9.629515647888184) (942,9.5673189163208)* (710,9.344770431518555) (726,9.243199348449707) (472,9.032115936279297) (1337,8.90362548828125) (966,8.868515968322754) (954,8.865328788757324)* (1670,8.626067161560059) (1342,8.602462768554688) (2746,8.459024429321289) (6282,8.413692474365234) (4342,8.370457649230957) (2009,8.354690551757812) (7100,8.345952033996582) (955,8.288265228271484)*
27: (157,9.809548377990723) (7,9.464974403381348) (289,9.3561372756958) (1464,8.940962791442871) (1243,8.814262390136719) (229,8.696270942687988) (190,8.649322509765625) (1104,8.584820747375488) (294,8.502820014953613) (97,8.436392784118652) (1114,8.380267143249512) (166,8.337970733642578) (689,8.239999771118164)* (316,8.1136474609375) (910,8.108084678649902) (72,8.071510314941406) (72,8.071510314941406) (959,8.012855529785156) (707,7.972634315490723) (1705,7.932732582092285)
28: (1713,11.348047256469727) (187,11.183396339416504) (1001,10.756484985351562)* (997,10.605671882629395)* (1076,10.570478439331055) (999,9.936586380004883)* (99,8.985816955566406) (3920,8.97612476348877) (75,8.935672760009766) (75,8.935672760009766) (7096,8.93032169342041) (2936,8.905412673950195) (1892,8.89912223815918) (3832,8.821979522705078) (1883,8.681480407714844) (1014,8.667877197265625)* (877,8.478649139404297) (2031,8.463340759277344) (193,8.442232131958008)* (180,8.362238883972168)
29: (475,10.652021408081055) (289,10.099145889282227)* (802,10.06547737121582) (461,9.211477279663086)* (2081,8.62179946899414) (1455,8.613859176635742) (471,8.42123794555664) (294,8.339763641357422) (1042,8.330326080322266)* (681,8.213908195495605) (466,8.127999305725098)* (344,8.059660911560059) (306,8.043511390686035) (377,8.019803047180176) (321,7.9803266525268555) (324,7.890145301818848) (1673,7.8861799240112305) (903,7.884242057800293) (230,7.848776340484619) (2546,7.84663200378418)
30: (797,12.387910842895508) (681,12.150233268737793) (458,11.964052200317383) (544,11.389488220214844) (1934,11.160175323486328) (2020,11.15220832824707) (294,10.89935302734375) (692,10.854851722717285) (464,10.830181121826172) (4811,10.777631759643555) (680,10.725381851196289)* (545,10.595686912536621) (701,10.555237770080566) (691,10.50042724609375) (456,10.492183685302734)* (349,10.451698303222656) (161,10.410003662109375) (686,10.251176834106445) (1684,10.215649604797363) (1458,10.214600563049316)
31: (1713,10.643590927124023) (997,9.579866409301758) (51,9.5670804977417) (187,9.157313346862793) (998,8.966938018798828) (36,8.931449890136719) (75,8.830045700073242) (75,8.830045700073242) (64,8.720415115356445) (64,8.720415115356445) (1886,8.519332885742188) (30,8.494421005249023)* (3501,8.438409805297852) (3201,8.363216400146484) (172,8.350356101989746) (1083,8.330302238464355)* (99,8.232324600219727) (4308,8.098318099975586) (153,8.079190254211426) (1014,7.989903450012207)
32: (228,12.526559829711914) (229,11.533432960510254) (227,11.445837020874023)* (703,10.270637512207031) (424,10.119178771972656) (226,10.088408470153809) (429,10.087658882141113)* (969,9.967456817626953) (716,9.948225021362305) (868,9.649582862854004) (198,9.618986129760742) (7,9.522477149963379) (707,9.305804252624512) (172,9.218945503234863) (1106,9.215991973876953)* (2539,9.131221771240234) (203,9.080961227416992)* (1400,9.06852912902832) (614,9.068155288696289) (221,9.067976951599121)
33: (506,10.096334457397461) (1790,9.057389259338379) (1705,8.897472381591797) (3420,8.882192611694336) (910,8.826120376586914) (152,8.80679702758789)* (1104,8.626996994018555) (370,8.556885719299316) (1743,8.502190589904785) (174,8.270386695861816) (707,8.198813438415527) (7,8.17630386352539) (163,8.176280975341797) (1123,8.144086837768555)* (162,8.058966636657715) (621,8.018209457397461) (5503,8.01089096069336) (920,7.955796241760254) (2006,7.926283836364746) (1119,7.89497709274292)*
34: (88,9.566902160644531) (986,9.330118179321289) (215,8.968430519104004) (1400,8.455164909362793) (444,8.448751449584961) (429,8.355355262756348) (4123,7.849609375) (1098,7.816131591796875) (629,7.67004919052124) (206,7.668242931365967) (620,7.644425868988037) (1424,7.632062911987305) (205,7.5561394691467285) (81,7.537264347076416) (154,7.532351016998291) (203,7.494657039642334) (1089,7.4740519523620605) (859,7.448385238647461) (159,7.390389442443848) (615,7.335008144378662)
35: (9143,12.610325813293457) (3681,11.372906684875488) (3997,11.128714561462402) (6167,10.769820213317871) (1411,10.74100112915039) (4786,10.705602645874023) (13597,10.284634590148926) (3998,10.198516845703125) (1740,10.168024063110352) (3724,10.026850700378418) (13096,9.998017311096191) (10610,9.887473106384277) (1719,9.787449836730957) (16366,9.70058822631836) (16326,9.655425071716309) (10609,9.636226654052734) (418,9.466246604919434) (15753,9.400556564331055) (4067,9.398690223693848) (16331,9.396075248718262)
36: (403,12.047449111938477) (682,11.078781127929688) (471,10.995443344116211) (1188,10.606342315673828)* (499,10.514307022094727) (488,10.328393936157227)* (498,10.273038864135742) (472,10.269383430480957) (1193,10.243403434753418)* (2619,10.180900573730469) (371,10.154816627502441) (230,10.125177383422852)* (3712,10.10555362701416) (1183,10.09676456451416)* (2959,10.05471134185791) (377,9.980453491210938) (2430,9.952876091003418) (1200,9.890202522277832)* (507,9.839495658874512) (1195,9.798951148986816)*
37: (599,8.469484329223633)* (163,8.362245559692383) (429,7.990672588348389) (986,7.908553600311279) (859,7.861543655395508) (156,7.8507466316223145) (1504,7.767297267913818) (867,7.739507675170898) (2491,7.707942962646484) (2470,7.661167144775391) (1119,7.648087024688721) (1213,7.621158599853516)* (2493,7.598973751068115) (3531,7.55534553527832) (2375,7.534187316894531) (212,7.450615882873535) (2531,7.437882423400879) (1709,7.380950927734375) (226,7.357593059539795) (718,7.327483177185059)
38: (190,12.888317108154297)* (228,12.72099494934082)* (424,11.241063117980957) (230,9.983173370361328) (289,9.901504516601562) (212,9.524284362792969) (868,9.46048641204834) (157,9.291727066040039) (903,9.090706825256348) (220,8.795539855957031) (538,8.700778007507324) (546,8.680133819580078) (207,8.669820785522461) (316,8.663583755493164) (703,8.64157772064209) (1048,8.583147048950195) (1246,8.564254760742188)* (1244,8.558003425598145)* (221,8.51184368133545) (683,8.482664108276367)
39: (949,10.910050392150879) (36,10.707921981811523) (34,10.688365936279297) (3,10.678208351135254) (12,10.509815216064453) (25,10.367074012756348) (2970,9.983074188232422) (48,9.765496253967285) (3806,9.5092191696167) (820,9.419428825378418) (2756,9.279922485351562) (6667,9.246505737304688) (3824,9.223030090332031) (1124,9.05928897857666) (4271,9.02774715423584) (6671,9.005308151245117) (841,9.00468635559082)* (1521,8.980693817138672) (27,8.958739280700684) (6289,8.898836135864258)
40: (4318,10.51418685913086) (49,10.465078353881836) (13,10.18528938293457) (31,10.14609432220459) (5711,10.143409729003906) (7519,9.990288734436035) (1253,9.847195625305176) (11192,9.828428268432617) (9,9.790202140808105) (26,9.658364295959473) (41,9.630315780639648) (5,9.629809379577637) (1277,9.584709167480469) (43,9.423397064208984) (9499,9.34065055847168) (6873,9.330431938171387) (1331,9.269847869873047)* (3556,9.251216888427734) (34,9.240362167358398)* (14286,9.217039108276367)
41: (924,10.00743293762207) (943,9.487297058105469) (954,9.431877136230469)* (1348,9.192625999450684)* (380,9.128486633300781) (1344,9.012129783630371)* (707,8.971137046813965) (957,8.784697532653809)* (4342,8.662089347839355) (1993,8.631429672241211) (1670,8.624879837036133) (726,8.338080406188965) (710,8.3181791305542) (7100,8.293028831481934) (2838,8.24018669128418) (3509,8.218790054321289) (472,8.157859802246094) (8386,8.140287399291992) (1206,8.061168670654297) (25,8.016072273254395)
42: (229,12.500212669372559)* (430,10.882428169250488) (3255,10.882400512695312) (3200,10.837753295898438) (703,10.705938339233398) (546,10.528099060058594) (2277,10.508587837219238) (424,10.488203048706055) (1243,10.441765785217285) (533,10.418205261230469) (690,10.126559257507324) (903,9.958930015563965) (2544,9.829556465148926) (316,9.710808753967285) (97,9.64721965789795) (716,9.531885147094727) (3171,9.50475788116455) (697,9.504669189453125) (207,9.473484992980957) (511,9.457629203796387)*
43: (228,9.423807144165039) (70,9.3424654006958)* (174,9.26784610748291) (703,9.233541488647461) (757,9.056509971618652)* (512,8.660446166992188) (72,8.564970016479492) (72,8.564970016479492) (1410,8.393830299377441)* (173,8.293947219848633) (969,8.15155029296875) (157,8.141995429992676) (7324,8.105259895324707) (526,8.03873062133789) (159,7.998538017272949) (229,7.981828689575195)* (689,7.975484848022461) (3200,7.863111972808838) (1990,7.853366851806641) (1397,7.817054271697998)*
44: (1412,11.863166809082031)* (212,11.0908784866333) (1425,10.83241081237793)* (868,10.709593772888184)* (607,10.703023910522461) (1110,10.30741024017334) (4675,10.296812057495117) (1639,10.185362815856934) (3481,9.946626663208008) (599,9.945557594299316) (3444,9.693000793457031) (956,9.593328475952148) (188,9.53807258605957) (2624,9.537233352661133) (1131,9.509082794189453)* (5175,9.317001342773438) (735,9.313127517700195)* (1806,9.268351554870605) (707,9.19728946685791)* (959,9.116376876831055)
45: (468,10.779886245727539) (289,10.51285457611084)* (349,9.653200149536133)* (5249,8.955860137939453) (1037,8.889326095581055) (455,8.759078025817871) (699,8.640498161315918) (325,8.575098991394043)* (692,8.30728816986084) (1042,8.306504249572754) (294,8.2914457321167) (1428,8.262917518615723)* (456,8.260549545288086) (1436,8.213543891906738)* (161,8.172765731811523)* (7830,8.02535343170166) (787,7.923589706420898)* (13945,7.868011474609375) (9519,7.801426410675049) (327,7.78563117980957)
46: (701,10.983238220214844)* (544,10.897607803344727) (1042,10.353304862976074)* (797,10.298381805419922) (545,10.245378494262695) (161,10.241891860961914) (2020,10.238035202026367) (294,10.172455787658691) (692,10.034475326538086) (321,9.8475980758667) (1452,9.622333526611328)* (466,9.455443382263184)* (344,9.437411308288574)* (456,9.399226188659668) (320,9.371471405029297)* (1934,9.234945297241211) (543,9.225594520568848) (528,9.172983169555664) (468,9.048437118530273) (1455,9.031124114990234)*
47: (289,14.593255043029785)* (288,11.796602249145508)* (294,11.40119743347168)* (701,10.877416610717773)* (306,10.478265762329102) (227,10.445308685302734) (349,10.198440551757812) (544,10.096274375915527) (528,9.828963279724121) (679,9.652058601379395) (89,9.60051155090332) (300,9.557071685791016)* (455,9.552812576293945)* (320,9.523869514465332) (646,9.51294994354248) (157,9.493160247802734) (1243,9.409034729003906) (324,9.399493217468262) (321,9.376764297485352) (1684,9.306968688964844)
48: (1243,9.582319259643555) (294,9.35738754272461) (511,9.136394500732422)* (523,8.967308044433594) (725,8.728727340698242) (538,8.54279899597168) (251,8.445029258728027) (2176,8.418408393859863) (525,8.384018898010254) (253,8.377758026123047) (306,8.319496154785156) (1556,8.219721794128418) (1244,8.218171119689941) (261,8.215909957885742) (297,8.1907377243042) (1772,8.163215637207031) (903,8.130776405334473) (316,8.12270736694336) (329,8.048384666442871) (913,8.027840614318848)
49: (157,8.905380249023438) (1613,8.843208312988281) (2277,8.67712688446045) (331,8.602785110473633) (97,8.520116806030273) (2083,8.278724670410156) (689,8.258471488952637) (298,8.207633018493652) (437,8.127644538879395) (228,8.082911491394043) (525,8.056947708129883) (424,7.98316764831543) (1243,7.934077739715576) (690,7.798860549926758) (306,7.796443462371826)* (906,7.668412685394287) (1409,7.627656936645508) (2521,7.525585174560547) (547,7.385005474090576) (229,7.381369113922119)
50: (190,11.97807502746582) (229,10.257888793945312)* (716,9.782102584838867) (1977,9.632641792297363) (429,9.400949478149414)* (2277,9.236393928527832) (88,9.208772659301758) (2600,9.146879196166992) (3400,9.052138328552246) (1400,8.989455223083496) (1412,8.96946907043457)* (203,8.945411682128906) (2614,8.793068885803223) (208,8.667496681213379) (3030,8.57546615600586) (432,8.568327903747559) (709,8.551067352294922)* (225,8.490364074707031) (65,8.440473556518555)* (65,8.440473556518555)*
51: (1364,9.659647941589355)* (949,9.598505020141602)* (1344,9.02077865600586)* (957,8.92522144317627) (1206,8.810775756835938) (1523,8.587494850158691)* (843,8.510506629943848) (5366,8.465478897094727) (952,8.313188552856445) (2360,8.24355411529541) (1352,8.195318222045898) (821,8.047117233276367) (1358,7.9683756828308105)* (3509,7.9602508544921875) (1337,7.794166564941406)* (1342,7.731904983520508) (1353,7.687710762023926) (922,7.649178504943848) (924,7.638932228088379) (1815,7.565605640411377)
52: (813,9.314045906066895) (809,8.591583251953125) (2576,8.317008972167969) (810,8.314031600952148) (832,8.260048866271973) (823,8.14718246459961) (2586,7.97407341003418) (833,7.9023919105529785) (5135,7.860260009765625) (831,7.662653923034668)* (3028,7.567934036254883) (814,7.4210524559021) (826,7.3858842849731445) (1861,7.366439342498779) (1541,7.342733383178711)* (3721,7.297886371612549) (1196,7.269073009490967)* (845,7.185466766357422) (1555,7.182282447814941)* (1557,7.171352863311768)*
53: (1037,10.930618286132812) (306,10.839302062988281)* (289,9.481922149658203)* (294,9.050786972045898) (1455,8.589723587036133) (5058,8.572492599487305) (5536,8.509993553161621) (5988,8.488319396972656) (2081,8.259445190429688) (1042,8.158792495727539) (1038,8.089431762695312) (1456,8.02806282043457) (9684,7.993376731872559) (161,7.96316385269165) (4688,7.914516448974609) (5534,7.90576696395874) (464,7.75246524810791) (288,7.716775894165039)* (2990,7.683991432189941) (4562,7.624013900756836)
54: (294,11.874275207519531) (320,10.49493408203125)* (157,10.38613510131836) (455,10.295618057250977) (915,9.992890357971191) (288,9.62253189086914)* (306,9.083142280578613) (161,9.003654479980469) (326,9.000871658325195) (97,8.908798217773438) (257,8.844542503356934) (301,8.811056137084961) (285,8.642316818237305) (295,8.510260581970215) (299,8.505108833312988)* (479,8.439658164978027) (265,8.427596092224121) (2523,8.342453002929688) (465,8.338226318359375)* (325,8.327144622802734)
55: (3227,9.387163162231445) (2923,9.13847827911377) (6046,9.026506423950195) (1941,8.96710205078125) (4588,8.94457721710205) (6343,8.92700481414795) (1839,8.886714935302734) (3357,8.796080589294434) (1236,8.768081665039062) (1946,8.750685691833496) (11758,8.641468048095703) (2921,8.569432258605957) (617,8.475760459899902) (10395,8.464461326599121) (3700,8.454203605651855) (1956,8.415936470031738) (1636,8.261289596557617)* (10397,8.232301712036133) (10398,8.198362350463867) (1963,8.191596984863281)
56: (1515,8.964642524719238)* (190,8.725491523742676) (226,8.49555778503418) (2364,8.253877639770508) (1520,8.171110153198242) (439,8.036820411682129) (10617,7.899798393249512) (533,7.804537296295166) (4459,7.781885623931885) (1977,7.750199317932129) (227,7.697111129760742) (2373,7.617091655731201) (8710,7.61067533493042) (421,7.593352794647217) (4793,7.55444860458374) (4808,7.532712459564209) (428,7.481852054595947) (4805,7.47310733795166) (10619,7.470641136169434) (229,7.459890842437744)
57: (802,9.997486114501953) (475,9.720420837402344)* (461,9.372969627380371) (230,9.151870727539062) (681,9.079215049743652) (687,8.916337013244629) (190,8.885819435119629) (472,8.68385124206543) (209,8.656954765319824) (324,8.61548137664795) (1033,8.53600788116455) (1246,8.50128173828125)* (1038,8.493659973144531) (1186,8.4698486328125) (228,8.441587448120117) (693,8.391440391540527) (966,8.331343650817871) (691,8.319707870483398) (377,8.317874908447266)* (1034,8.27850341796875)*
58: (289,12.361848831176758)* (681,11.681366920471191)* (1032,10.419134140014648) (790,9.99197769165039) (294,9.986300468444824) (1452,9.910626411437988) (802,9.898029327392578) (1460,9.895917892456055) (646,9.878837585449219) (524,9.862359046936035) (793,9.74709415435791) (288,9.681916236877441)* (544,9.619325637817383) (4293,9.583048820495605) (227,9.542939186096191) (528,9.471336364746094) (464,9.430985450744629) (2801,9.340740203857422) (701,9.172109603881836) (349,9.170507431030273)
59: (198,11.913294792175293) (1104,11.522454261779785)* (156,11.440319061279297) (163,10.607932090759277) (512,10.371405601501465)* (233,10.348749160766602)* (174,10.105498313903809) (173,9.681496620178223) (1790,9.635313987731934) (959,9.326981544494629) (854,9.28641128540039) (166,9.194642066955566) (1116,9.10433292388916) (172,9.099547386169434) (157,9.047377586364746) (930,8.995966911315918) (1099,8.937896728515625) (1119,8.888371467590332) (70,8.882377624511719) (2014,8.858769416809082)
60: (9143,9.158304214477539) (1747,8.565987586975098)* (6159,8.475154876708984) (4052,8.40494155883789) (3997,8.391183853149414) (444,8.342418670654297) (6756,8.251006126403809) (4113,8.22945499420166) (6761,8.2158784866333) (7382,8.100505828857422) (1176,8.096826553344727) (5665,8.026131629943848) (5664,7.983972072601318) (4054,7.960258960723877) (5659,7.881934642791748) (3902,7.8229169845581055) (3259,7.76460075378418) (5662,7.763775825500488) (10613,7.691901206970215) (4045,7.598052501678467)
