userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,64.08512878417969) (187,63.5308723449707) (51,63.48228454589844)* (1073,63.38427734375) (3992,63.11385726928711) (1824,62.50410461425781) (59,62.428619384765625)* (1098,62.28968811035156) (1167,62.03181838989258) (1892,61.94208908081055) (1713,61.92414855957031) (61,61.74566650390625)* (1109,61.70138931274414) (175,61.68661880493164) (1464,61.62046813964844) (1848,61.41236114501953) (157,61.393287658691406) (4308,61.30300521850586) (1072,61.292381286621094) (3201,61.256954193115234)
18: (959,68.6789321899414) (227,68.38843536376953)* (1249,68.36844635009766) (1412,67.81341552734375) (917,67.16759490966797) (220,67.01370239257812)* (1122,66.958740234375) (2346,66.88040161132812) (951,66.85371398925781) (157,66.76631927490234) (982,66.6839828491211) (868,66.59965515136719) (198,66.57073211669922) (366,66.48802947998047) (234,66.48180389404297) (472,66.43766021728516) (1415,66.4005355834961) (2352,66.29608917236328) (1816,66.279052734375) (614,66.26814270019531)
20: (2165,61.94587326049805) (1222,61.81659698486328) (1226,61.39527130126953) (603,60.84217071533203) (107,60.82179260253906) (3703,60.48854064941406) (4316,60.408958435058594) (2667,60.351478576660156) (1099,60.22151565551758) (3812,60.043983459472656) (2673,59.922794342041016) (3028,59.87861633300781) (5803,59.830440521240234) (2702,59.81537628173828) (2684,59.79158020019531) (11852,59.6075439453125) (2832,59.54124069213867) (5970,59.5160026550293) (1700,59.436336517333984) (5074,59.382076263427734)
21: (89,67.86246490478516)* (349,67.75473022460938) (157,67.13348388671875) (2523,66.97557830810547) (2094,66.89450073242188) (306,66.83089447021484)* (972,66.82160186767578) (1580,66.74398040771484) (466,66.73423767089844)* (161,66.6576919555664) (333,66.59795379638672) (257,66.53565979003906) (296,66.50934600830078) (340,66.49988555908203) (294,66.46307373046875) (350,66.45626831054688) (323,66.42445373535156) (291,66.37353515625) (544,66.30298614501953) (525,66.276123046875)
22: (2190,59.237266540527344) (4182,59.164180755615234) (3549,58.99864959716797) (835,58.795555114746094)* (5100,58.69004440307617) (2143,58.527984619140625) (2586,58.52132034301758) (500,58.129302978515625) (2385,58.015132904052734) (1547,57.91481399536133) (820,57.81453323364258)* (2379,57.80064010620117) (1540,57.80039978027344) (2971,57.792327880859375) (4170,57.683502197265625) (3032,57.66253662109375) (8462,57.59926986694336) (2744,57.56333541870117) (14894,57.558048248291016) (923,57.496253967285156)
23: (1534,61.586788177490234) (868,61.35440444946289)* (1412,60.74119567871094) (441,60.37744140625) (1119,60.37025451660156) (1083,60.24946212768555) (959,60.18513107299805) (1203,60.139888763427734) (1369,60.12895965576172) (856,60.02660369873047)* (1811,60.006080627441406) (3280,59.91422653198242) (227,59.80016326904297)* (1513,59.73573684692383) (857,59.681785583496094)* (2493,59.64600372314453) (5913,59.62160873413086) (59,59.61368942260742) (1813,59.61216354370117) (1639,59.50344467163086)
24: (67,64.5621337890625)* (67,64.5621337890625)* (288,64.07117462158203)* (1934,63.7814826965332) (65,63.55132293701172) (65,63.55132293701172) (55,63.480255126953125)* (316,63.35169982910156)* (289,63.254913330078125)* (679,63.25053024291992) (292,63.131996154785156) (1556,62.914634704589844) (157,62.77775573730469)* (1243,62.76298141479492) (97,62.559837341308594) (295,62.521549224853516)* (701,62.45432662963867) (265,62.210655212402344) (2523,62.20315170288086) (548,62.17415237426758)
25: (292,61.019840240478516)* (257,60.181297302246094) (300,60.027400970458984) (299,59.99946594238281) (349,59.85965347290039)* (306,59.842952728271484) (333,59.775238037109375) (291,59.71809005737305) (89,59.65705108642578)* (461,59.407508850097656) (468,59.20307922363281) (466,59.14835739135742) (301,59.139007568359375) (465,58.94009017944336) (326,58.924766540527344) (344,58.635257720947266) (161,58.587181091308594) (1601,58.584320068359375) (523,58.5284423828125) (314,58.46737289428711)*
26: (707,56.87815856933594)* (1350,56.37849426269531) (710,56.36275863647461) (918,56.265811920166016)* (1339,56.14015579223633) (1249,56.04100036621094) (954,55.73928451538086)* (198,55.583457946777344) (4342,55.37665557861328) (726,55.31190490722656) (843,55.311180114746094) (719,55.24694061279297) (1338,55.234588623046875) (6282,55.2181396484375) (1264,54.925086975097656) (6120,54.75177001953125) (1358,54.73573684692383) (1369,54.72105026245117) (503,54.637413024902344) (724,54.627655029296875)
27: (1109,67.02042388916016) (65,67.01344299316406) (65,67.01344299316406) (63,66.70283508300781) (63,66.70283508300781) (190,66.2762222290039) (1705,66.05072784423828) (930,65.80357360839844) (377,65.61407470703125) (227,65.51973724365234) (229,65.51437377929688) (1104,65.49308013916016) (154,65.35014343261719) (1098,65.34791564941406) (511,65.2342529296875) (727,65.22916412353516) (722,65.16828918457031) (157,65.0882568359375) (72,65.03923034667969) (72,65.03923034667969)
28: (4880,56.20106887817383) (5238,55.99700164794922) (1014,55.92064666748047)* (1001,55.85802459716797)* (3966,54.5312614440918) (1885,54.28060531616211) (999,54.25322723388672)* (4649,54.23992156982422) (187,54.210731506347656) (6697,54.19041061401367) (5254,54.14817810058594) (997,53.924560546875)* (877,53.876869201660156) (3768,53.800743103027344) (6736,53.781333923339844) (905,53.685157775878906)* (193,53.63063430786133)* (6733,53.6217041015625) (6698,53.600341796875) (30,53.52064514160156)
29: (466,61.48809051513672)* (461,61.223785400390625)* (289,60.9893684387207)* (89,60.93772888183594)* (344,60.59474563598633) (458,60.56984329223633) (1673,60.415008544921875) (377,60.41343688964844) (486,60.27654266357422) (306,60.17157745361328) (544,60.09925079345703) (324,60.06321334838867) (681,59.98128128051758) (1455,59.96772766113281) (1043,59.88428497314453)* (321,59.823524475097656) (790,59.73652267456055) (295,59.715972900390625) (680,59.65496063232422) (646,59.65107345581055)
30: (302,61.55327224731445) (89,61.500205993652344)* (292,61.431007385253906) (257,61.378135681152344) (464,61.217262268066406) (306,61.128597259521484) (679,61.031394958496094)* (466,61.00888442993164) (701,60.891990661621094) (342,60.800323486328125) (294,60.779518127441406) (458,60.58724594116211) (468,60.58289337158203) (324,60.53318786621094) (1459,60.50874710083008) (329,60.390628814697266) (681,60.3498649597168) (1447,60.32130432128906) (544,60.07228469848633) (481,60.04221725463867)*
31: (30,58.23381042480469)* (1886,58.12833023071289) (1885,58.07746124267578) (36,58.071468353271484) (3768,57.872032165527344) (1713,57.609073638916016) (997,57.53533935546875) (75,57.45665740966797) (75,57.45665740966797) (51,57.28340148925781) (1072,57.22001647949219)* (1083,57.20781326293945)* (153,57.08794403076172) (1019,57.03547668457031) (1379,57.01507568359375) (1892,57.00157165527344) (1253,56.98136901855469) (1014,56.955806732177734) (187,56.92119598388672) (38,56.92020034790039)
32: (229,68.16946411132812) (233,68.06236267089844) (1116,68.04808807373047) (226,67.97277069091797) (56,67.81790161132812) (56,67.81790161132812) (225,67.54170227050781) (1118,67.3802261352539) (441,67.35755920410156)* (228,67.31393432617188) (1376,67.29888916015625) (65,67.2976303100586) (65,67.2976303100586) (207,67.1235122680664) (1131,67.00202941894531) (1151,66.92610931396484) (512,66.86608123779297) (424,66.8652572631836) (199,66.78397369384766) (1400,66.66523742675781)
33: (506,62.178646087646484) (186,61.78398132324219) (447,61.68260192871094) (163,61.156463623046875) (1743,61.073951721191406) (1418,61.0214958190918) (707,60.883060455322266) (3405,60.80303955078125) (152,60.675140380859375)* (63,60.58973693847656) (63,60.58973693847656) (81,60.5173225402832) (1425,60.47574234008789) (227,60.417083740234375) (162,60.26766586303711) (3462,60.141868591308594) (1790,60.10606002807617) (2676,60.009796142578125) (65,59.96384048461914) (65,59.96384048461914)
34: (603,67.6627197265625) (154,66.91360473632812) (81,66.42424774169922) (57,66.31353759765625) (88,66.18734741210938) (511,66.1106948852539)* (237,66.06752014160156) (229,66.0072250366211)* (159,65.89435577392578) (715,65.84707641601562) (56,65.69429016113281) (56,65.69429016113281) (2605,65.57203674316406) (1106,65.55484771728516) (65,65.54412841796875) (65,65.54412841796875) (228,65.53023529052734) (72,65.50117492675781)* (72,65.50117492675781)* (1833,65.4969253540039)
35: (5879,55.8969841003418) (1285,55.64973449707031) (1423,55.10641098022461) (1832,54.86947250366211) (1139,54.5731201171875) (1109,54.513797760009766) (8658,54.484432220458984) (227,54.3371696472168) (1411,54.312068939208984) (418,54.3082160949707) (6571,54.22085189819336) (841,54.1631965637207) (2026,53.946434020996094) (1837,53.8809814453125) (1264,53.64639663696289) (1136,53.61715316772461) (11193,53.585060119628906) (2593,53.56338119506836) (578,53.546180725097656) (6569,53.51631164550781)
36: (498,63.42007827758789) (1188,63.40242004394531)* (1868,62.639320373535156) (492,62.61307907104492) (2430,62.538360595703125) (209,62.50916290283203)* (2959,62.41846466064453) (486,62.32421875) (2618,62.244651794433594) (377,62.16486740112305) (1541,62.10618209838867) (1672,62.10334014892578) (2619,62.0921630859375) (507,62.06447982788086) (403,61.869537353515625) (1043,61.82160568237305)* (1853,61.76023483276367) (1193,61.737937927246094)* (2617,61.70064163208008) (1179,61.679840087890625)*
37: (5299,63.00811004638672) (12707,62.971168518066406) (2459,62.63919448852539) (2668,62.521400451660156) (197,62.375244140625) (603,62.31133270263672) (881,62.26761245727539) (3440,62.20656204223633) (2771,61.949188232421875) (750,61.87900161743164) (10672,61.818145751953125) (4108,61.74333572387695) (5605,61.54115295410156) (605,61.358062744140625) (245,61.335472106933594) (199,61.30363845825195) (1686,61.2536735534668) (154,61.2377815246582) (235,61.23225402832031) (3523,61.21533203125)
38: (190,66.8383560180664)* (498,66.60596466064453)* (230,66.37319946289062) (234,66.24242401123047) (706,65.98670959472656) (228,65.95799255371094)* (377,65.89739990234375) (89,65.74395751953125)* (1412,65.65283203125) (424,65.63810729980469) (220,65.63277435302734) (159,65.57585144042969) (67,65.52037811279297) (67,65.52037811279297) (157,65.5145492553711) (289,65.44640350341797) (486,65.41765594482422)* (538,65.32679748535156) (1246,65.24021911621094)* (302,65.18042755126953)
39: (1521,54.0817985534668) (841,53.81331253051758)* (4271,53.35790252685547) (11193,52.96099853515625) (1366,52.92640686035156) (6,52.74380111694336) (6286,52.60319137573242) (4273,52.46234893798828) (1353,52.260990142822266) (2970,52.165218353271484) (3806,52.14971160888672) (4318,52.11412048339844) (936,52.00025177001953) (1356,51.92305374145508) (1264,51.82615280151367)* (4335,51.82564163208008) (4874,51.755741119384766) (13870,51.720726013183594) (1261,51.702857971191406)* (1344,51.689117431640625)
40: (5581,52.499473571777344) (5709,52.29785919189453) (2309,52.088645935058594) (4297,52.044795989990234) (1255,51.83928680419922) (3863,51.549766540527344) (1320,51.515350341796875)* (1253,51.28935241699219) (6667,51.05615234375) (2702,51.052276611328125) (1707,50.846595764160156) (19,50.82857894897461) (6237,50.7649040222168) (1793,50.745849609375) (37,50.58390426635742) (6881,50.576171875) (5715,50.57560729980469) (1298,50.29644012451172)* (4876,50.26921463012695) (151,50.26737594604492)
41: (841,58.53242492675781) (1257,57.29770278930664)* (954,57.17250061035156)* (1522,56.92359161376953) (1808,56.50154495239258) (1281,56.486785888671875) (5157,56.462493896484375) (1344,56.40629959106445)* (1264,56.34658432006836) (710,56.138916015625) (947,56.11857986450195)* (4680,56.02717590332031) (2343,56.017642974853516) (957,55.9573974609375)* (6,55.956417083740234) (1521,55.94245147705078) (707,55.872169494628906) (1527,55.84597396850586) (949,55.821685791015625) (936,55.798282623291016)
42: (229,65.44972229003906)* (362,64.71984100341797) (316,64.26469421386719) (1470,63.910709381103516) (2614,63.79719924926758) (486,63.735164642333984) (498,63.56206512451172) (1511,63.52799606323242) (89,63.489009857177734)* (3255,63.40007400512695) (697,63.396873474121094) (533,63.33977508544922) (1090,63.19004440307617)* (71,63.18368911743164) (71,63.18368911743164) (1400,63.17170715332031) (207,63.14771270751953) (166,63.09663009643555) (2544,63.0887565612793) (1505,63.03721237182617)
43: (1401,64.7369384765625)* (70,64.69437408447266)* (72,64.46852111816406) (72,64.46852111816406) (1397,64.3214340209961)* (748,64.04981994628906)* (418,63.9237174987793) (2605,63.691070556640625) (233,63.65666580200195) (2716,63.63311767578125) (4316,63.60063171386719) (107,63.56001281738281) (1941,63.55695724487305) (527,63.49280548095703) (69,63.44044494628906) (69,63.44044494628906) (3411,63.375858306884766) (1449,63.34646987915039) (173,63.332557678222656) (229,63.32771682739258)*
44: (1412,72.94237518310547)* (1110,72.11528015136719) (841,71.20449829101562) (707,70.76714324951172)* (212,70.30806732177734) (868,69.80047607421875)* (2624,69.72735595703125) (1639,69.61722564697266) (1131,69.46420288085938)* (881,69.45640563964844) (188,69.27096557617188) (959,69.24968719482422) (843,69.059326171875) (949,68.9924087524414) (4675,68.93067169189453) (599,68.79600524902344) (3481,68.72139739990234) (607,68.70075225830078) (920,68.64264678955078) (234,68.63911437988281)*
45: (289,68.26725006103516)* (468,68.24468994140625) (295,68.09159851074219)* (308,67.36398315429688) (484,67.32405853271484) (328,67.24020385742188) (1475,67.13370513916016) (327,67.12908935546875) (294,67.00130462646484) (257,66.93445587158203) (299,66.90023803710938) (161,66.79783630371094)* (349,66.43856811523438)* (378,66.40579986572266) (283,66.33805084228516) (301,66.26458740234375) (1042,66.17765045166016) (67,66.13398742675781) (67,66.13398742675781) (55,66.10116577148438)
46: (257,65.07916259765625) (701,64.89471435546875)* (466,64.63842010498047)* (797,64.20213317871094) (344,64.12604522705078)* (318,63.933494567871094) (468,63.873226165771484) (543,63.870731353759766) (2020,63.64854431152344) (544,63.62767791748047) (290,63.60194396972656)* (523,63.56939697265625) (321,63.50847625732422) (308,63.40675354003906) (1455,63.395633697509766)* (1456,63.36954879760742)* (528,63.36371612548828) (161,63.35759735107422) (2990,63.34196090698242) (352,63.32687759399414)*
47: (300,65.05198669433594)* (288,65.03750610351562)* (89,64.56474304199219) (289,64.40205383300781)* (679,64.0467529296875) (295,63.775997161865234) (342,63.4343147277832) (67,63.21827697753906) (67,63.21827697753906) (311,63.17845916748047) (306,63.125911712646484) (321,63.00901412963867) (701,62.9898796081543)* (324,62.9575309753418) (793,62.93334197998047) (55,62.7938117980957) (544,62.68733215332031) (458,62.62068176269531) (290,62.57817840576172) (349,62.5102424621582)
48: (714,63.7612419128418) (1771,63.65017318725586) (316,63.63022232055664) (6710,63.52454376220703) (261,63.51096725463867) (3074,63.49372100830078) (3332,63.485469818115234) (6723,63.46110153198242) (7452,63.45729446411133) (4709,63.35251998901367) (2523,63.32748794555664) (15155,63.21138381958008) (6721,63.15174102783203) (2988,63.01399612426758) (725,62.97977828979492) (1556,62.95945739746094) (3741,62.9547233581543) (708,62.75385284423828) (3070,62.738040924072266) (292,62.736656188964844)
49: (1098,60.854854583740234) (65,59.9914436340332) (65,59.9914436340332) (328,59.78805160522461) (292,59.72090148925781) (526,59.641685485839844) (300,59.32118225097656) (2521,59.31690979003906) (306,59.24317932128906)* (423,59.137245178222656) (689,59.13029861450195) (331,59.0995979309082) (301,59.051910400390625) (548,59.01359558105469) (903,59.01213073730469) (295,58.99422073364258) (1934,58.945613861083984) (418,58.91176986694336) (55,58.82666778564453) (67,58.81924057006836)
50: (229,62.166168212890625)* (154,61.828128814697266) (65,61.737518310546875)* (65,61.737518310546875)* (190,61.70380783081055) (234,61.434730529785156) (225,61.39970779418945) (716,61.29456329345703) (203,61.17949295043945) (436,61.172630310058594) (429,61.090579986572266)* (709,60.986244201660156)* (425,60.94995880126953) (217,60.88187789916992) (859,60.745277404785156) (199,60.6476936340332) (441,60.611778259277344) (1239,60.59265899658203) (615,60.5396728515625) (715,60.52242660522461)
51: (1358,64.89542388916016)* (843,64.78347778320312) (1206,64.08319854736328) (949,63.388671875)* (2343,63.32623291015625) (15,63.29875946044922) (3509,63.27940368652344) (710,63.271446228027344) (1281,63.17999267578125) (1366,63.08993148803711) (1364,63.04059600830078)* (724,62.857025146484375) (942,62.70671844482422) (920,62.63656234741211) (1132,62.61967849731445) (821,62.5973014831543) (2342,62.55498504638672) (1257,62.450626373291016)* (6,62.42915344238281) (922,62.378787994384766)
52: (12966,60.8831901550293) (4503,58.01057815551758) (240,57.86713409423828) (819,57.80229949951172) (823,57.60970687866211) (850,57.53413772583008) (1681,57.51454162597656) (814,57.49824905395508) (813,57.416378021240234) (498,57.386531829833984) (1192,57.28642272949219) (1133,57.28401565551758) (779,57.26167678833008) (3227,57.228599548339844) (8163,57.18907165527344) (499,57.06645202636719) (5066,56.96453094482422) (475,56.95956039428711) (2236,56.92750930786133) (230,56.88105773925781)
53: (289,64.70413208007812)* (288,64.6440658569336)* (306,64.06260681152344)* (676,63.92266082763672) (295,63.47592544555664) (377,63.46522521972656) (294,63.303062438964844) (161,63.28801345825195) (310,63.19700622558594)* (1449,63.13222885131836) (544,63.1229362487793) (461,63.039588928222656) (2094,63.02077102661133) (468,62.9975471496582) (1037,62.98728942871094) (466,62.89065170288086)* (378,62.84668731689453) (349,62.820125579833984)* (328,62.6485710144043) (1444,62.56121063232422)
54: (288,64.37213897705078)* (294,64.36744689941406) (157,63.56780242919922) (257,63.41485595703125) (306,63.30034637451172) (302,63.26832580566406) (89,63.24214172363281) (300,63.23604202270508) (295,63.19899368286133) (468,62.89727020263672) (913,62.76803207397461)* (4920,62.72373962402344) (301,62.39877700805664) (3576,62.289817810058594) (299,62.27824020385742)* (461,62.20874786376953) (466,62.125911712646484) (479,61.99009323120117) (679,61.90319061279297) (4767,61.88839340209961)
55: (527,67.36170959472656) (1952,65.57270812988281) (3357,65.32933044433594) (1963,65.1973648071289) (271,65.0832748413086) (2226,65.01542663574219) (475,64.63819885253906) (56,64.03080749511719) (56,64.03080749511719) (2923,63.94305419921875) (2921,63.787452697753906) (3317,63.775123596191406) (2179,63.644248962402344) (6901,63.5482063293457) (1645,63.30976104736328) (718,63.217952728271484) (157,63.20362854003906) (9032,63.15244674682617) (412,63.12240982055664) (4586,63.08578872680664)
56: (227,60.07661056518555) (4183,60.076236724853516) (2666,59.97523498535156) (190,59.69271469116211) (159,59.608612060546875)* (429,59.50981521606445) (840,59.427608489990234) (3333,59.19920349121094) (533,59.11728286743164) (56,59.031856536865234) (56,59.031856536865234) (4216,58.82981872558594) (59,58.6419563293457) (230,58.610050201416016) (917,58.47450637817383) (428,58.3426399230957) (707,58.2532958984375) (1249,58.229339599609375) (229,58.17506790161133) (737,58.06875228881836)
57: (333,60.684478759765625)* (377,60.6303825378418)* (1455,60.45756912231445) (687,60.455631256103516) (209,60.24737548828125) (1035,60.07861328125) (461,60.017311096191406) (324,59.94313430786133) (1246,59.86041259765625)* (230,59.72490310668945) (524,59.68098831176758) (544,59.528892517089844) (306,59.482967376708984) (1672,59.44229507446289)* (2619,59.43975830078125) (475,59.40201187133789)* (693,59.392364501953125) (1868,59.34545135498047) (499,59.287296295166016) (816,59.2607421875)
58: (681,66.44720458984375)* (793,66.03148651123047) (13720,64.77616882324219) (458,64.3264389038086) (289,64.15164947509766)* (679,63.8109245300293) (288,63.803165435791016)* (1054,63.70146179199219) (2546,63.69523620605469) (5267,63.65999221801758) (475,63.53888702392578) (692,63.53644561767578) (300,63.5013542175293)* (498,63.459259033203125) (89,63.45545959472656)* (466,63.42246627807617)* (786,63.363494873046875) (464,63.35715103149414) (2439,63.27601623535156) (412,63.25605010986328)
59: (1104,63.77401351928711)* (233,63.52312469482422)* (1099,62.879310607910156) (173,62.695316314697266) (198,62.23695755004883) (512,62.209571838378906)* (1061,61.99030685424805) (487,61.73316192626953) (163,61.693119049072266) (1300,61.641666412353516) (1707,61.487403869628906)* (370,61.468135833740234) (234,61.45879364013672) (70,61.44470977783203) (154,61.41853713989258) (1044,61.3867073059082) (1797,61.286014556884766) (1072,61.272254943847656) (489,61.19628143310547) (930,61.18321990966797)
60: (1747,56.265533447265625)* (162,54.40439987182617) (8230,54.061649322509766) (3164,53.84311294555664) (2605,53.82058334350586) (444,53.81333923339844) (2158,53.71168899536133) (632,53.581451416015625) (14459,53.55482482910156) (1700,53.51995849609375) (454,53.50967025756836) (3861,53.50858688354492) (81,53.426963806152344) (4049,53.30760955810547) (13498,53.242530822753906) (2668,53.159637451171875) (7122,53.158721923828125) (238,53.1483039855957) (6756,53.13880157470703) (7644,53.08989334106445)
