userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,19.215042114257812) (1394,18.65546989440918) (3501,18.620258331298828) (51,17.978286743164062)* (187,17.931753158569336) (1073,17.878080368041992) (70,17.830984115600586)* (1014,17.715566635131836) (1713,17.70746612548828) (238,17.70488739013672) (59,17.322528839111328)* (511,17.299755096435547) (1464,17.22531509399414) (1833,17.193639755249023) (155,17.178936004638672) (993,17.085351943969727) (3992,17.044742584228516) (1098,16.91805076599121) (1824,16.87924575805664) (1836,16.81615447998047)
13: (288,17.332874298095703) (289,17.26272964477539) (306,16.600231170654297) (679,16.377639770507812) (302,16.33639144897461)* (701,16.241540908813477) (704,15.83331298828125) (328,15.775732040405273)* (344,15.54002857208252)* (324,15.234289169311523) (291,15.210451126098633) (475,15.094918251037598) (903,14.96165657043457) (349,14.929023742675781)* (464,14.830278396606445) (486,14.71045207977295) (2020,14.668723106384277) (1037,14.668397903442383) (680,14.662918090820312) (1934,14.622138977050781)
14: (3458,17.08388328552246) (8126,17.077640533447266) (5660,16.77023696899414) (2893,16.642587661743164) (1427,16.401323318481445) (2902,16.254634857177734) (8110,15.953140258789062) (7056,15.827117919921875) (8314,15.788948059082031) (6958,15.76531982421875) (582,15.709882736206055)* (8843,15.643756866455078) (5168,15.6027250289917) (14004,15.594812393188477) (8111,15.592132568359375) (3065,15.541902542114258) (2871,15.526252746582031) (735,15.501142501831055) (2894,15.403568267822266) (987,15.386451721191406)
15: (418,18.755441665649414) (231,18.287256240844727) (1976,18.038246154785156) (163,17.92262077331543) (1833,17.788158416748047) (433,17.687021255493164) (748,17.360048294067383) (199,17.33916664123535) (8837,17.041305541992188) (1242,17.040651321411133) (196,17.02853012084961) (2281,16.69875144958496) (445,16.68284797668457) (206,16.610916137695312) (1122,16.556049346923828) (2419,16.54651641845703) (197,16.488006591796875)* (3693,16.41107749938965) (1732,16.382131576538086) (3252,16.364456176757812)
16: (5999,16.528146743774414) (3982,16.461139678955078) (2462,15.573445320129395) (4983,15.358441352844238) (669,15.305315017700195)* (3570,14.746011734008789) (12561,14.741943359375) (2395,14.288408279418945) (6002,14.200185775756836) (2040,13.896215438842773) (6856,13.871023178100586) (4817,13.738245010375977) (972,13.731551170349121) (2390,13.699736595153809) (795,13.583980560302734) (1436,13.524297714233398) (6860,13.491537094116211) (374,13.412260055541992) (1475,13.382706642150879) (4260,13.370719909667969)
17: (300,14.911477088928223)* (333,14.89099407196045) (321,14.211402893066406) (1047,13.997307777404785) (2977,13.996138572692871) (528,13.850509643554688)* (291,13.506830215454102) (471,13.381341934204102) (1934,13.344490051269531) (1043,13.277857780456543) (2020,13.16555404663086) (548,13.032181739807129)* (470,13.001640319824219) (302,12.949880599975586) (458,12.832432746887207) (292,12.797633171081543)* (295,12.786760330200195) (342,12.6317720413208) (306,12.605256080627441)* (318,12.547659873962402)
18: (176,16.215576171875) (959,16.21214485168457) (1249,16.148624420166016) (380,15.576850891113281) (220,15.373875617980957)* (227,15.191543579101562)* (157,15.118327140808105) (930,15.07475471496582) (184,14.959985733032227) (183,14.917913436889648) (951,14.87475872039795) (180,14.839616775512695) (2346,14.671433448791504) (966,14.649678230285645) (1104,14.57544231414795) (917,14.562511444091797) (1244,14.463898658752441) (726,14.456280708312988)* (234,14.438315391540527) (1464,14.383970260620117)
20: (162,19.098651885986328) (238,17.8215389251709) (2605,17.80188751220703) (1222,17.495092391967773) (603,17.446380615234375) (2702,17.392431259155273) (2167,17.138397216796875) (755,17.10295295715332)* (5358,17.099637985229492) (107,17.076129913330078) (2174,17.05732536315918) (2173,16.903554916381836) (101,16.782468795776367) (174,16.70344352722168) (1226,16.655960083007812) (2156,16.62311363220215) (6582,16.481769561767578) (845,16.39417839050293) (2667,16.348257064819336) (81,16.16851806640625)
21: (161,16.874282836914062) (89,16.867300033569336)* (790,16.832294464111328)* (972,16.825191497802734) (350,16.617691040039062) (326,16.390125274658203) (6308,16.371448516845703) (1475,16.274293899536133) (349,16.22797203063965) (340,15.923515319824219) (456,15.887887954711914) (646,15.829647064208984) (906,15.824894905090332) (257,15.793722152709961) (637,15.703607559204102) (2462,15.652545928955078) (466,15.533498764038086)* (525,15.47254753112793) (908,15.469356536865234) (2390,15.462953567504883)
22: (2143,19.269634246826172) (500,18.288909912109375) (2955,18.13294792175293) (804,18.10008430480957)* (2850,17.997827529907227) (1540,17.860679626464844) (2744,17.76650047302246) (2586,17.351682662963867) (2190,17.34891128540039) (1547,17.174331665039062) (2576,17.17011833190918) (809,17.150171279907227)* (3543,17.112802505493164) (4170,16.9901065826416) (2379,16.929840087890625) (1551,16.928579330444336) (1861,16.889802932739258) (4178,16.887245178222656) (2211,16.868640899658203) (2835,16.816553115844727)
23: (1534,20.88709831237793) (441,18.607040405273438) (1083,18.598360061645508) (1703,18.462377548217773) (2531,18.183565139770508) (59,18.049915313720703) (868,18.01658058166504)* (1510,17.967050552368164) (857,17.786588668823242)* (1119,17.70009422302246) (450,17.675569534301758) (631,17.214874267578125) (429,17.15589141845703) (1811,17.114887237548828) (7074,17.043920516967773) (1206,17.039894104003906) (234,16.927038192749023) (9338,16.861217498779297) (5913,16.833423614501953) (203,16.828426361083984)
24: (1243,17.15890884399414) (67,16.97174072265625)* (67,16.97174072265625)* (55,16.317787170410156)* (701,16.311674118041992) (1934,16.292678833007812) (1464,16.2163028717041) (261,16.09986114501953) (157,16.01287269592285)* (97,15.957205772399902) (316,15.80368709564209)* (985,15.793951034545898) (679,15.69295883178711) (525,15.674652099609375) (340,15.659147262573242)* (575,15.645523071289062) (3488,15.596651077270508) (289,15.373387336730957)* (292,15.373019218444824) (295,15.265434265136719)*
25: (326,17.46160888671875) (465,17.258346557617188) (349,17.25524139404297)* (299,17.074382781982422) (1601,16.80551528930664) (292,16.756284713745117)* (2018,16.755908966064453) (89,16.457279205322266)* (257,16.443294525146484) (291,16.40621566772461) (161,16.391204833984375) (525,16.143014907836914) (644,15.963132858276367) (320,15.94619369506836) (523,15.944576263427734) (314,15.943561553955078)* (915,15.760781288146973)* (461,15.745811462402344) (466,15.725485801696777) (535,15.629993438720703)
26: (1338,17.95554542541504) (15,17.926376342773438) (7100,17.513521194458008) (1342,17.343936920166016) (4280,17.071006774902344) (2838,16.818708419799805) (4343,16.799312591552734) (2963,16.72243881225586) (1339,16.671903610229492) (707,16.594730377197266)* (1343,16.5474853515625) (821,16.46422576904297) (918,16.403854370117188)* (955,16.261823654174805)* (2975,16.218015670776367) (10460,16.135940551757812) (3660,16.11235809326172) (1993,15.9293212890625) (176,15.860291481018066) (1132,15.858187675476074)
27: (1705,15.922430992126465) (190,15.74234676361084) (154,15.476637840270996) (378,15.33591365814209) (2446,15.302155494689941) (71,15.144402503967285) (71,15.144402503967285) (173,15.08258056640625) (65,15.061141014099121) (65,15.061141014099121) (2478,14.882487297058105) (389,14.797769546508789) (1463,14.768975257873535) (316,14.736164093017578) (518,14.684235572814941) (227,14.625833511352539) (7,14.532125473022461) (2014,14.488580703735352) (1104,14.474039077758789) (1098,14.423640251159668)
28: (6936,15.568737983703613) (877,15.531537055969238) (6925,15.31704330444336) (3570,15.0529203414917) (7136,15.038969039916992) (5487,15.031664848327637) (644,15.008400917053223) (193,14.99283504486084)* (997,14.955779075622559)* (6941,14.953324317932129) (6923,14.934667587280273) (6944,14.908696174621582) (187,14.892852783203125) (1057,14.885496139526367) (1001,14.850173950195312)* (6937,14.84749698638916) (6929,14.810457229614258) (6940,14.738340377807617) (1014,14.701075553894043)* (6927,14.68155574798584)
29: (466,16.546592712402344)* (89,16.370357513427734)* (289,15.893688201904297)* (461,15.879756927490234)* (344,15.365310668945312) (377,15.157033920288086) (295,15.064224243164062) (544,14.961282730102539) (475,14.912710189819336) (1673,14.844643592834473) (306,14.80887222290039) (486,14.798284530639648) (378,14.767674446105957)* (1246,14.617626190185547) (325,14.543682098388672) (802,14.515275955200195) (324,14.513082504272461) (701,14.462762832641602) (681,14.440728187561035) (528,14.318949699401855)*
30: (1377,14.4624662399292) (2977,14.054182052612305) (699,13.932838439941406) (466,13.84890079498291) (89,13.690942764282227)* (1470,13.533966064453125) (679,13.498408317565918)* (3375,13.361486434936523) (3859,13.349397659301758) (324,13.344854354858398) (681,13.334870338439941) (464,13.223404884338379) (191,13.16573715209961) (2607,13.158289909362793) (342,13.105423927307129) (544,12.936470031738281) (966,12.767874717712402)* (12964,12.767425537109375) (5228,12.7333984375) (458,12.698951721191406)
31: (30,18.233509063720703)* (1014,18.143959045410156) (997,17.831541061401367) (1083,17.656280517578125)* (1072,17.59918212890625)* (1713,17.358829498291016) (3768,17.185720443725586) (75,17.166078567504883) (75,17.166078567504883) (877,17.02845001220703) (1892,16.98546028137207) (187,16.980663299560547) (3988,16.913969039916992) (153,16.89712142944336) (1886,16.699504852294922) (1019,16.557029724121094) (1895,16.515134811401367) (51,16.414592742919922) (7324,16.408159255981445) (3501,16.283479690551758)
32: (1151,14.662049293518066) (229,14.522995948791504) (228,14.498919486999512) (225,14.492044448852539) (1375,14.368714332580566) (1116,14.361830711364746) (65,14.265453338623047) (65,14.265453338623047) (436,14.231985092163086) (233,14.16878890991211) (1376,14.109382629394531) (1118,14.016828536987305) (199,13.974447250366211) (3945,13.860623359680176) (210,13.69391918182373) (227,13.635193824768066)* (226,13.621615409851074) (858,13.479507446289062) (217,13.41211986541748)* (223,13.407806396484375)
33: (3405,17.694110870361328) (1705,17.14353370666504) (506,16.789369583129883) (3417,16.16002082824707) (3940,16.107566833496094) (1726,16.091629028320312) (3901,15.82252025604248) (1708,15.6939058303833) (963,15.660975456237793) (4949,15.573408126831055) (12051,15.554024696350098) (152,15.456979751586914)* (4613,15.295278549194336) (4437,15.2705078125) (162,15.092535972595215) (163,14.927946090698242) (370,14.8236722946167) (2312,14.808050155639648) (1418,14.632637977600098) (632,14.62482738494873)*
34: (154,17.073087692260742) (3057,16.492923736572266) (1098,16.2737979888916) (718,15.507585525512695) (961,15.356998443603516) (190,15.338347434997559) (196,15.23005199432373)* (65,15.11147689819336) (65,15.11147689819336) (429,15.066793441772461) (159,15.028754234313965) (1424,14.971333503723145) (1833,14.954863548278809) (2277,14.79220199584961) (2616,14.780160903930664) (2632,14.718362808227539) (1112,14.512239456176758) (1781,14.4439697265625) (81,14.418906211853027) (1772,14.4135160446167)
35: (1112,16.119705200195312) (632,15.803431510925293) (2575,15.275238037109375) (1770,15.02863597869873) (1747,14.895962715148926) (4538,14.869281768798828) (1139,14.713138580322266) (13910,14.6217622756958) (4121,14.36316204071045) (4532,14.22236442565918) (609,14.208344459533691) (10847,14.184391021728516) (2276,14.11824893951416) (6146,14.11688232421875) (7219,14.01121997833252) (1163,14.007392883300781) (433,13.949149131774902) (418,13.854865074157715) (610,13.768866539001465) (1123,13.761677742004395)
36: (1195,16.843368530273438)* (2959,16.704856872558594) (1853,15.97388744354248) (1541,15.85457706451416) (2850,15.849902153015137) (498,15.84357738494873) (1188,15.842575073242188)* (209,15.695231437683105)* (2430,15.549031257629395) (486,15.537521362304688) (1868,15.491244316101074) (492,15.411240577697754) (830,15.290290832519531) (2619,15.250572204589844) (2618,15.191635131835938) (499,14.781824111938477) (377,14.763871192932129) (1672,14.749685287475586) (1246,14.703642845153809) (1193,14.703500747680664)*
37: (592,16.718469619750977) (1123,15.957969665527344) (2375,15.582232475280762) (197,15.581039428710938) (154,15.315016746520996) (1121,15.222931861877441) (5605,15.155502319335938) (238,15.138243675231934) (2026,15.09578800201416) (718,14.607820510864258) (163,14.470528602600098) (1098,14.30146598815918)* (2475,14.298304557800293) (3511,14.29458999633789) (605,14.245569229125977) (2493,14.237874984741211) (10672,14.173871994018555) (57,14.140702247619629) (977,14.130536079406738) (879,14.024532318115234)
38: (220,17.002843856811523) (234,16.569562911987305) (190,16.533628463745117)* (230,16.513389587402344) (706,16.330936431884766) (228,16.32540512084961)* (207,15.92922592163086) (903,15.90541934967041) (157,15.753101348876953) (424,15.620368957519531) (89,15.36356258392334)* (538,15.076492309570312) (498,14.92546558380127)* (1412,14.818580627441406) (377,14.803628921508789) (716,14.768248558044434) (1048,14.761369705200195) (1244,14.683991432189941)* (1246,14.682183265686035)* (709,14.647833824157715)
39: (4271,18.720653533935547) (15,16.968320846557617) (936,16.89923667907715) (1132,16.858945846557617) (917,16.761293411254883) (2763,16.095558166503906) (2838,16.04027557373047) (1124,15.855113983154297) (6,15.731819152832031) (1366,15.718842506408691) (4691,15.590679168701172) (841,15.5660400390625)* (821,15.486029624938965) (4966,15.481605529785156) (928,15.421195030212402) (11,15.417591094970703) (1992,15.416865348815918) (25,15.333015441894531) (707,15.331807136535645) (710,15.195343017578125)
40: (4874,17.856983184814453) (4876,17.683090209960938) (4318,16.823652267456055) (11187,16.633834838867188) (9499,16.49095344543457) (14286,16.469465255737305) (2,16.30112075805664) (11195,16.300010681152344) (407,16.28847885131836) (11198,16.22214698791504) (9,16.219146728515625) (11194,16.182762145996094) (11199,16.175798416137695) (11196,16.078210830688477) (15290,16.070781707763672) (11190,16.06028938293457) (11189,15.954909324645996) (1277,15.896697998046875) (6878,15.859865188598633) (2166,15.84415054321289)
41: (1257,21.009113311767578)* (4680,20.418901443481445) (841,19.600000381469727) (1275,19.29435157775879) (954,19.286800384521484)* (2838,19.085071563720703) (2009,18.86996841430664) (9513,18.81038475036621) (5157,18.80082893371582) (947,18.524822235107422)* (15222,18.427284240722656) (6273,18.399948120117188) (1344,18.24782943725586)* (2763,18.185155868530273) (1523,18.119367599487305) (1355,18.115062713623047)* (15223,18.0515079498291) (10686,17.993791580200195) (710,17.827274322509766) (2004,17.820240020751953)
42: (697,15.690802574157715) (316,13.977849960327148) (97,13.742851257324219) (2607,13.661972045898438) (3081,13.602439880371094) (2544,13.588644027709961) (71,13.541654586791992) (71,13.541654586791992) (362,13.497038841247559) (1511,13.443246841430664) (961,13.383466720581055) (1470,13.288135528564453) (229,13.232324600219727)* (298,12.990041732788086) (683,12.957905769348145) (3057,12.927345275878906) (1934,12.884720802307129) (548,12.81354808807373) (8155,12.80584716796875) (498,12.796175003051758)
43: (70,19.81910514831543)* (1405,18.613718032836914)* (1941,18.05774688720703) (4028,18.021270751953125) (1379,17.89427375793457) (1983,17.87529945373535) (4316,17.86327362060547) (526,17.84343719482422) (757,17.77239227294922)* (4025,17.552501678466797) (1397,17.551992416381836)* (157,17.5089054107666) (5045,17.40593910217285) (1061,17.273208618164062) (72,17.262470245361328) (72,17.262470245361328) (1410,17.229549407958984)* (1990,16.94806480407715) (2083,16.884445190429688) (52,16.856168746948242)
44: (1412,19.098712921142578)* (1110,18.582656860351562) (707,18.01019287109375)* (212,17.83213233947754) (920,17.758695602416992) (868,17.535888671875)* (4675,17.30266571044922) (735,17.20404052734375)* (234,17.066343307495117)* (959,16.946819305419922) (188,16.822134017944336) (2624,16.811006546020508) (1639,16.759233474731445) (607,16.701059341430664) (154,16.649770736694336) (599,16.638065338134766) (1131,16.583415985107422)* (856,16.51218605041504) (1372,16.42462158203125) (3481,16.198680877685547)
45: (161,16.984989166259766)* (295,16.544559478759766)* (468,16.515356063842773) (289,16.369674682617188)* (1475,16.288175582885742) (475,16.28514289855957) (327,16.155107498168945) (5988,16.114295959472656) (1037,16.086082458496094) (299,16.057710647583008) (484,15.982062339782715) (787,15.813945770263672)* (652,15.761720657348633) (466,15.669575691223145)* (1613,15.614048957824707) (2390,15.594738960266113) (913,15.546560287475586) (907,15.478376388549805) (525,15.40903091430664) (328,15.252296447753906)
46: (466,16.340906143188477)* (543,15.518640518188477) (317,15.47464370727539) (528,15.368837356567383) (701,15.169975280761719)* (318,14.692334175109863) (352,14.685924530029297)* (344,14.649970054626465)* (386,14.488912582397461) (1451,14.447041511535645)* (544,14.407682418823242) (797,14.37012767791748) (531,14.352409362792969) (257,14.262781143188477) (2990,14.144831657409668) (161,14.127418518066406) (2020,14.091212272644043) (793,14.066254615783691) (1453,13.90756893157959)* (525,13.845057487487793)
47: (289,17.975181579589844)* (288,17.738216400146484)* (89,17.64527130126953) (300,17.531429290771484)* (295,17.080280303955078) (701,16.82166290283203)* (679,16.481548309326172) (349,15.96279525756836) (306,15.807477951049805) (326,15.697245597839355) (55,15.458983421325684) (67,15.368496894836426) (67,15.368496894836426) (528,15.139177322387695) (161,15.117951393127441) (294,15.00688362121582)* (290,14.964729309082031) (378,14.945878028869629) (646,14.941030502319336) (455,14.881016731262207)*
48: (903,15.508234024047852) (3313,15.428468704223633) (4350,15.263946533203125) (261,15.183457374572754) (1244,15.111373901367188) (646,15.050207138061523) (55,15.02463436126709)* (641,14.995325088500977) (295,14.961254119873047)* (300,14.908838272094727)* (2523,14.701054573059082) (3393,14.666118621826172) (3176,14.643498420715332) (292,14.642221450805664) (959,14.637434959411621)* (792,14.631744384765625) (802,14.621816635131836) (2031,14.588886260986328) (3332,14.53099250793457) (1081,14.496942520141602)
49: (696,15.327436447143555) (4118,14.840934753417969) (3371,14.50353717803955) (190,14.330286026000977) (346,14.326385498046875) (3300,14.322503089904785) (1231,14.30391788482666) (4923,14.220694541931152) (6374,14.156782150268555) (229,14.137517929077148) (67,14.000916481018066) (67,14.000916481018066) (4025,13.907143592834473) (5925,13.876708030700684) (88,13.829879760742188) (4732,13.778238296508789) (7743,13.686376571655273) (5547,13.680502891540527) (985,13.631063461303711) (2407,13.56019115447998)
50: (190,14.905083656311035) (229,14.687941551208496)* (716,14.358869552612305) (65,14.291180610656738)* (65,14.291180610656738)* (1400,13.87042236328125) (234,13.778725624084473) (154,13.766399383544922) (429,13.49426555633545)* (182,13.317339897155762) (715,13.3079195022583) (203,13.303147315979004) (599,13.258227348327637) (709,13.205766677856445)* (432,13.20064926147461) (511,13.141355514526367)* (1988,13.058435440063477) (88,12.841572761535645) (425,12.746407508850098) (56,12.722368240356445)*
51: (843,17.367759704589844) (949,17.155357360839844)* (1358,17.0826358795166)* (1281,16.585290908813477) (1364,16.49338722229004)* (1206,16.054676055908203) (1526,15.910490036010742)* (855,15.70096206665039) (1119,15.63174819946289) (198,15.39355182647705)* (1353,15.386113166809082) (1337,15.376012802124023)* (5666,15.364059448242188) (1257,15.357925415039062)* (234,15.290534019470215) (3509,15.282096862792969) (7924,15.279702186584473) (383,15.195858001708984) (5157,15.126387596130371) (1372,15.115318298339844)
52: (412,15.160831451416016) (5306,14.800888061523438) (808,14.438369750976562) (819,14.26319408416748) (2850,14.021093368530273) (198,13.529287338256836) (823,13.385065078735352) (813,13.241206169128418) (1351,13.200019836425781) (850,13.18454360961914) (230,13.126763343811035) (220,13.087080955505371) (1348,13.025273323059082) (1672,13.008424758911133) (1186,12.962157249450684) (5310,12.940369606018066) (1979,12.913951873779297) (240,12.844343185424805) (498,12.836019515991211) (2211,12.788921356201172)
53: (161,17.379756927490234) (2990,17.137168884277344) (288,16.62883758544922)* (466,16.50973129272461)* (1449,16.505224227905273) (289,16.473167419433594)* (308,16.46462631225586) (295,16.435686111450195) (299,16.397136688232422) (1037,16.35609245300293) (7390,16.312780380249023) (543,16.10592269897461) (5988,16.05936050415039) (306,15.91800594329834)* (541,15.808597564697266) (907,15.741658210754395) (349,15.690866470336914)* (317,15.665125846862793) (3570,15.621777534484863) (4688,15.573469161987305)
54: (294,14.608711242675781) (5746,14.287822723388672) (326,13.999372482299805) (302,13.641213417053223) (89,13.628273963928223) (257,13.61434268951416) (308,13.520405769348145) (295,13.475841522216797) (3320,13.437789916992188) (911,13.384675979614258)* (4767,13.304388999938965) (913,13.278409004211426)* (4920,13.2780179977417) (3330,13.259437561035156) (299,13.254467964172363)* (915,13.18539047241211) (288,13.181537628173828)* (293,13.099198341369629) (1580,13.029614448547363) (2018,13.007369041442871)
55: (1963,17.122270584106445) (619,16.814115524291992) (271,16.51719856262207) (3227,16.075475692749023) (3708,16.04817008972168) (1622,16.00678253173828)* (2923,16.005586624145508) (1950,15.919004440307617) (1943,15.899116516113281) (8649,15.727872848510742) (527,15.716649055480957) (617,15.597723960876465) (1946,15.364591598510742) (88,15.341320991516113) (475,15.299222946166992) (2921,15.086285591125488) (56,14.977275848388672) (56,14.977275848388672) (1976,14.930678367614746) (6321,14.907730102539062)
56: (5441,16.029132843017578) (227,15.66945743560791) (422,15.59202766418457) (190,15.47616195678711) (1807,15.445106506347656) (3743,15.426898002624512) (1109,14.963411331176758) (11460,14.943735122680664) (2364,14.929662704467773) (166,14.817869186401367) (447,14.7671480178833) (498,14.765115737915039) (1766,14.668536186218262) (439,14.570558547973633) (1048,14.479381561279297) (9831,14.46267318725586) (154,14.433420181274414) (3740,14.331219673156738) (1126,14.314048767089844) (234,14.298918724060059)
57: (333,15.488713264465332)* (377,15.313030242919922)* (209,15.266244888305664) (1246,15.09926986694336)* (6448,15.050287246704102) (687,15.000320434570312) (1041,14.910279273986816)* (1035,14.847124099731445) (524,14.824750900268555) (540,14.81959056854248) (324,14.498703002929688) (1672,14.416379928588867)* (679,14.344254493713379) (461,14.336048126220703) (693,14.236536979675293) (1047,14.214468955993652) (544,14.133872032165527) (1034,14.09433650970459)* (230,14.068671226501465) (1039,14.005622863769531)
58: (681,16.142488479614258)* (1428,14.55766487121582) (528,14.310065269470215) (466,14.272295951843262)* (679,14.235880851745605) (300,14.118865966796875)* (464,13.971250534057617) (288,13.78208065032959)* (289,13.615917205810547)* (1659,13.554743766784668) (544,13.341901779174805) (793,13.340328216552734) (1447,13.269111633300781) (89,13.25190258026123)* (498,13.230430603027344) (458,12.992563247680664) (2020,12.976723670959473) (324,12.8756685256958) (680,12.872879981994629)* (646,12.81054401397705)
59: (233,19.188852310180664)* (1104,18.87925910949707)* (173,17.773029327392578) (1099,17.221887588500977) (2369,16.696630477905273) (198,16.21750259399414) (154,16.19407081604004) (70,16.13674545288086) (45,15.971251487731934) (181,15.884079933166504) (1394,15.836442947387695) (81,15.823769569396973) (1075,15.786774635314941) (1116,15.689160346984863) (487,15.687592506408691) (162,15.648208618164062) (159,15.647490501403809) (1707,15.56099796295166)* (9,15.463362693786621) (512,15.45321273803711)*
60: (632,17.751333236694336) (162,16.59764862060547) (7382,15.63247299194336) (1109,15.239092826843262) (444,15.23672103881836) (1747,15.164259910583496)* (81,15.131996154785156) (237,14.65124797821045) (604,14.52943229675293) (763,14.491844177246094) (2775,14.327248573303223) (7895,14.278053283691406) (8264,14.200536727905273) (1423,14.103988647460938) (3681,14.065279960632324) (154,13.984825134277344) (1383,13.970284461975098) (3414,13.917798042297363) (5927,13.883138656616211) (4222,13.874258995056152)
