userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,65.70140075683594) (3992,65.2854232788086) (1394,65.27658081054688) (157,65.0290756225586) (51,64.99006652832031)* (1098,64.94988250732422) (1073,64.78324127197266) (601,64.76036834716797) (603,64.6366958618164) (1836,64.58091735839844) (1825,64.26693725585938) (5256,64.19303131103516) (1885,64.10499572753906) (3501,63.97771072387695) (1900,63.90345001220703) (1464,63.856544494628906) (1892,63.838035583496094) (1713,63.8099250793457) (1014,63.780303955078125) (4913,63.7158088684082)
27: (190,66.63296508789062) (1109,66.41545104980469) (1772,66.06065368652344) (65,65.96222686767578) (65,65.96222686767578) (89,65.9430160522461) (2478,65.89454650878906) (4143,65.89024353027344) (1705,65.81103515625) (173,65.61432647705078) (380,65.61259460449219) (378,65.6106185913086) (86,65.58961486816406) (518,65.52903747558594) (154,65.50618743896484) (1121,65.50579833984375) (157,65.4544677734375) (238,65.42094421386719) (71,65.36272430419922) (71,65.36272430419922)
28: (187,60.64134216308594) (1001,60.07252883911133)* (877,60.058292388916016) (3966,59.73750305175781) (3832,59.599647521972656) (1014,59.10263442993164)* (1885,58.343326568603516) (2562,58.31739044189453) (880,58.21828842163086) (1019,58.1500358581543)* (4880,58.061370849609375) (999,58.04507064819336)* (1076,57.95503234863281) (997,57.7226448059082)* (1464,57.67750549316406) (1892,57.64281463623047) (193,57.5611686706543)* (175,57.420894622802734) (3768,57.34585952758789) (85,57.22282791137695)*
29: (466,62.88963317871094)* (461,62.30583572387695)* (89,61.92306900024414)* (289,61.71456527709961)* (344,61.530277252197266) (295,61.181419372558594) (321,61.078453063964844) (544,60.94527816772461) (325,60.92143249511719) (1043,60.8611946105957)* (458,60.75414276123047) (681,60.708984375) (377,60.610965728759766) (306,60.37268829345703) (701,60.349430084228516) (324,60.34413528442383) (1047,60.27553176879883) (687,60.23786926269531)* (680,60.22909927368164) (1455,60.22747802734375)
30: (1470,65.39533233642578) (89,65.18182373046875)* (1377,64.95110321044922) (191,64.74757385253906) (486,64.48155975341797) (293,64.33226776123047) (466,64.32630157470703) (3859,64.2880630493164) (378,64.1092758178711) (679,63.993106842041016)* (481,63.89254379272461)* (302,63.69610595703125) (67,63.65151596069336) (67,63.65151596069336) (318,63.545448303222656)* (966,63.51743698120117)* (292,63.4501953125) (3375,63.283443450927734) (290,63.244300842285156) (680,63.163883209228516)*
31: (1014,67.95429992675781) (153,67.78837585449219) (75,67.25592803955078) (75,67.25592803955078) (51,67.01075744628906) (4308,66.77039337158203) (1072,66.75299835205078)* (1713,66.65801239013672) (1379,66.62535858154297) (3501,66.61701965332031) (30,66.46112060546875)* (1886,66.43428802490234) (3183,66.27983856201172) (187,66.1097412109375) (997,66.10935974121094) (64,65.96212005615234) (64,65.96212005615234) (1892,65.91272735595703) (3768,65.81510162353516) (3988,65.7137680053711)
32: (207,65.29936218261719) (441,64.816650390625)* (432,64.6303482055664) (225,64.43141174316406) (969,64.35694885253906) (424,64.16038513183594) (227,64.141845703125)* (203,64.03771209716797)* (229,64.0298843383789) (226,63.982173919677734) (709,63.84676742553711) (228,63.74810028076172) (2821,63.7415657043457) (429,63.63459014892578)* (982,63.60219955444336) (210,63.44816589355469) (436,63.35434341430664) (233,63.34294128417969) (428,63.333797454833984)* (65,63.2762565612793)
33: (2716,69.33728790283203) (506,68.87419891357422) (4271,68.70771026611328) (370,68.67140197753906) (3197,68.47439575195312) (9555,68.2315673828125) (843,67.91142272949219) (162,67.89803314208984) (3901,67.84223175048828) (9716,67.76508331298828) (632,67.6748046875)* (1418,67.63221740722656) (2923,67.49248504638672) (930,67.48810577392578) (2676,67.43626403808594) (11483,67.39934539794922) (3169,67.2046127319336) (11475,67.16305541992188) (1228,67.13442993164062) (917,67.10354614257812)
34: (154,67.78656005859375) (429,67.68444061279297) (1112,67.53759765625) (88,67.33683013916016) (159,67.29678344726562) (715,66.99064636230469) (1098,66.92439270019531) (4649,66.8810806274414) (3003,66.83609008789062) (511,66.82479095458984)* (206,66.81488037109375) (603,66.7998046875) (72,66.70178985595703)* (72,66.70178985595703)* (81,66.53520202636719) (196,66.52620697021484)* (533,66.51254272460938) (211,66.41968536376953) (1106,66.4096908569336) (1633,66.37324523925781)
35: (4401,63.01068115234375) (559,62.82863235473633) (4404,61.83434295654297) (1732,61.80247497558594) (10209,61.617313385009766) (4413,61.33028030395508) (4414,61.292972564697266) (4416,61.277915954589844) (433,61.25026321411133) (615,61.22603988647461) (4395,61.15540313720703) (1242,61.12023162841797) (5229,61.06166458129883) (1423,60.98115539550781) (2585,60.85100173950195) (2289,60.83747863769531) (418,60.80405807495117) (2541,60.68296813964844) (609,60.667320251464844) (4415,60.667213439941406)
36: (498,64.4300537109375) (1541,64.04180145263672) (1195,63.89377975463867)* (412,63.50716018676758) (209,63.505741119384766)* (1672,63.33024978637695) (1188,63.317081451416016)* (1868,63.27332305908203) (2618,63.24386978149414) (377,63.199581146240234) (1853,63.08283615112305) (492,62.97517013549805) (1043,62.96601867675781)* (4262,62.94993591308594) (1246,62.90917205810547) (2430,62.82944107055664) (830,62.80460739135742) (1863,62.66595458984375) (2959,62.55272674560547) (1046,62.5231819152832)*
37: (1123,66.22531127929688) (163,66.06040954589844) (4271,65.67999267578125) (5605,65.5477294921875) (605,65.08206939697266) (2667,65.04126739501953) (174,65.03375244140625) (2459,64.96039581298828) (2033,64.84458923339844) (718,64.73497772216797) (4965,64.7049789428711) (3133,64.68499755859375) (8699,64.64525604248047) (752,64.54327392578125) (750,64.52210998535156) (592,64.48572540283203) (5299,64.3880615234375) (1131,64.35914611816406) (917,64.35749053955078) (390,64.33241271972656)
38: (207,64.0090560913086) (190,63.954010009765625)* (220,63.95289993286133) (424,63.94321060180664) (228,63.77934265136719)* (234,63.76936721801758) (903,63.69255065917969) (706,63.57603454589844) (230,63.45731735229492) (67,63.154449462890625) (67,63.154449462890625) (735,62.97704315185547) (709,62.96271896362305) (89,62.85436248779297)* (538,62.82731246948242) (154,62.78035354614258) (716,62.7785530090332) (498,62.64257049560547)* (1412,62.625732421875) (1244,62.61553192138672)*
39: (1214,70.24026489257812) (1654,70.09184265136719) (397,70.03321838378906) (396,69.62200164794922) (4785,69.21810913085938) (1,69.02589416503906) (1261,68.91448974609375)* (2765,68.62870788574219) (34,68.552001953125) (1295,68.2523422241211) (1206,68.22335815429688) (917,68.21688842773438) (841,68.08584594726562)* (3472,67.99530792236328) (936,67.80963897705078) (25,67.73866271972656) (6,67.63726806640625) (3267,67.59255981445312) (710,67.5468978881836) (1227,67.5468978881836)
40: (37,64.65948486328125) (5581,64.6033935546875) (2,64.3402328491211) (41,64.08318328857422) (1278,63.75426483154297) (1277,63.59490966796875) (19,63.501556396484375) (31,63.49888610839844) (10,63.41594314575195) (2702,63.32299041748047) (1253,63.28866195678711) (3562,63.26112365722656) (1320,63.09152603149414)* (14285,63.02189636230469) (4318,62.97854232788086) (4874,62.928401947021484) (44,62.921653747558594) (5715,62.88269805908203) (11,62.881465911865234) (3551,62.876487731933594)
41: (710,73.98815155029297) (946,73.4951171875) (1654,73.05081176757812) (724,72.61820220947266) (841,72.51737213134766) (1257,72.50775909423828)* (1274,72.13939666748047) (843,72.07792663574219)* (932,72.07276153564453) (2004,71.76521301269531) (957,71.7563705444336)* (2797,71.67247772216797) (707,71.58731842041016) (924,71.56192779541016) (952,71.52864074707031) (7707,71.2734146118164) (176,71.23938751220703) (936,71.19159698486328) (956,71.1699447631836) (2343,71.16742706298828)
42: (229,61.758567810058594)* (5978,60.49342727661133) (697,60.27119445800781) (1470,60.13298034667969) (2607,60.053466796875) (3461,60.05162048339844) (498,60.01969528198242) (1400,59.9622802734375) (7818,59.880733489990234) (2544,59.81350326538086) (12311,59.77901840209961) (3255,59.453956604003906) (486,59.29619216918945) (89,59.27864456176758)* (316,59.24873733520508) (362,59.224876403808594) (1151,59.16765213012695) (1048,59.1617317199707)* (546,59.13582992553711) (2610,59.12318801879883)
43: (2919,67.20360565185547) (1620,66.52838134765625) (5891,66.3068618774414) (72,66.17632293701172) (72,66.17632293701172) (1379,65.99674224853516) (2149,65.92596435546875) (526,65.84759521484375) (1401,65.71527862548828)* (9766,65.71527099609375) (4725,65.64014434814453) (8215,65.58084869384766) (4028,65.47774505615234) (1613,65.44807434082031) (67,65.43710327148438) (67,65.43710327148438) (903,65.37669372558594) (174,65.32670593261719) (757,65.2343978881836)* (70,65.20907592773438)*
44: (1412,67.616943359375)* (1110,67.57304382324219) (188,66.78360748291016) (920,66.67090606689453) (707,66.44303894042969)* (607,66.4117202758789) (3481,66.34819030761719) (154,66.26860809326172) (212,65.92969512939453) (841,65.85105895996094) (868,65.84369659423828)* (5172,65.81070709228516) (859,65.65110778808594) (4675,65.65097045898438) (1131,65.5755844116211)* (234,65.56700897216797)* (2624,65.55298614501953) (5175,65.4560775756836) (1425,65.44041442871094)* (1372,65.35926818847656)
45: (289,69.25224304199219)* (295,69.03089141845703)* (67,67.9649887084961) (67,67.9649887084961) (161,67.93462371826172)* (299,67.8947982788086) (386,67.77693939208984) (349,67.55664825439453)* (257,67.54993438720703) (545,67.35771942138672) (2990,67.31100463867188) (468,67.15118408203125) (458,67.08576965332031) (466,67.05340576171875)* (55,67.04138946533203) (1450,66.8382797241211) (1475,66.83797454833984) (157,66.71475982666016) (329,66.68608856201172) (1037,66.59754943847656)
46: (466,61.157203674316406)* (257,60.43214416503906) (543,60.41396713256836) (318,59.98802185058594) (701,59.980777740478516)* (1453,59.77257537841797)* (386,59.684059143066406) (523,59.44883346557617) (528,59.24943161010742) (2548,59.21862030029297) (55,59.19612503051758) (290,59.17844772338867)* (67,59.17481994628906) (67,59.17481994628906) (544,59.1644172668457) (352,59.158203125)* (797,59.13755798339844) (1451,59.058265686035156)* (1456,58.956844329833984)* (344,58.93478775024414)*
47: (89,62.93285369873047) (300,62.576412200927734)* (289,62.37739944458008)* (288,62.29328536987305)* (679,62.019405364990234) (295,61.96345520019531) (67,61.62472915649414) (67,61.62472915649414) (544,61.41865539550781) (55,61.37397003173828) (704,61.12590408325195) (528,60.855899810791016) (701,60.841365814208984)* (349,60.83329772949219) (324,60.669044494628906) (352,60.6085090637207) (321,60.5479736328125) (306,60.49738311767578) (378,60.22677230834961) (455,60.13530731201172)*
48: (2523,65.84886169433594) (3332,65.79239654541016) (253,65.7494125366211) (646,65.60887145996094) (3393,65.59297943115234) (2031,65.46488189697266) (714,65.43037414550781) (1556,65.31497192382812) (2183,65.25365447998047) (300,65.21167755126953)* (455,65.20234680175781) (1244,65.12737274169922) (542,65.08649444580078) (55,65.01720428466797)* (6722,64.98356628417969) (2176,64.9761962890625) (292,64.96463012695312) (790,64.94881439208984) (316,64.87735748291016) (302,64.86830139160156)
49: (2923,66.48046875) (2083,66.33624267578125) (689,66.17976379394531) (548,66.09259033203125) (301,65.796630859375) (466,65.69084930419922) (279,65.50225067138672) (300,65.46966552734375) (1934,65.46937561035156) (423,65.46208953857422) (295,65.40629577636719) (298,65.3607406616211) (430,65.30586242675781) (157,65.29400634765625) (257,65.24574279785156) (989,65.24263763427734) (67,65.23908996582031) (67,65.23908996582031) (310,65.19351196289062)* (482,65.14171600341797)
50: (229,59.23815155029297)* (190,58.919742584228516) (154,58.86968994140625) (234,58.84391403198242) (225,58.501338958740234) (709,58.492279052734375)* (716,58.48629379272461) (65,58.48029327392578)* (65,58.48029327392578)* (1977,58.30086135864258) (1239,58.28832244873047) (203,58.242652893066406) (429,58.13412094116211)* (3400,58.04684066772461) (432,57.990814208984375) (230,57.88813781738281)* (436,57.834449768066406) (441,57.685428619384766) (857,57.606685638427734) (425,57.60019302368164)
51: (1358,70.82748413085938)* (949,70.05149841308594)* (15,69.959228515625) (1364,69.4223403930664)* (3624,69.28598022460938) (843,69.20362091064453) (1257,69.18292999267578)* (2342,69.0222396850586) (3444,68.85443878173828) (11042,68.84412384033203) (1366,68.6851806640625) (3636,68.67622375488281) (5157,68.58356475830078) (1281,68.51538848876953) (1992,68.48575592041016) (2763,68.45753479003906) (732,68.30915069580078) (1372,68.30622100830078) (234,68.29031372070312) (2765,68.22442626953125)
52: (1192,66.68484497070312) (498,65.57096099853516) (3032,65.56051635742188) (396,65.35328674316406) (4503,65.31621551513672) (2850,65.19458770751953) (2439,65.03502655029297) (779,64.94477844238281) (475,64.89131927490234) (399,64.88507843017578) (823,64.85368347167969) (1201,64.62533569335938) (814,64.62166595458984) (917,64.5827407836914) (1186,64.56290435791016) (2502,64.54359436035156) (356,64.52510070800781) (481,64.36427307128906) (412,64.30850219726562) (367,64.21759033203125)
53: (288,64.82369232177734)* (661,64.65343475341797) (289,64.36585998535156)* (295,64.04317474365234) (306,63.97607421875)* (4565,63.88929748535156) (328,63.46406555175781) (349,63.41950225830078)* (10429,63.289947509765625) (1379,63.179012298583984) (466,63.131412506103516)* (7301,63.065185546875) (4309,63.0041389465332) (1449,63.0001106262207) (4765,62.96074676513672) (1456,62.95928955078125) (55,62.802276611328125)* (2085,62.77163314819336) (7390,62.719425201416016) (161,62.698646545410156)
54: (89,62.44976043701172) (288,62.21940612792969)* (295,62.205039978027344) (299,61.85505294799805)* (302,61.758880615234375) (257,61.476806640625) (294,61.43532180786133) (4767,61.36973571777344) (157,61.27397918701172) (300,61.253150939941406) (5000,61.18207931518555) (265,61.02402114868164) (155,60.99222183227539) (465,60.92511749267578)* (311,60.889949798583984) (4920,60.76532745361328) (679,60.745452880859375) (13444,60.72637939453125) (328,60.65932083129883) (352,60.57875061035156)
55: (271,69.06043243408203) (2226,68.28260040283203) (249,68.17829895019531) (3227,67.81432342529297) (1952,67.76434326171875) (527,67.73033142089844) (617,67.70002746582031) (6343,67.65290832519531) (3317,67.38898468017578) (1839,67.27982330322266) (1979,67.16868591308594) (2132,67.13496398925781) (1976,67.0215835571289) (11401,66.93446350097656) (10399,66.90702056884766) (8161,66.86894226074219) (2907,66.76730346679688) (2923,66.75897216796875) (2179,66.68669891357422) (1963,66.60855865478516)
56: (3746,63.85164260864258) (533,63.416744232177734) (230,63.3744010925293) (4459,63.30623245239258) (227,63.287044525146484) (439,62.93730545043945) (4828,62.91073989868164) (225,62.859012603759766) (10617,62.82828903198242) (2652,62.81255340576172) (1809,62.78334045410156) (226,62.78044509887695) (190,62.726131439208984) (6120,62.69123840332031) (1520,62.626346588134766) (705,62.590335845947266) (716,62.54606628417969) (7091,62.54022979736328) (4823,62.483219146728516) (1977,62.348846435546875)
57: (1034,61.593910217285156)* (333,61.356895446777344)* (461,61.02484893798828) (544,60.917877197265625) (209,60.762046813964844) (524,60.57847595214844) (693,60.567054748535156) (687,60.536502838134766) (681,60.37773895263672) (680,60.33925247192383) (1035,60.306732177734375) (679,60.30023956298828) (2619,60.214820861816406) (377,60.18642807006836)* (321,60.099586486816406) (528,59.9692268371582) (540,59.919471740722656) (325,59.76808166503906) (816,59.763694763183594) (1246,59.71900939941406)*
58: (793,68.07994079589844) (466,67.70487213134766)* (681,67.16539001464844)* (89,66.97516632080078)* (300,66.58277130126953)* (289,66.5440444946289)* (544,66.01002502441406) (680,65.88610076904297)* (288,65.81224060058594)* (528,65.48457336425781) (498,65.46529388427734) (679,65.45822143554688) (1428,65.38831329345703) (324,65.38471221923828) (704,65.28779602050781) (464,65.27568817138672) (302,64.93434143066406)* (378,64.80908203125) (693,64.68319702148438) (360,64.6304702758789)
59: (233,70.63672637939453)* (154,69.70122528076172) (1104,69.63036346435547)* (1099,68.98857879638672) (1098,68.81822204589844)* (173,68.77711486816406) (512,68.76905059814453)* (503,68.67554473876953) (163,68.61389923095703) (234,68.57099914550781) (152,68.52884674072266) (1044,68.1488265991211) (370,68.13079833984375) (964,67.79896545410156) (198,67.7967300415039) (81,67.70751190185547) (4316,67.66109466552734) (53,67.65277862548828) (53,67.65277862548828) (1401,67.62574005126953)
60: (4230,63.32635498046875) (3411,63.26900100708008) (444,63.022132873535156) (211,62.9648323059082) (748,62.925411224365234) (154,62.892696380615234) (3164,62.864166259765625) (632,62.54570007324219) (2407,62.360450744628906) (1112,62.33473205566406) (81,62.27975082397461) (11316,62.268192291259766) (4232,62.24967956542969) (1098,62.19395446777344) (5806,62.193702697753906) (2402,62.096229553222656) (622,62.09312438964844) (3902,62.08809280395508) (2289,62.07109832763672) (6159,62.04871368408203)
