userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,66.65106964111328) (187,66.1772689819336) (1836,66.11859130859375) (51,66.06039428710938)* (1098,65.76042175292969) (3501,65.70803833007812) (6150,65.62246704101562) (601,65.55027770996094) (3768,65.30126190185547) (238,65.24138641357422) (1713,65.14341735839844) (1892,65.10147094726562) (1014,65.09841918945312) (157,64.9239501953125) (1156,64.84015655517578) (1073,64.82780456542969) (993,64.76834869384766) (3201,64.73725128173828) (511,64.59938049316406) (1824,64.5904312133789)
14: (9424,63.07685852050781) (7239,62.676490783691406) (2902,62.54900360107422) (3004,62.465816497802734) (8594,62.051979064941406) (2419,62.03797912597656) (9271,61.81521224975586) (8843,61.670799255371094) (3458,61.670047760009766) (3001,61.60034942626953) (8812,61.41267395019531) (8824,61.17937469482422) (582,61.14083480834961)* (12599,60.99546813964844) (1242,60.98343276977539) (3024,60.97993469238281) (10041,60.83715057373047) (5416,60.66639709472656) (1123,60.621482849121094) (8314,60.55419158935547)
15: (163,63.39555358886719) (418,62.89588165283203) (748,62.878841400146484) (53,62.545196533203125) (53,62.545196533203125) (196,62.459556579589844) (81,62.37743377685547) (8837,62.26484298706055) (6151,62.23249053955078) (1504,62.19258117675781) (52,62.147132873535156) (52,62.147132873535156) (1098,62.00666809082031) (1122,61.993873596191406) (1412,61.91139602661133) (2277,61.882469177246094) (237,61.87014389038086) (2475,61.7364501953125) (7123,61.71052551269531) (11477,61.70773696899414)
16: (1082,63.433326721191406) (1029,61.371822357177734) (2094,61.250205993652344) (4880,61.242431640625) (413,60.90509033203125) (296,60.55669021606445) (2799,60.447174072265625) (2097,60.38924789428711) (7243,60.12738800048828) (400,60.096370697021484) (4770,59.9116096496582) (5574,59.87159729003906) (354,59.720458984375) (8002,59.69952392578125) (338,59.67039108276367) (9656,59.62713623046875) (3491,59.61033248901367) (972,59.572452545166016) (289,59.56590270996094) (6497,59.53138732910156)
17: (1684,59.04779815673828) (300,58.60334014892578)* (333,58.156166076660156) (523,57.99198913574219) (1038,57.81312942504883) (12555,57.74449920654297) (1189,57.740325927734375) (307,57.69078063964844) (524,57.508880615234375) (2977,57.49718475341797) (291,57.435813903808594) (1246,57.41510772705078) (1043,57.3139533996582) (471,57.27912902832031) (293,57.23356628417969) (1934,57.20770263671875) (1201,57.1250114440918) (3399,57.0994873046875) (1047,57.067535400390625) (5950,57.06577682495117)
18: (959,62.74280548095703) (1249,62.05089569091797) (227,62.01153564453125)* (176,61.834991455078125) (220,61.74803161621094)* (917,61.59938430786133) (1415,61.590354919433594) (1412,61.5259895324707) (614,60.98759460449219) (157,60.917144775390625) (868,60.867454528808594) (1122,60.84693908691406) (234,60.841575622558594) (951,60.647281646728516) (180,60.62053298950195) (198,60.583961486816406) (1244,60.52815246582031) (1639,60.51011657714844) (1464,60.39277648925781) (187,60.31087875366211)
20: (2702,62.04948806762695) (101,60.915164947509766) (1222,60.88745880126953) (5970,60.49310302734375) (1236,60.39111328125) (162,60.33306884765625) (9783,60.14210891723633) (8782,60.12488555908203) (2167,59.95081329345703) (3417,59.91739273071289) (2164,59.85219955444336) (2174,59.668434143066406) (1548,59.6190185546875) (603,59.585472106933594) (174,59.46930694580078) (2673,59.43696594238281) (2684,59.42253112792969) (2165,59.404991149902344) (107,59.37646484375) (2605,59.27018737792969)
21: (89,67.9359130859375)* (296,67.24677276611328) (349,67.07154083251953) (386,66.9537124633789) (257,66.92463684082031) (291,66.91885375976562) (333,66.8440170288086) (294,66.82233428955078) (161,66.46119689941406) (3491,66.39790344238281) (306,66.33793640136719)* (644,66.29120635986328) (466,66.28231811523438)* (265,66.27973937988281) (311,66.25758361816406) (323,66.21026611328125) (344,66.007568359375) (2094,65.90679931640625) (915,65.8389663696289) (354,65.75426483154297)
22: (2190,56.23554611206055) (4003,55.96449279785156) (835,55.834716796875)* (1540,55.354248046875) (500,55.151641845703125) (2586,55.0083122253418) (785,54.80284118652344) (2940,54.4575309753418) (10956,54.354736328125) (5666,54.297706604003906) (2209,54.250160217285156) (2192,54.201210021972656) (2955,54.18027114868164) (2143,54.14985656738281) (4170,54.14954376220703) (923,54.14357376098633) (4004,54.13540267944336) (2744,54.03892517089844) (5100,54.036293029785156) (3549,54.02669143676758)
23: (1119,61.45848846435547) (1534,61.43088150024414) (59,61.3931999206543) (3280,61.36127471923828) (441,60.68175506591797) (429,60.557586669921875) (1131,60.325538635253906) (857,60.271873474121094)* (156,60.264068603515625) (1707,60.2300910949707) (1703,60.01725387573242) (1295,59.96766662597656) (227,59.928138732910156)* (1369,59.871620178222656) (868,59.85803985595703)* (864,59.83509826660156)* (1083,59.82599639892578) (614,59.73869323730469) (2531,59.70150375366211) (715,59.64099884033203)
24: (67,65.05310821533203)* (67,65.05310821533203)* (4704,65.00788116455078) (55,64.73758697509766)* (2521,64.47332763671875) (3081,64.41398620605469) (697,64.37890625) (548,64.31834411621094) (1934,64.14615631103516) (679,64.09492492675781) (311,64.06293487548828) (423,63.92573928833008) (906,63.89543151855469) (1383,63.86270523071289) (97,63.842132568359375) (1556,63.736717224121094) (535,63.630455017089844) (292,63.616329193115234) (288,63.61421203613281)* (1243,63.57962417602539)
25: (349,61.66075897216797)* (257,61.42127227783203) (89,61.15009689331055)* (292,60.981651306152344)* (161,60.920433044433594) (291,60.8634033203125) (333,60.56045913696289) (300,60.54613494873047) (306,60.534912109375) (279,60.42395782470703) (299,60.37569046020508) (285,60.34037399291992) (265,60.31026840209961) (301,60.03590393066406) (465,59.95843505859375) (466,59.8033561706543) (326,59.77800369262695) (461,59.62811279296875) (535,59.5416259765625) (344,59.523895263671875)
26: (1339,59.605140686035156) (5158,58.837982177734375) (955,58.66196060180664)* (1358,58.36432647705078) (1809,58.2806396484375) (1350,58.14828872680664) (1338,58.11425018310547) (1249,58.102088928222656) (707,57.99547576904297)* (17811,57.850521087646484) (710,57.791900634765625) (188,57.69307327270508) (1369,57.65680694580078) (10460,57.57722473144531) (176,57.56586456298828) (2654,57.561012268066406) (918,57.49260711669922)* (2746,57.461727142333984) (12661,57.358741760253906) (2765,57.32109451293945)
27: (1109,62.62471389770508) (65,62.57322692871094) (65,62.57322692871094) (72,62.51470184326172) (72,62.51470184326172) (190,62.420143127441406) (1098,62.30253601074219) (67,62.015724182128906)* (67,62.015724182128906)* (89,62.00550842285156) (157,61.94611358642578) (154,61.787330627441406) (378,61.65171432495117) (377,61.618751525878906) (173,61.48109436035156) (1104,61.31108856201172) (227,61.29579162597656) (63,61.28592300415039) (63,61.28592300415039) (1009,61.20766830444336)
28: (1001,61.30694580078125)* (187,60.75798034667969) (6522,60.72037124633789) (3948,60.307247161865234) (999,60.145015716552734)* (3966,59.927547454833984) (4308,59.893470764160156) (8996,59.64347839355469) (2562,59.640838623046875) (1064,59.62546157836914) (3832,59.535560607910156) (67,59.453369140625) (67,59.453369140625) (722,59.379241943359375) (175,59.378639221191406) (9869,59.32862854003906) (3501,59.32855224609375) (4880,59.20789337158203) (1014,59.144927978515625)* (1892,59.0606575012207)
29: (377,55.19294738769531) (466,55.126502990722656)* (461,55.01156234741211)* (89,54.9981803894043)* (289,54.862098693847656)* (344,54.738189697265625) (486,54.61375427246094) (475,54.590728759765625) (687,54.464256286621094)* (1043,54.433441162109375)* (1673,54.3600959777832) (1455,54.290985107421875) (378,54.2584114074707)* (544,54.25537109375) (321,54.17573547363281) (295,54.15779113769531) (680,54.04259490966797) (1045,53.90484619140625)* (230,53.88623046875) (540,53.814857482910156)
30: (89,63.77356719970703)* (679,63.26649475097656)* (292,62.87863540649414) (466,62.80359649658203) (378,62.455379486083984) (701,62.42424774169922) (302,62.014732360839844) (486,62.00823211669922) (674,61.84839630126953) (342,61.841026306152344) (464,61.820457458496094) (680,61.81114196777344)* (458,61.79098892211914) (704,61.786685943603516) (542,61.688270568847656) (377,61.643463134765625) (2546,61.586273193359375) (324,61.55131530761719) (2082,61.44350051879883) (318,61.41197967529297)*
31: (1886,60.539581298828125) (1885,60.13837432861328) (36,60.04652404785156) (30,59.99778747558594)* (1379,59.942832946777344) (51,59.941986083984375) (1014,59.744361877441406) (9858,59.743751525878906) (997,59.71092224121094) (1104,59.67307662963867) (3768,59.60136413574219) (1713,59.58706283569336) (98,59.49078369140625) (187,59.39106369018555) (89,59.385093688964844) (64,59.36051940917969) (64,59.36051940917969) (7,59.28480529785156) (153,59.26955032348633) (3201,59.228843688964844)
32: (229,62.57855987548828) (227,62.446903228759766)* (225,62.22172927856445) (424,62.13545608520508) (228,62.1113166809082) (1151,62.03647232055664) (1116,62.02796173095703) (226,61.73933410644531) (1400,61.69794464111328) (215,61.62465286254883) (199,61.526493072509766) (233,61.47093963623047) (207,61.44343566894531) (441,61.23058319091797)* (1375,61.226810455322266) (182,61.20598602294922) (716,61.16654586791992) (65,61.132057189941406) (65,61.132057189941406) (429,61.07598876953125)*
33: (506,59.968605041503906) (186,59.82701873779297) (447,59.31711196899414) (4271,59.05506896972656) (917,58.79264450073242) (152,58.76190185546875)* (4787,58.719207763671875) (707,58.55097579956055) (162,58.53342056274414) (841,58.51132583618164) (1104,58.50340270996094) (174,58.39935302734375) (3788,58.38983154296875) (1123,58.3602180480957)* (3417,58.32965850830078) (7038,58.3076286315918) (3405,58.27229309082031) (370,58.267242431640625) (163,58.25323486328125) (1743,58.16615295410156)
34: (3057,64.23907470703125) (154,64.18214416503906) (1112,63.56340026855469) (429,62.636051177978516) (3158,62.57357406616211) (196,62.46795654296875)* (207,62.38884735107422) (229,62.35877227783203)* (1833,62.27508544921875) (1424,62.23558807373047) (81,62.1829833984375) (858,62.16045379638672) (3259,62.11878204345703) (3877,62.04155731201172) (9931,62.01616668701172) (190,61.974571228027344) (428,61.94044494628906) (750,61.92414093017578) (228,61.88905334472656) (961,61.805110931396484)
35: (7472,61.62220001220703) (9337,61.048736572265625) (1123,60.85426330566406) (10616,60.74024200439453) (9339,60.53654479980469) (447,60.472267150878906) (1117,60.420082092285156) (1120,60.27733612060547) (1139,60.27164077758789) (1737,60.246700286865234) (9333,60.06922912597656) (6189,60.05930709838867) (3281,60.050384521484375) (6176,60.036685943603516) (1411,59.93864440917969) (14361,59.856361389160156) (1655,59.812782287597656) (9342,59.716522216796875) (13318,59.701751708984375) (2711,59.57122802734375)
36: (498,57.15657424926758) (1541,56.55342102050781) (2959,56.49966049194336) (1195,56.49720764160156)* (1188,56.37002182006836)* (492,56.20862579345703) (209,56.065818786621094)* (2430,56.05915832519531) (2432,56.043277740478516) (412,55.892520904541016) (1043,55.87907409667969)* (1868,55.802528381347656) (693,55.778873443603516) (486,55.71815490722656) (1853,55.713417053222656) (1672,55.650482177734375) (2850,55.41249084472656) (1038,55.40228271484375) (4385,55.359073638916016) (5065,55.31187057495117)
37: (8600,55.601985931396484) (3431,55.53176498413086) (1710,55.31401824951172) (250,55.23442077636719) (4597,55.22645950317383) (592,55.19343566894531) (718,55.03413391113281) (1979,54.99956512451172) (276,54.8551139831543) (3444,54.664791107177734) (5040,54.488250732421875) (16449,54.42396926879883) (4271,54.360721588134766) (10663,54.28622055053711) (841,54.19595718383789) (154,54.16114807128906) (1285,54.154972076416016) (11826,54.10680389404297) (10209,54.06196975708008) (605,54.01777648925781)
38: (220,59.058753967285156) (230,59.0072021484375) (190,58.90068435668945)* (234,58.26521301269531) (706,58.18486022949219) (316,58.118934631347656) (538,58.02198791503906) (1412,57.88322448730469) (377,57.84825134277344) (424,57.76374816894531) (67,57.6964225769043) (67,57.6964225769043) (228,57.66548156738281)* (157,57.60088348388672) (2346,57.479347229003906) (498,57.41908645629883)* (1246,57.3118896484375)* (155,57.28926467895508) (163,57.263710021972656) (1244,57.25992202758789)*
39: (4965,62.07244873046875) (15,61.166236877441406) (2756,61.01337814331055) (4271,60.735816955566406) (3806,60.67236328125) (2746,60.65412521362305) (1521,60.6182861328125) (25,60.21990966796875) (4276,60.19248580932617) (6258,60.145503997802734) (841,60.016414642333984)* (1214,59.97866439819336) (1066,59.845970153808594) (2763,59.67987060546875) (12286,59.5734748840332) (12284,59.49545669555664) (1913,59.49345397949219) (41,59.477352142333984) (883,59.470001220703125) (1124,59.46733093261719)
40: (6881,62.6058235168457) (5581,62.26618576049805) (1029,62.262916564941406) (5709,62.178531646728516) (5715,61.795631408691406) (13185,61.5224494934082) (7521,61.29477310180664) (1303,61.21079635620117)* (13647,61.04762268066406) (2,60.92792510986328) (1793,60.906593322753906) (151,60.89811706542969) (9,60.58771514892578) (14286,60.52644729614258) (1278,60.496185302734375) (11,60.43484878540039) (5711,60.35443115234375) (175,60.34332275390625) (4876,60.29668426513672) (41,60.28253173828125)
41: (841,58.21209716796875) (954,56.96686935424805)* (707,56.80387878417969) (1523,56.686824798583984) (1535,56.628173828125) (2838,56.573692321777344) (947,56.517189025878906)* (956,56.32071304321289) (1364,56.28736877441406)* (1522,56.04423141479492) (710,56.04280090332031) (3470,56.008544921875) (957,55.98614501953125)* (1257,55.975074768066406)* (843,55.931785583496094)* (946,55.68680953979492) (724,55.56462097167969) (1274,55.543617248535156) (188,55.40827941894531) (176,55.268714904785156)
42: (229,66.1141128540039)* (1470,65.4179458618164) (362,65.37887573242188) (486,65.18263244628906) (71,65.14529418945312) (71,65.14529418945312) (89,64.84993743896484)* (1400,64.65140533447266) (4435,64.57779693603516) (521,64.54159545898438) (298,64.49480438232422) (2544,64.40861511230469) (316,64.40747833251953) (697,64.40171813964844) (2607,64.36050415039062) (12311,64.34219360351562) (1048,64.23921203613281)* (498,64.20216369628906) (5437,64.18473815917969) (903,64.18267059326172)
43: (70,62.424774169921875)* (757,61.8294792175293)* (8136,61.50006103515625) (1401,60.981971740722656)* (1397,60.87052917480469)* (6054,60.73136901855469) (72,60.724124908447266) (72,60.724124908447266) (229,60.63096618652344)* (526,60.624351501464844) (547,60.56128692626953) (67,60.544593811035156) (67,60.544593811035156) (1410,60.45146942138672)* (173,60.381622314453125) (157,60.37987518310547) (1396,60.29022979736328)* (237,60.263633728027344) (2716,60.25156784057617) (1941,60.236228942871094)
44: (1110,62.03446960449219) (1412,60.8789176940918)* (707,60.75238037109375)* (1639,60.647308349609375) (212,60.395904541015625) (868,60.30683135986328)* (841,60.17559814453125) (188,60.04867172241211) (1131,59.82444763183594)* (843,59.674659729003906) (2624,59.51276397705078) (959,59.2993278503418) (856,59.18680953979492) (1425,59.10954666137695)* (1202,59.07041931152344) (533,59.009971618652344) (859,58.93775939941406) (863,58.87492370605469) (920,58.83387756347656) (881,58.805519104003906)
45: (787,64.21086120605469)* (1475,64.18278503417969) (2462,63.860618591308594) (4024,63.85736846923828) (328,63.45295333862305) (4817,63.441558837890625) (299,63.36508560180664) (295,63.30894470214844)* (7846,63.23763656616211) (289,63.10980987548828)* (907,63.02954864501953) (67,62.992679595947266) (67,62.992679595947266) (1009,62.935630798339844) (161,62.6981201171875)* (461,62.59122085571289)* (4702,62.57867431640625) (257,62.46265411376953) (792,62.43638229370117)* (329,62.341064453125)
46: (466,56.21746063232422)* (543,55.842613220214844) (701,55.820106506347656)* (257,55.51310729980469) (352,55.15442657470703)* (528,55.025691986083984) (318,55.01676559448242) (544,55.003448486328125) (1451,54.975250244140625)* (317,54.873600006103516) (67,54.85025405883789) (67,54.85025405883789) (913,54.826210021972656) (1452,54.794403076171875)* (1042,54.762474060058594)* (4814,54.727264404296875) (344,54.695655822753906)* (531,54.621517181396484) (790,54.61274337768555) (1456,54.57569122314453)*
47: (289,59.66504669189453)* (89,59.41337585449219) (300,59.35556411743164)* (288,58.87848663330078)* (544,58.676307678222656) (295,58.51091766357422) (679,58.355777740478516) (306,58.198482513427734) (67,57.979557037353516) (67,57.979557037353516) (349,57.75110626220703) (329,57.62689971923828) (55,57.58108901977539) (1934,57.48426818847656) (157,57.42719268798828) (701,57.377655029296875)* (311,57.13650894165039) (1037,57.103702545166016)* (378,57.04520034790039) (294,57.0149040222168)*
48: (6722,67.02182006835938) (714,66.462646484375) (3173,66.44145965576172) (1771,66.408447265625) (2523,66.3923568725586) (708,66.28733825683594) (3332,66.28672790527344) (295,66.09591674804688)* (725,66.08120727539062) (802,66.07217407226562) (292,65.92608642578125) (3176,65.83821105957031) (959,65.82379913330078)* (257,65.80619049072266) (792,65.78363037109375) (1249,65.730712890625) (55,65.71548461914062)* (1244,65.6658935546875) (300,65.6580810546875)* (6710,65.62834930419922)
49: (67,63.135337829589844) (67,63.135337829589844) (2923,62.26268005371094) (157,62.23078918457031) (310,62.1258544921875)* (306,61.95250701904297)* (4024,61.77085876464844) (527,61.624122619628906) (55,61.60847473144531) (227,61.51373291015625) (1098,61.42481994628906) (525,61.41498565673828) (56,61.35912322998047) (56,61.35912322998047) (331,61.33610534667969) (11080,61.31897735595703) (13362,61.262054443359375) (298,61.25811004638672) (679,61.22357177734375) (12114,61.13740158081055)
50: (154,56.93047332763672) (229,56.682735443115234)* (190,56.21231460571289) (225,56.17207717895508) (425,55.922481536865234) (234,55.885475158691406) (716,55.86632537841797) (203,55.77922058105469) (709,55.743682861328125)* (65,55.65656661987305)* (65,55.65656661987305)* (436,55.43278503417969) (226,55.37327575683594) (429,55.35063934326172)* (1400,55.34449005126953) (441,55.33563995361328) (432,55.089149475097656) (217,55.06865310668945) (199,54.91492462158203) (599,54.85588073730469)
51: (1358,63.70844268798828)* (1281,62.37307357788086) (843,62.048675537109375) (15,61.81638717651367) (4271,61.52294158935547) (949,61.49617004394531)* (1364,61.43413543701172)* (724,61.007057189941406) (1353,60.94456100463867) (1257,60.907745361328125)* (1366,60.877098083496094) (12,60.87108612060547) (1249,60.716583251953125)* (2342,60.70537567138672) (1206,60.64889907836914) (5157,60.645042419433594) (5689,60.627525329589844) (1254,60.57958984375) (1338,60.569698333740234) (3509,60.48866271972656)
52: (3034,54.43965148925781) (3032,54.243080139160156) (475,54.221282958984375) (823,53.84748077392578) (819,53.74906921386719) (6618,53.662899017333984) (276,53.65348434448242) (779,53.618263244628906) (2247,53.588619232177734) (412,53.49767303466797) (1192,53.476531982421875) (2512,53.381622314453125) (2841,53.3736572265625) (4503,53.33856964111328) (1613,53.27803039550781) (198,53.21741485595703) (813,53.07660675048828) (808,53.0689697265625) (814,53.00251007080078) (2502,52.917205810546875)
53: (462,61.676292419433594) (289,61.464664459228516)* (295,61.38365173339844) (288,61.345130920410156)* (16383,61.18501281738281) (4687,61.087581634521484) (294,61.06439971923828) (161,61.027400970458984) (12921,60.98533248901367) (349,60.812408447265625)* (5678,60.74897003173828) (466,60.669227600097656)* (907,60.618141174316406) (306,60.586952209472656)* (16384,60.56092071533203) (1613,60.55430603027344) (11995,60.527496337890625) (377,60.504539489746094) (5988,60.482139587402344) (5568,60.48027038574219)
54: (89,61.45634460449219) (295,61.19599914550781) (302,61.08213806152344) (157,60.863975524902344) (257,60.86192321777344) (288,60.82391357421875)* (300,60.66108703613281) (294,60.53009033203125) (4920,60.14820098876953) (913,60.06196594238281)* (466,59.978660583496094) (279,59.93387222290039) (475,59.91020965576172) (1580,59.778099060058594) (299,59.707862854003906)* (306,59.68183517456055) (161,59.60370635986328) (285,59.588623046875) (344,59.490116119384766) (352,59.45415496826172)
55: (1963,57.389427185058594) (249,57.22471618652344) (1622,57.14833068847656)* (271,56.81609344482422) (266,55.99629211425781) (527,55.76822280883789) (11249,55.61409378051758) (12966,55.441566467285156) (1943,55.382537841796875) (2226,55.3090934753418) (3169,55.09324645996094) (240,55.08745574951172) (6226,55.03327178955078) (2244,55.015464782714844) (1979,54.92177200317383) (3227,54.906551361083984) (12046,54.895633697509766) (475,54.743438720703125) (12751,54.71951675415039) (6046,54.66027069091797)
56: (3391,59.104957580566406) (2372,58.75800323486328) (3742,58.63554382324219) (190,58.364723205566406) (227,58.344268798828125) (6129,58.2667236328125) (1809,58.26206970214844) (1766,58.06303405761719) (533,57.79627227783203) (707,57.68670654296875) (439,57.66393280029297) (924,57.533180236816406) (714,57.44028091430664) (917,57.41884994506836) (3205,57.34780502319336) (159,57.330543518066406)* (2652,57.324058532714844) (225,57.3228645324707) (1239,57.290306091308594) (2373,57.18024826049805)
57: (377,56.04142761230469)* (333,55.427032470703125)* (1041,55.34095001220703)* (1246,55.19551086425781)* (524,55.14704895019531) (209,55.105552673339844) (687,54.87867736816406) (461,54.83129119873047) (693,54.7750129699707) (6448,54.72871398925781) (499,54.726844787597656) (680,54.71864318847656) (1034,54.59023666381836)* (540,54.470375061035156) (537,54.40812683105469) (230,54.40678024291992) (544,54.354026794433594) (1047,54.117706298828125) (679,54.101165771484375) (816,54.04901885986328)
58: (13720,65.2186050415039) (1054,64.29940032958984) (89,63.94026184082031)* (300,63.64762496948242)* (4291,63.159854888916016) (679,63.071632385253906) (681,63.06779098510742)* (289,63.02037811279297)* (15183,62.882728576660156) (466,62.8681755065918)* (498,62.67718505859375) (680,62.66147994995117)* (1590,62.533050537109375) (4879,62.31251907348633) (4488,62.29020690917969) (3327,62.111141204833984) (793,62.0983772277832) (4294,62.024375915527344) (288,61.990779876708984)* (1597,61.84539031982422)*
59: (1104,62.906951904296875)* (1099,61.17120361328125) (233,60.92144012451172)* (880,60.551570892333984) (30,60.3953857421875) (959,60.3792724609375) (198,60.265037536621094) (173,60.208160400390625) (1061,60.187469482421875) (163,60.08421325683594) (159,60.0402946472168) (234,59.97638702392578) (1119,59.892547607421875) (1394,59.823341369628906) (39,59.815834045410156) (370,59.796783447265625) (515,59.66401290893555) (1072,59.639732360839844) (512,59.58877182006836)* (2369,59.54198455810547)
60: (1747,64.24439239501953)* (632,62.61091232299805) (3158,62.016624450683594) (154,61.92913055419922) (3861,61.63023376464844) (606,61.353240966796875) (10912,61.32756042480469) (162,61.21197509765625) (390,61.16801452636719) (604,61.04441833496094) (214,60.64597702026367) (444,60.61777877807617) (2668,60.563899993896484) (3208,60.55003356933594) (5605,60.51033401489258) (4734,60.428524017333984) (81,60.38005828857422) (602,60.20445251464844) (4049,60.121559143066406) (1109,60.04081726074219)
