userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (70,30.66868019104004)* (1001,30.633316040039062) (1824,30.60319709777832) (1394,30.448122024536133) (175,30.25417709350586) (51,30.062660217285156)* (1836,30.009801864624023) (1073,29.9009952545166) (187,29.72474479675293) (900,29.577129364013672) (3992,29.500341415405273) (1885,29.46784019470215) (238,29.217159271240234) (3201,29.168790817260742) (4308,29.160078048706055) (722,28.82684898376465) (511,28.82367515563965) (172,28.78044319152832) (1062,28.735668182373047) (1098,28.64838218688965)
13: (289,29.011219024658203) (288,28.813318252563477) (306,28.60774040222168) (302,28.42893409729004)* (701,28.029088973999023) (972,28.02495765686035) (328,27.879331588745117)* (679,27.874300003051758) (1034,27.850261688232422) (704,27.7603816986084) (532,27.735898971557617)* (680,27.49142837524414) (291,27.405134201049805) (293,27.29149627685547) (464,27.290279388427734) (349,27.265304565429688)* (344,27.262285232543945)* (523,27.176101684570312)* (686,27.11414909362793) (2025,27.08902931213379)
14: (14021,27.1385498046875) (14017,27.087339401245117) (14032,27.078548431396484) (14030,27.056713104248047) (14024,27.050586700439453) (14020,27.042919158935547) (14028,27.021989822387695) (14029,27.014522552490234) (14033,27.005470275878906) (14023,26.99650764465332) (14016,26.99014663696289) (14015,26.968252182006836) (14031,26.96072006225586) (14019,26.836851119995117) (14026,26.830503463745117) (582,26.350440979003906)* (3019,26.259273529052734) (12061,26.25303840637207) (735,26.172239303588867) (12115,26.091121673583984)
15: (206,31.482189178466797) (418,30.79866600036621) (1958,30.52760887145996) (199,30.40256690979004) (630,30.154956817626953)* (433,30.0969181060791) (858,29.91464614868164) (163,29.90736198425293) (2616,29.77384376525879) (4079,29.737457275390625) (197,29.721603393554688)* (2629,29.630615234375) (748,29.50404930114746) (81,29.46295166015625) (7147,29.194793701171875) (196,29.17829132080078) (1833,29.17450714111328) (1957,29.141111373901367) (2711,29.123201370239258) (219,29.05571937561035)
16: (4767,27.197628021240234) (4686,27.13678550720215) (4565,27.08670997619629) (4309,26.91553497314453) (3367,26.836490631103516) (1576,26.556991577148438) (4257,26.504417419433594) (1797,26.41610336303711) (5076,26.24875259399414) (2645,26.234817504882812) (3570,26.22602081298828) (4688,25.99418830871582) (9231,25.943401336669922) (5731,25.938003540039062) (3572,25.891454696655273) (7390,25.890268325805664) (15417,25.799358367919922) (15418,25.695322036743164) (15416,25.68778419494629) (15419,25.658597946166992)
17: (1047,28.20730209350586) (333,28.06987953186035) (313,27.948177337646484) (300,27.59210777282715)* (2977,27.41813850402832) (1198,27.35284996032715) (471,27.213369369506836) (1043,27.11026382446289) (191,27.090085983276367) (689,27.052982330322266)* (1934,26.983699798583984) (2020,26.9293212890625) (548,26.89447784423828)* (321,26.849571228027344) (291,26.824676513671875) (304,26.589548110961914) (528,26.58506202697754)* (293,26.569053649902344) (342,26.513294219970703) (1038,26.466060638427734)
18: (959,32.82490921020508) (1249,32.7071533203125) (220,31.81240463256836)* (227,31.804670333862305)* (1244,31.578462600708008) (176,31.423755645751953) (1412,31.358707427978516) (234,31.347309112548828) (2346,31.19890785217285) (1415,31.07233238220215) (157,31.03035545349121) (982,30.858646392822266) (868,30.79728126525879) (2786,30.77855682373047) (1122,30.69414710998535) (917,30.631425857543945) (966,30.544944763183594) (2783,30.288345336914062) (562,30.1354923248291) (180,30.09562110900879)
20: (107,28.438114166259766) (1222,28.336652755737305) (3703,28.00057601928711) (7079,27.792312622070312) (2667,27.06241798400879) (603,26.66095542907715) (1745,26.46398162841797) (101,26.074005126953125) (1401,25.786890029907227) (1099,25.76491928100586) (2923,25.607227325439453) (1969,25.600278854370117) (2174,25.36343002319336) (8390,25.36008644104004) (1191,25.226125717163086) (616,25.198972702026367) (755,25.15479850769043)* (3707,25.137187957763672) (2702,25.132415771484375) (45,25.12313461303711)
21: (161,28.42629623413086) (386,28.410377502441406) (89,28.179935455322266)* (906,27.998552322387695) (2094,27.841217041015625) (908,27.81180191040039) (265,27.729900360107422) (349,27.70892906188965) (323,27.580867767333984) (525,27.566715240478516) (333,27.511014938354492) (790,27.49134635925293)* (1580,27.48470115661621) (455,27.458993911743164) (296,27.43132209777832) (291,27.40486717224121) (257,27.392663955688477) (466,27.278703689575195)* (157,27.087757110595703) (360,27.017576217651367)
22: (2586,28.887296676635742) (4178,28.392004013061523) (835,27.729907989501953)* (1547,27.673900604248047) (2143,27.584028244018555) (2963,27.55872344970703) (1281,27.54843521118164) (2379,27.44835090637207) (5100,27.38858413696289) (2576,27.320838928222656) (1861,27.183141708374023) (809,27.093530654907227)* (5667,27.070125579833984) (12,26.981552124023438) (1541,26.95255470275879) (500,26.937707901000977) (1540,26.93391227722168) (3721,26.86058807373047) (2211,26.855592727661133) (1551,26.78643226623535)
23: (441,29.24562644958496) (868,28.55360984802246)* (173,28.486425399780273) (234,28.281457901000977) (1504,28.0343017578125) (1534,27.884546279907227) (1510,27.727272033691406) (203,27.708959579467773) (1083,27.690452575683594) (1707,27.67845344543457) (450,27.618425369262695) (1119,27.60379981994629) (154,27.550451278686523) (6730,27.479324340820312) (215,27.47801971435547) (429,27.392763137817383) (5913,27.32252311706543) (13888,27.255964279174805) (1103,27.214567184448242) (3280,27.198225021362305)
24: (67,30.722248077392578)* (67,30.722248077392578)* (535,30.524572372436523) (1243,30.339303970336914) (97,30.273117065429688) (985,29.985504150390625) (55,29.854814529418945)* (906,29.854175567626953) (575,29.540348052978516) (485,29.516136169433594) (157,29.47898292541504)* (525,29.404714584350586) (1081,29.34956932067871) (1556,29.333383560180664) (2521,29.28842544555664) (71,29.229076385498047) (71,29.229076385498047) (4705,29.143014907836914) (3288,28.95252227783203) (2083,28.948728561401367)
25: (349,29.67835235595703)* (332,29.405305862426758) (257,29.39768409729004) (326,29.05473518371582) (161,28.961055755615234) (314,28.89141273498535)* (301,28.771459579467773) (299,28.70511245727539) (291,28.65068244934082) (285,28.642425537109375) (465,28.632770538330078) (292,28.605520248413086)* (1601,28.456222534179688) (1602,28.3908634185791) (474,28.190067291259766) (306,28.167755126953125) (279,28.1575870513916) (89,28.137109756469727)* (468,27.995800018310547) (386,27.935495376586914)
26: (181,27.34608268737793) (1339,27.18528938293457) (380,27.047761917114258) (6282,26.888282775878906) (955,26.795618057250977)* (4135,26.725830078125) (1338,26.597490310668945) (1343,26.59438705444336) (7100,26.35495376586914) (4137,26.089811325073242) (1350,26.08948516845703) (2975,26.070615768432617) (506,26.02420425415039) (918,25.767271041870117)* (710,25.665115356445312) (2664,25.38525390625) (12006,25.3153018951416) (942,25.194591522216797)* (4286,25.166921615600586) (1114,25.004974365234375)
27: (71,31.98772621154785) (71,31.98772621154785) (316,31.80072784423828) (67,31.30806541442871)* (67,31.30806541442871)* (1505,31.194095611572266) (1104,31.081741333007812) (7,31.053958892822266) (1795,30.97475242614746) (2014,30.937780380249023) (70,30.778553009033203) (518,30.77088737487793) (166,30.713926315307617) (69,30.666988372802734) (69,30.666988372802734) (65,30.648033142089844) (65,30.648033142089844) (173,30.610027313232422) (3193,30.60965347290039) (1098,30.56026268005371)
28: (3832,28.638023376464844) (5000,28.102340698242188) (1885,27.9995174407959) (187,27.881240844726562) (8996,27.648944854736328) (6733,27.639423370361328) (193,27.49152946472168)* (8995,27.455886840820312) (1014,27.308124542236328)* (1001,27.274520874023438)* (175,27.0866756439209) (3768,26.88551139831543) (85,26.573747634887695)* (997,26.550485610961914)* (98,26.44452667236328) (1895,26.43910789489746) (999,26.288288116455078)* (6784,26.28617286682129) (1892,26.262653350830078) (8998,26.2530574798584)
29: (466,28.854812622070312)* (461,28.57254981994629)* (1673,28.354393005371094) (89,28.237171173095703)* (289,28.22951889038086)* (458,28.06174087524414) (544,28.00788688659668) (344,27.965015411376953) (475,27.82074737548828) (377,27.803646087646484) (321,27.79447364807129) (486,27.689544677734375) (306,27.659748077392578) (646,27.6320858001709) (1047,27.588157653808594) (295,27.580738067626953) (325,27.502086639404297) (1246,27.378721237182617) (230,27.33745765686035) (378,27.212377548217773)*
30: (290,28.84808349609375) (458,28.845365524291992) (793,28.105867385864258)* (308,27.942285537719727) (466,27.938026428222656) (161,27.737205505371094) (5988,27.73381233215332) (6308,27.707178115844727) (89,27.6175537109375)* (342,27.575246810913086) (456,27.528688430786133)* (386,27.511585235595703) (464,27.494173049926758) (1453,27.45783233642578) (326,27.425992965698242) (299,27.408842086791992) (327,27.28016471862793) (686,27.252164840698242) (292,27.23943328857422) (349,27.199602127075195)
31: (4308,29.88153648376465) (1014,29.73872947692871) (75,29.600522994995117) (75,29.600522994995117) (1713,29.383243560791016) (30,29.377626419067383)* (4382,29.356632232666016) (172,29.102663040161133) (1886,28.892478942871094) (1072,28.837512969970703)* (450,28.79800033569336) (3988,28.543222427368164) (187,28.426095962524414) (1019,28.259700775146484) (3186,28.171947479248047) (157,28.051803588867188) (5254,28.044090270996094) (1394,28.03598403930664) (3109,28.01657485961914) (173,28.00090217590332)
32: (1151,30.58258819580078) (3945,29.735244750976562) (221,29.538793563842773) (1376,29.326095581054688) (1384,29.151485443115234) (229,29.118141174316406) (228,29.08036994934082) (210,29.069900512695312) (225,29.03104591369629) (237,28.945484161376953) (969,28.91307258605957) (203,28.851398468017578)* (2591,28.810184478759766) (65,28.727916717529297) (65,28.727916717529297) (227,28.460693359375)* (182,28.34905242919922) (1510,28.33820343017578) (2815,28.30792236328125) (2614,28.293888092041016)
33: (506,28.29222297668457) (1743,28.255184173583984) (1123,28.041391372680664)* (1491,27.799510955810547) (3417,27.797550201416016) (5605,27.72130584716797) (4613,27.642393112182617) (186,27.560609817504883) (3905,27.140798568725586) (162,27.046838760375977) (3405,27.034467697143555) (963,26.968263626098633) (2006,26.9586181640625) (3798,26.926807403564453) (3901,26.864240646362305) (1705,26.72203826904297) (152,26.709806442260742)* (4143,26.683134078979492) (2711,26.62411117553711) (1710,26.62331199645996)
34: (154,30.530364990234375) (604,30.432071685791016) (858,30.148235321044922) (1098,29.800596237182617) (2632,29.389116287231445) (5605,29.37445640563965) (1504,29.32808494567871) (1130,29.31186866760254) (190,29.28814125061035) (3057,28.99276351928711) (159,28.941783905029297) (173,28.704614639282227)* (615,28.64155387878418) (1121,28.508798599243164) (444,28.444177627563477) (618,28.34333038330078) (206,28.324485778808594) (1095,28.263864517211914) (961,28.237960815429688) (234,28.217296600341797)
35: (418,29.503957748413086) (604,29.388517379760742) (3272,28.68136215209961) (9716,28.63445281982422) (632,28.528078079223633) (1163,28.240306854248047) (4444,28.160322189331055) (1633,28.158470153808594) (2711,28.149410247802734) (618,28.02941131591797) (154,28.01911163330078) (1,28.001359939575195) (454,27.74852180480957) (1747,27.634342193603516) (11900,27.61577796936035) (11229,27.570531845092773) (11979,27.538225173950195) (6217,27.506067276000977) (1901,27.488269805908203) (1643,27.439159393310547)
36: (2959,29.824831008911133) (1195,29.555110931396484)* (209,29.42609405517578)* (2430,29.342679977416992) (492,29.039077758789062) (4385,28.971572875976562) (498,28.9516658782959) (1678,28.783689498901367) (1188,28.748592376708984)* (1246,28.744089126586914) (1043,28.739200592041016)* (2850,28.634273529052734) (1853,28.53491973876953) (1038,28.50735092163086) (1193,28.417369842529297)* (412,28.387388229370117) (1183,28.375030517578125)* (471,28.36890411376953) (1040,28.240591049194336) (5067,28.238819122314453)
37: (605,28.75395393371582) (2716,28.293596267700195) (748,28.077512741088867) (245,27.77847671508789) (603,27.72892951965332) (238,27.625377655029297) (163,27.59362030029297) (3417,27.516862869262695) (1099,27.500667572021484) (592,27.497467041015625) (5299,27.484146118164062) (10672,27.471572875976562) (12243,27.367393493652344) (4316,27.29417610168457) (2624,27.1514892578125) (2473,27.13956069946289) (250,26.933536529541016) (1743,26.922513961791992) (512,26.908445358276367) (2375,26.8623046875)
38: (230,30.960569381713867) (190,30.88667869567871)* (220,30.702880859375) (234,30.185636520385742) (228,29.84737205505371)* (706,29.75090789794922) (157,29.45082664489746) (377,29.137248992919922) (2346,29.014942169189453) (538,28.920791625976562) (207,28.869205474853516) (159,28.85096549987793) (1513,28.75891876220703) (424,28.731725692749023) (1244,28.702716827392578)* (486,28.619346618652344)* (1246,28.599803924560547)* (163,28.567413330078125) (716,28.549448013305664) (498,28.522804260253906)*
39: (4271,24.78545570373535) (28,24.516979217529297) (3417,23.974323272705078) (5173,23.69231605529785) (3509,23.687294006347656) (1521,23.669654846191406) (949,23.613040924072266) (592,23.58631706237793) (1214,23.558940887451172) (3426,23.525150299072266) (917,23.34114646911621) (1205,23.252479553222656) (1353,23.213977813720703) (1229,23.138744354248047) (3531,23.058666229248047) (370,22.966712951660156) (1992,22.96575164794922) (3778,22.943767547607422) (6658,22.935670852661133) (841,22.934598922729492)*
40: (5484,26.16966438293457) (10,26.153148651123047) (6439,25.930971145629883) (5581,25.701454162597656) (1320,25.634424209594727)* (4876,25.63340187072754) (49,25.481632232666016) (516,25.144380569458008) (13,25.01075553894043) (6237,24.945762634277344) (2,24.88958740234375) (10430,24.826946258544922) (17,24.7716007232666) (11,24.615327835083008) (2154,24.559341430664062) (2166,24.509584426879883) (1277,24.501296997070312) (1303,24.471155166625977)* (1294,23.909740447998047)* (3087,23.752986907958984)
41: (947,26.701587677001953)* (1257,26.665679931640625)* (920,26.561166763305664) (1364,26.30223274230957)* (710,26.198183059692383) (841,26.054122924804688) (1527,26.04075050354004) (924,25.954191207885742) (949,25.870594024658203) (937,25.695171356201172) (1523,25.670942306518555) (724,25.651641845703125) (17177,25.64521026611328) (17176,25.605762481689453) (17179,25.518449783325195) (17178,25.482925415039062) (17174,25.42609405517578) (5585,25.353483200073242) (1522,25.336946487426758) (5689,25.30038070678711)
42: (2607,28.99738121032715) (697,28.50597381591797) (1470,28.476970672607422) (1511,28.34615135192871) (521,28.2880802154541) (229,28.285110473632812)* (2544,28.00656509399414) (362,27.892377853393555) (486,27.777484893798828) (8155,27.68830108642578) (71,27.626022338867188) (71,27.626022338867188) (303,27.6191463470459) (3255,27.535001754760742) (9977,27.44266700744629) (548,27.33025360107422) (5480,27.25127601623535) (2130,27.229373931884766) (316,27.22858428955078) (70,27.152645111083984)
43: (4028,32.14744186401367) (757,31.80051612854004)* (70,31.63892936706543)* (1379,31.47681999206543) (1983,31.37592124938965) (526,31.225339889526367) (4024,31.183786392211914) (1396,30.91522216796875)* (547,30.769176483154297) (1106,30.680315017700195) (6054,30.354869842529297) (4027,30.217639923095703) (1990,30.15316390991211) (157,30.13731575012207) (5045,30.137096405029297) (2535,30.13254737854004) (2083,30.04088592529297) (1410,30.038867950439453)* (1405,29.99151611328125)* (1401,29.98145866394043)*
44: (1110,33.485557556152344) (920,33.061737060546875) (607,32.893028259277344) (1412,32.44791030883789)* (2624,32.29098129272461) (188,31.571435928344727) (4675,31.501220703125) (2375,31.401418685913086) (1425,31.218921661376953)* (707,31.150136947631836)* (212,31.071651458740234) (3481,31.069969177246094) (949,30.880962371826172) (868,30.81464385986328)* (3940,30.776691436767578) (1372,30.733449935913086) (1131,30.633228302001953)* (3417,30.604373931884766) (843,30.546615600585938) (1639,30.392894744873047)
45: (161,27.013473510742188)* (1475,26.358861923217773) (1037,26.306060791015625) (295,26.176353454589844)* (787,26.143259048461914)* (299,25.887271881103516) (327,25.84069061279297) (468,25.838804244995117) (545,25.811002731323242) (2990,25.77096176147461) (475,25.64984893798828) (289,25.55203628540039)* (641,25.398059844970703)* (308,25.27701759338379) (349,25.204181671142578)* (913,25.165115356445312) (4700,25.163835525512695) (5249,25.157896041870117) (301,25.05491828918457) (328,24.934526443481445)
46: (543,26.591520309448242) (466,25.635578155517578)* (1456,25.494766235351562)* (544,25.37310028076172) (701,25.31987953186035)* (4814,25.297300338745117) (468,25.274351119995117) (308,25.23968505859375) (317,25.09320831298828) (531,25.03211212158203) (528,25.01519203186035) (257,24.98131561279297) (1451,24.90340805053711)* (332,24.862899780273438) (913,24.72981834411621) (352,24.678531646728516)* (344,24.675594329833984)* (797,24.624753952026367) (1042,24.586326599121094)* (907,24.55990982055664)
47: (289,28.026155471801758)* (300,27.821880340576172)* (1684,27.799331665039062) (89,27.682931900024414) (793,27.501296997070312) (288,27.39853286743164)* (295,27.274948120117188) (349,27.15094757080078) (2801,27.12051773071289) (679,27.086528778076172) (528,26.94991111755371) (321,26.91580581665039) (326,26.882715225219727) (1580,26.72573471069336) (67,26.6490478515625) (67,26.6490478515625) (306,26.635738372802734) (324,26.60147476196289) (701,26.570892333984375)* (538,26.439315795898438)
48: (1244,29.58811378479004) (3313,29.307815551757812) (725,29.09545135498047) (2788,28.51308822631836) (2346,28.33083152770996) (1249,28.179819107055664) (706,27.815855026245117) (959,27.762081146240234)* (903,27.670503616333008) (6722,27.60040855407715) (2183,27.516517639160156) (5458,27.502273559570312) (2031,27.33724594116211) (2176,27.32814598083496) (1803,27.221511840820312) (2861,27.219446182250977) (2182,27.21086883544922) (714,27.18463706970215) (455,27.16145896911621) (1081,27.097766876220703)
49: (88,27.989356994628906) (301,27.79547882080078) (475,27.754985809326172) (331,27.590232849121094) (8587,27.501628875732422) (1934,27.49802017211914) (306,27.38749885559082)* (65,27.230236053466797) (65,27.230236053466797) (56,27.169490814208984) (56,27.169490814208984) (690,27.08241844177246) (2521,27.056215286254883) (302,27.02300453186035) (300,26.996156692504883) (527,26.99264907836914) (310,26.955425262451172)* (295,26.868898391723633) (67,26.750226974487305) (67,26.750226974487305)
50: (190,28.975444793701172) (716,28.800857543945312) (229,28.612417221069336)* (443,28.396560668945312) (208,28.33008575439453) (65,28.051603317260742)* (65,28.051603317260742)* (234,28.02804946899414) (2524,27.9405517578125) (203,27.920631408691406) (709,27.896862030029297)* (2821,27.861597061157227) (88,27.830123901367188) (182,27.7327880859375) (1988,27.659109115600586) (432,27.614078521728516) (3475,27.387489318847656) (154,27.357587814331055) (2133,27.328943252563477) (1400,27.265132904052734)
51: (1358,30.863874435424805)* (949,30.760663986206055)* (1364,30.595718383789062)* (843,30.40671730041504) (710,29.489219665527344) (1513,29.355438232421875) (1353,29.335561752319336) (15,29.102237701416016) (920,28.995479583740234) (1206,28.91261863708496) (724,28.825225830078125) (3780,28.810367584228516) (1257,28.800649642944336)* (5689,28.791767120361328) (198,28.784915924072266)* (7924,28.680973052978516) (5157,28.666522979736328) (383,28.597820281982422) (1337,28.583290100097656)* (1372,28.44795036315918)
52: (823,25.856754302978516) (846,25.837757110595703) (813,25.406999588012695) (814,25.384933471679688) (11818,25.183191299438477) (475,25.05533218383789) (2379,25.009321212768555) (3317,24.969966888427734) (503,24.617263793945312) (850,24.5930118560791) (2586,24.5721378326416) (809,24.564558029174805) (830,24.495933532714844) (834,24.476449966430664) (5100,24.469715118408203) (1861,24.455270767211914) (2384,24.44099235534668) (843,24.412452697753906) (2190,24.400619506835938) (806,24.27606201171875)
53: (907,28.408695220947266) (310,27.64183235168457)* (1057,27.32219696044922) (6201,27.229969024658203) (1601,27.112581253051758) (2179,26.960887908935547) (4574,26.903759002685547) (161,26.62569808959961) (4565,26.61394500732422) (349,26.60797691345215)* (4770,26.57585334777832) (295,26.53223419189453) (4568,26.494808197021484) (465,26.4678897857666) (306,26.461362838745117)* (288,26.36888885498047)* (314,26.318695068359375) (299,26.277084350585938) (4767,26.265066146850586) (466,26.20285987854004)*
54: (1505,30.607704162597656) (467,30.196407318115234) (294,30.007671356201172) (534,29.939559936523438) (302,29.850435256958008) (326,29.830842971801758) (465,29.763996124267578)* (301,29.73453712463379) (257,29.62587547302246) (285,29.531539916992188) (311,29.39439582824707) (320,29.388864517211914)* (295,29.337800979614258) (89,29.3145694732666) (913,29.284582138061523)* (1463,29.222618103027344) (316,29.22076988220215) (907,29.105199813842773) (2018,29.070453643798828) (535,28.914230346679688)*
55: (271,26.663387298583984) (1963,26.498672485351562) (617,26.20682144165039) (3227,25.97821044921875) (250,25.63764762878418) (1636,25.558595657348633)* (447,25.47754669189453) (1943,25.361963272094727) (1952,25.34488296508789) (88,25.281049728393555) (2921,25.207128524780273) (5048,25.144779205322266) (1976,25.139575958251953) (14230,25.12114715576172) (1967,25.10555076599121) (619,25.08530616760254) (249,25.042869567871094) (6336,24.957094192504883) (527,24.916763305664062) (4586,24.914569854736328)
56: (533,26.991376876831055) (234,26.68846321105957) (3333,26.277965545654297) (10537,26.054630279541016) (1816,25.951887130737305) (1239,25.831153869628906) (439,25.768877029418945) (230,25.697223663330078) (1817,25.60814094543457) (421,25.59583282470703) (227,25.58600616455078) (220,25.490434646606445) (159,25.46824836730957)* (5153,25.467140197753906) (1090,25.330703735351562) (8713,25.323627471923828) (614,25.28546905517578) (226,25.26854705810547) (428,25.252662658691406) (429,25.193655014038086)
57: (1246,28.864843368530273)* (209,28.598237991333008) (1047,28.45204734802246) (687,28.06365966796875) (230,27.85830307006836) (377,27.825712203979492)* (524,27.6617374420166) (540,27.45934295654297) (1041,27.38945770263672)* (333,27.360061645507812)* (816,27.08586883544922) (1034,27.02397346496582)* (544,26.876466751098633) (1186,26.794872283935547) (679,26.709667205810547) (499,26.688610076904297) (537,26.67852783203125) (2959,26.66335678100586) (1672,26.60236930847168)* (1194,26.551382064819336)
58: (793,28.883867263793945) (681,28.734323501586914)* (5267,28.037132263183594) (692,27.97750473022461) (2801,27.874238967895508) (528,27.564977645874023) (680,26.89668083190918)* (456,26.79486656188965) (498,26.586444854736328) (679,26.565807342529297) (3603,26.513206481933594) (466,26.403308868408203)* (471,26.194738388061523) (16923,26.145362854003906) (635,25.9863224029541) (5266,25.972049713134766) (300,25.93452262878418)* (289,25.93154525756836)* (464,25.89586067199707) (1428,25.819992065429688)
59: (1104,31.236156463623047)* (233,31.0540771484375)* (173,30.318439483642578) (370,30.080400466918945) (506,29.652502059936523) (930,29.57987403869629) (1098,29.51453971862793)* (81,29.143070220947266) (1099,29.011987686157227) (181,28.85903549194336) (198,28.827043533325195) (154,28.82221031188965) (2014,28.81172752380371) (936,28.765365600585938) (152,28.733795166015625) (2369,28.731359481811523) (920,28.644479751586914) (159,28.62308120727539) (172,28.609493255615234) (234,28.59675407409668)
60: (454,30.059917449951172) (237,29.88808250427246) (162,29.24652671813965) (445,28.92644691467285) (214,28.807308197021484) (1700,28.709096908569336) (6160,28.663270950317383) (632,28.632200241088867) (1747,28.619855880737305)* (3208,28.485658645629883) (196,28.457599639892578) (154,28.445884704589844) (223,28.32145118713379) (4121,28.081335067749023) (6048,27.95378875732422) (1708,27.906116485595703) (6151,27.868852615356445) (6187,27.82813835144043) (138,27.810619354248047) (2616,27.6369686126709)
