userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,18.99237060546875) (51,17.047077178955078)* (601,16.38421630859375) (157,16.190763473510742) (187,15.915897369384766) (993,15.881421089172363) (193,15.791446685791016) (3768,15.712691307067871) (1836,15.599447250366211) (1014,15.548009872436523) (61,15.430207252502441)* (175,15.201653480529785) (3201,15.095775604248047) (238,15.006688117980957) (1098,14.995369911193848) (1464,14.979047775268555) (1892,14.924192428588867) (3501,14.877582550048828) (70,14.824239730834961)* (1013,14.740090370178223)
13: (289,16.25357437133789) (288,16.156787872314453) (306,16.070871353149414) (302,15.480413436889648)* (679,15.12154769897461) (701,14.725517272949219) (704,14.658598899841309) (291,14.605220794677734) (328,14.511024475097656)* (344,14.279092788696289)* (349,14.054749488830566)* (972,14.016570091247559) (680,13.937504768371582) (293,13.916265487670898) (532,13.686504364013672)* (1934,13.500091552734375) (475,13.45948600769043) (2521,13.432971954345703) (546,13.195796966552734)* (523,13.185173988342285)*
14: (8824,15.195501327514648) (3458,15.155867576599121) (585,14.989673614501953)* (3024,14.632019996643066) (1469,14.615571022033691) (5660,14.473268508911133) (2902,14.282120704650879) (2419,14.246345520019531) (8812,14.225054740905762) (2629,14.07253360748291) (8126,13.86800765991211) (1242,13.864642143249512) (8811,13.862404823303223) (8818,13.82364273071289) (10412,13.800411224365234) (8820,13.777669906616211) (8809,13.74368953704834) (212,13.702889442443848) (3065,13.694311141967773) (8815,13.681541442871094)
15: (418,17.24155044555664) (197,17.193424224853516)* (231,16.954692840576172) (3693,16.682750701904297) (858,16.580810546875) (445,16.311975479125977) (4079,16.092899322509766) (3776,16.08352279663086) (9825,15.810578346252441) (163,15.802178382873535) (604,15.746322631835938)* (1098,15.688035011291504) (1242,15.6806640625) (715,15.66934585571289) (630,15.631054878234863)* (433,15.56265640258789) (206,15.531182289123535) (2632,15.489062309265137) (1426,15.420340538024902) (2277,15.39185905456543)
16: (3576,15.180659294128418) (6232,14.803874969482422) (5683,14.801703453063965) (3570,14.500903129577637) (3311,14.187053680419922) (2076,14.181398391723633) (3572,14.091568946838379) (6368,13.864805221557617) (15415,13.841146469116211) (15417,13.830005645751953) (15419,13.795442581176758) (15416,13.73583984375) (15414,13.729494094848633) (4770,13.705041885375977) (2645,13.694900512695312) (2057,13.692028999328613) (15418,13.686626434326172) (2078,13.67002010345459) (2058,13.668088912963867) (2074,13.662300109863281)
17: (333,14.851604461669922) (300,14.827052116394043)* (2020,14.12816047668457) (291,13.807945251464844) (191,13.783528327941895) (1455,13.590110778808594) (486,13.520535469055176) (1047,13.51241397857666) (528,13.430707931518555)* (5746,13.278230667114258) (2435,13.037385940551758) (403,13.035057067871094)* (2977,12.95123291015625) (5984,12.945688247680664) (2130,12.917181968688965) (1246,12.901200294494629) (1243,12.898386001586914) (471,12.802497863769531) (318,12.799744606018066) (306,12.762619972229004)*
18: (227,17.68208885192871)* (1244,17.01780891418457) (959,16.64715576171875) (1249,16.503128051757812) (1412,16.079498291015625) (220,16.0303955078125)* (234,15.806354522705078) (1415,15.776798248291016) (910,15.537065505981445) (157,15.506725311279297) (2346,15.49264907836914) (718,15.411358833312988)* (982,15.297154426574707) (198,15.264946937561035) (1122,14.991830825805664) (975,14.857355117797852) (176,14.81363296508789) (472,14.681171417236328) (945,14.632575988769531) (562,14.586414337158203)
20: (603,16.48066520690918) (3703,15.76046371459961) (1745,15.507911682128906) (1222,15.466001510620117) (1226,15.235023498535156) (2673,14.623284339904785) (3707,14.599702835083008) (1752,14.541250228881836) (1401,14.513075828552246) (2605,14.42839527130127) (2174,14.260560035705566) (238,14.250900268554688) (2667,14.2182035446167) (107,14.207925796508789) (162,14.0830717086792) (616,14.001620292663574) (755,13.837104797363281)* (2702,13.739920616149902) (2716,13.662898063659668) (11204,13.641688346862793)
21: (349,13.470415115356445) (89,13.107011795043945)* (291,13.001368522644043) (257,12.988569259643555) (333,12.743520736694336) (466,12.595840454101562)* (294,12.475669860839844) (790,12.30006217956543)* (265,12.268993377685547) (290,12.231182098388672) (646,12.22224235534668) (326,12.115801811218262) (350,12.0869722366333) (354,12.072240829467773) (306,11.966678619384766)* (528,11.951980590820312) (344,11.940572738647461) (455,11.936552047729492) (296,11.923110961914062) (908,11.893280029296875)
22: (3032,16.44138526916504) (831,15.737024307250977)* (2955,15.684712409973145) (1547,15.617064476013184) (809,15.292609214782715)* (2384,14.840235710144043) (1192,14.449889183044434) (2576,14.368825912475586) (5600,14.33973217010498) (5100,14.254170417785645) (1540,14.211133003234863) (4504,14.124336242675781) (2744,14.06314468383789) (5666,14.060946464538574) (4346,14.038894653320312) (3721,13.915017127990723) (1044,13.755288124084473) (1196,13.749794960021973) (785,13.71381950378418) (2379,13.642778396606445)
23: (3280,18.5738582611084) (441,17.787431716918945) (1504,17.740297317504883) (1083,17.61577033996582) (1534,17.45122528076172) (3893,17.359785079956055) (3438,17.2922420501709) (1703,17.28432846069336) (1707,16.600669860839844) (2531,16.481525421142578) (1240,16.314189910888672) (13888,16.290895462036133) (3884,16.122140884399414) (868,16.068246841430664)* (59,15.904129981994629) (429,15.82632827758789) (9632,15.79527759552002) (1811,15.749582290649414) (9338,15.53153133392334) (2542,15.522921562194824)
24: (1243,17.865764617919922) (58,17.456668853759766) (58,17.456668853759766) (97,17.297983169555664) (316,17.0599365234375)* (67,16.97764778137207)* (67,16.97764778137207)* (697,16.94188690185547) (2544,16.889116287231445) (55,16.68761444091797)* (2521,16.67201805114746) (5790,16.436792373657227) (71,16.135459899902344) (71,16.135459899902344) (535,15.896232604980469) (3110,15.856740951538086) (546,15.840810775756836) (1934,15.75688362121582) (1383,15.746040344238281) (1098,15.73729133605957)
25: (349,15.794166564941406)* (257,15.488746643066406) (292,15.364543914794922)* (299,15.271318435668945) (306,14.933904647827148) (89,14.907712936401367)* (291,14.761335372924805) (314,14.658479690551758)* (300,14.582088470458984) (301,14.159929275512695) (466,14.073259353637695) (326,14.054850578308105) (333,13.942240715026855) (461,13.930276870727539) (161,13.80659294128418) (265,13.712874412536621) (285,13.413002014160156) (544,13.11928939819336) (332,13.053855895996094) (679,12.911261558532715)
26: (918,19.03866195678711)* (1338,18.252593994140625) (1358,17.579811096191406) (1339,17.279420852661133) (2654,17.27772331237793) (955,16.816997528076172)* (188,16.607500076293945) (4670,16.446352005004883) (1350,16.337974548339844) (843,16.314109802246094) (942,16.087251663208008)* (3940,16.079795837402344) (1343,16.062355041503906) (919,16.026607513427734)* (1993,15.793144226074219) (2009,15.667855262756348) (506,15.602460861206055) (953,15.585238456726074)* (15,15.552814483642578) (724,15.544856071472168)
27: (1121,16.853965759277344) (190,16.673824310302734) (1098,16.422483444213867) (154,16.096744537353516) (227,16.045063018798828) (173,15.861038208007812) (1109,15.846959114074707) (65,15.820573806762695) (65,15.820573806762695) (72,15.642631530761719) (72,15.642631530761719) (89,15.63488483428955) (238,15.185434341430664) (506,15.122262001037598) (157,14.951093673706055) (67,14.892196655273438)* (67,14.892196655273438)* (1491,14.815608978271484) (1130,14.641580581665039) (166,14.618539810180664)
28: (3768,15.809325218200684) (1001,15.770092964172363)* (1885,15.745027542114258) (1014,15.70739459991455)* (997,15.17928695678711)* (1019,15.117562294006348)* (193,15.032447814941406)* (2027,14.99493408203125) (75,14.874322891235352) (75,14.874322891235352) (99,14.508459091186523) (68,14.494199752807617) (68,14.494199752807617) (85,14.362712860107422)* (999,14.301019668579102)* (2562,14.286860466003418) (1892,14.13316535949707) (3562,14.0662260055542) (187,14.012173652648926) (1895,13.985307693481445)
29: (466,14.905179977416992)* (475,14.856459617614746) (89,14.72864055633545)* (377,14.542047500610352) (378,14.509562492370605)* (687,14.449892044067383)* (461,14.165241241455078)* (289,14.151324272155762)* (344,14.071605682373047) (1047,14.054267883300781) (1246,14.018491744995117) (470,13.985614776611328) (306,13.943876266479492) (486,13.940360069274902) (1673,13.931385040283203) (1045,13.834821701049805)* (230,13.730647087097168) (680,13.584847450256348) (1043,13.582965850830078)* (324,13.525108337402344)
30: (342,15.742111206054688) (481,14.771090507507324)* (89,14.759295463562012)* (466,14.684487342834473) (679,14.374593734741211)* (464,14.352564811706543) (302,14.293545722961426) (458,14.251091003417969) (3859,14.163675308227539) (324,14.033988952636719) (306,14.015182495117188) (292,13.72762680053711) (2977,13.688942909240723) (966,13.678239822387695)* (318,13.660713195800781)* (470,13.616302490234375) (1447,13.603209495544434) (1470,13.589786529541016) (681,13.533267974853516) (475,13.29011058807373)
31: (153,16.19141960144043) (3988,15.858409881591797) (877,15.611637115478516) (1713,15.489896774291992) (30,15.132282257080078)* (1014,15.129085540771484) (51,14.72350788116455) (75,14.456029891967773) (75,14.456029891967773) (238,14.433698654174805)* (3191,14.315824508666992) (1394,14.294464111328125) (157,14.152522087097168) (89,14.04810905456543) (1379,13.86974048614502) (526,13.691073417663574) (7,13.677356719970703) (1886,13.625045776367188) (173,13.506586074829102) (1072,13.418025016784668)*
32: (229,15.00520133972168) (228,14.869260787963867) (969,14.630626678466797) (65,14.481060981750488) (65,14.481060981750488) (1376,14.27770709991455) (210,14.262039184570312) (1116,14.220640182495117) (207,14.177011489868164) (716,14.104804992675781) (225,14.0739164352417) (1151,13.960731506347656) (182,13.95644760131836) (227,13.909435272216797)* (203,13.652191162109375)* (1048,13.46890640258789) (441,13.410591125488281)* (1375,13.3763427734375) (424,13.256856918334961) (1400,13.194496154785156)
33: (506,15.69823169708252) (152,15.68497085571289)* (162,15.648406028747559) (2006,15.602273941040039) (3940,15.513219833374023) (186,15.013466835021973) (920,14.854144096374512) (4613,14.361753463745117) (238,14.291181564331055) (1729,14.105588912963867) (3788,13.894637107849121) (3417,13.894244194030762) (154,13.87662124633789) (370,13.473048210144043) (1743,13.098246574401855) (163,13.080635070800781) (81,13.064515113830566) (3405,13.043923377990723) (632,13.002731323242188)* (3901,12.956214904785156)
34: (1098,18.929489135742188) (154,18.890233993530273) (444,18.120370864868164) (81,17.658811569213867) (1504,17.38904571533203) (159,17.04221534729004) (1424,16.928367614746094) (173,16.693946838378906)* (3902,16.523122787475586) (757,16.520339965820312) (429,16.423620223999023) (190,16.388988494873047) (6217,16.208131790161133) (436,16.115337371826172) (56,16.000892639160156) (56,16.000892639160156) (196,15.832992553710938)* (1130,15.72244644165039) (858,15.704690933227539) (88,15.639989852905273)
35: (613,16.117597579956055) (9825,15.704602241516113) (2616,15.376941680908203) (9997,15.052026748657227) (1167,14.789628982543945) (1112,14.540300369262695) (197,14.531261444091797) (609,14.368045806884766) (7123,14.333392143249512) (3776,14.30660629272461) (610,14.224104881286621) (3861,14.183342933654785) (8230,14.027932167053223) (11635,14.008537292480469) (17048,13.998419761657715) (2320,13.913471221923828) (13956,13.91050910949707) (4675,13.881753921508789) (15641,13.799519538879395) (11962,13.731112480163574)
36: (498,16.39276123046875) (209,15.309900283813477)* (1195,15.271486282348633)* (1853,15.250694274902344) (1672,15.153167724609375) (492,15.137590408325195) (377,14.926481246948242) (2619,14.795038223266602) (412,14.662467956542969) (486,14.609177589416504) (4995,14.597652435302734) (230,14.424874305725098)* (488,14.38183879852295)* (1043,14.361271858215332)* (2618,14.349142074584961) (536,14.291906356811523) (1678,14.218859672546387) (501,14.16600227355957) (1188,14.128759384155273)* (1541,13.8755521774292)
37: (197,15.541891098022461) (2375,14.861038208007812) (592,14.094584465026855) (2624,13.93396282196045) (3809,13.921038627624512) (718,13.882781028747559) (1709,13.6763916015625) (5605,13.672083854675293) (45,13.553308486938477) (748,13.512418746948242) (2470,13.410324096679688) (599,13.270915031433105)* (163,13.19317626953125) (162,13.131895065307617) (159,13.109667778015137) (2369,13.081765174865723) (2459,13.07621955871582) (3285,12.980560302734375) (3523,12.913702964782715) (9783,12.901813507080078)
38: (190,16.27276611328125)* (234,16.24732208251953) (220,16.038795471191406) (228,15.715140342712402)* (230,15.537589073181152) (207,15.378965377807617) (868,15.242098808288574) (706,15.188850402832031) (157,15.090118408203125) (1244,15.066146850585938)* (424,14.941645622253418) (538,14.93514633178711) (89,14.770406723022461)* (735,14.684812545776367) (163,14.57559871673584) (159,14.495356559753418) (903,14.375104904174805) (154,14.359586715698242) (1412,14.338746070861816) (498,14.312297821044922)*
39: (4271,15.216134071350098) (6658,14.074825286865234) (1205,13.80663776397705) (2961,13.760103225708008) (841,13.397468566894531)* (9783,13.27722454071045) (1261,13.047810554504395)* (3806,12.898971557617188) (4970,12.869003295898438) (3244,12.868683815002441) (8341,12.836179733276367) (821,12.778715133666992) (4161,12.610535621643066) (923,12.603057861328125) (2749,12.550785064697266) (5666,12.53808879852295) (917,12.509041786193848) (8910,12.480565071105957) (807,12.40247917175293) (949,12.38115119934082)
40: (41,17.85674285888672) (1320,16.5336971282959)* (6873,16.308435440063477) (10,15.907835006713867) (4877,15.804648399353027) (1704,15.730207443237305) (49,15.721675872802734) (44,15.523968696594238) (1312,15.412408828735352)* (9,15.38599967956543) (3188,15.370868682861328) (37,15.291069030761719) (1270,15.216569900512695) (4874,15.126692771911621) (2,14.871106147766113) (4318,14.864273071289062) (34,14.81049919128418)* (6875,14.628180503845215) (3551,14.60571002960205) (5715,14.570939064025879)
41: (841,17.517738342285156) (954,16.821630477905273)* (1535,16.273386001586914) (1257,15.989887237548828)* (1274,15.927523612976074) (949,15.865434646606445) (1364,15.54204273223877)* (10686,15.494786262512207) (5157,15.319311141967773) (707,15.178808212280273) (3470,15.162454605102539) (2342,15.161783218383789) (1527,15.02900218963623) (5668,14.726545333862305) (6273,14.713512420654297) (15223,14.709770202636719) (957,14.690607070922852)* (15222,14.657069206237793) (923,14.57866382598877) (1531,14.5183687210083)
42: (1470,14.439630508422852) (2607,14.302567481994629) (1243,14.29953670501709) (5099,14.283207893371582) (229,14.192727088928223)* (316,13.860882759094238) (5480,13.722139358520508) (697,13.709733963012695) (166,13.692849159240723) (538,13.597831726074219)* (8155,13.591289520263672) (355,13.551313400268555) (1098,13.351795196533203) (171,13.285242080688477) (81,13.272299766540527) (683,13.255555152893066) (423,13.171830177307129) (362,13.152924537658691) (89,13.140912055969238)* (511,13.07655143737793)*
43: (547,15.684730529785156) (757,15.362238883972168)* (1613,15.294901847839355) (72,15.247360229492188) (72,15.247360229492188) (1379,15.108835220336914) (70,15.048608779907227)* (526,14.9445161819458) (330,14.62942886352539) (229,14.540921211242676)* (546,14.540826797485352) (228,14.537650108337402) (1410,14.446259498596191)* (157,14.142068862915039) (1075,14.134740829467773) (1486,14.07765007019043) (1401,14.059820175170898)* (173,14.004075050354004) (2919,13.99720287322998) (1106,13.938093185424805)
44: (1412,19.12384796142578)* (1110,18.41408348083496) (707,18.008533477783203)* (607,17.67729377746582) (920,17.199975967407227) (599,17.129823684692383) (843,17.029489517211914) (154,16.956499099731445) (868,16.919618606567383)* (188,16.74416160583496) (1131,16.71769142150879)* (959,16.622770309448242) (234,16.416744232177734)* (735,16.053884506225586)* (159,16.026050567626953) (186,15.897124290466309) (429,15.820094108581543) (212,15.77379322052002) (1425,15.773490905761719)* (197,15.661697387695312)
45: (787,15.787076950073242)* (1475,15.515670776367188) (4817,14.618165969848633) (299,14.615045547485352) (295,14.470292091369629)* (4702,14.086884498596191) (289,13.951864242553711)* (314,13.821441650390625) (257,13.815838813781738) (161,13.777603149414062)* (4700,13.6097993850708) (301,13.550394058227539) (466,13.478205680847168)* (4260,13.477500915527344) (328,13.455347061157227) (309,13.375303268432617) (972,13.351728439331055) (349,13.27315902709961)* (2462,13.248039245605469) (5249,13.210868835449219)
46: (466,14.196828842163086)* (701,13.46867561340332)* (543,13.209529876708984) (528,13.016670227050781) (318,12.967683792114258) (544,12.856302261352539) (257,12.829588890075684) (344,12.634489059448242)* (531,12.578263282775879) (352,12.575162887573242)* (790,12.175580978393555) (290,12.162848472595215)* (317,12.134950637817383) (386,12.08167552947998) (55,12.008024215698242) (498,11.944671630859375)* (1451,11.890989303588867)* (308,11.822152137756348) (294,11.786118507385254) (161,11.766283988952637)
47: (300,14.82269287109375)* (289,14.773025512695312)* (89,14.38473892211914) (288,14.119542121887207)* (679,14.031646728515625) (295,13.855603218078613) (349,13.444616317749023) (306,13.405789375305176) (528,13.363895416259766) (701,13.142647743225098)* (321,13.056995391845703) (1684,12.964877128601074) (55,12.738433837890625) (311,12.47459602355957) (67,12.309993743896484) (67,12.309993743896484) (544,12.238191604614258) (342,12.210660934448242) (294,12.140871047973633)* (326,12.130929946899414)
48: (538,14.071908950805664) (3313,14.05944538116455) (3074,14.03809928894043) (1244,14.02046012878418) (714,13.943129539489746) (306,13.933792114257812) (725,13.811238288879395) (355,13.777288436889648) (300,13.758094787597656)* (1241,13.493694305419922) (329,13.481878280639648) (333,13.474884033203125) (295,13.414897918701172)* (302,13.316621780395508) (455,13.310834884643555) (292,13.165129661560059) (4708,13.123147010803223) (6722,13.11185073852539) (2182,13.084906578063965) (3332,12.978485107421875)
49: (7530,17.5162353515625) (56,16.163801193237305) (56,16.163801193237305) (5235,15.78526496887207) (298,15.751893043518066) (1433,15.664416313171387) (227,15.450397491455078) (306,15.264446258544922)* (11084,15.21221923828125) (65,15.108076095581055) (65,15.108076095581055) (7869,14.951024055480957) (300,14.939760208129883) (207,14.892274856567383) (972,14.816624641418457) (526,14.77743911743164) (190,14.746440887451172) (534,14.702995300292969) (328,14.698528289794922) (67,14.60120964050293)
50: (716,14.607029914855957) (229,14.492347717285156)* (190,14.36048698425293) (203,14.259881973266602) (234,14.212285041809082) (208,14.121039390563965) (154,13.813922882080078) (65,13.688929557800293)* (65,13.688929557800293)* (857,13.539636611938477) (1977,13.510345458984375) (441,13.504708290100098) (709,13.497537612915039)* (735,13.367575645446777) (429,13.34921646118164)* (225,13.32853889465332) (715,13.324139595031738) (511,13.322365760803223)* (1400,13.264177322387695) (1988,13.1536226272583)
51: (1358,19.78361701965332)* (949,18.59786605834961)* (724,17.031753540039062) (843,16.93996810913086) (2342,16.93617057800293) (957,16.839691162109375) (1372,16.76508331298828) (2343,16.599681854248047) (1364,16.59615707397461)* (1338,16.265134811401367) (3470,16.21297836303711) (15,16.03117561340332) (956,15.9256591796875) (1353,15.92137336730957) (2347,15.915218353271484) (1281,15.861859321594238) (1257,15.791154861450195)* (732,15.732151985168457) (922,15.725616455078125) (2838,15.683823585510254)
52: (823,14.430012702941895) (3032,13.928293228149414) (2576,13.733506202697754) (1192,13.549863815307617) (10650,13.43441390991211) (813,13.399182319641113) (2204,13.074593544006348) (850,13.025374412536621) (1974,12.890697479248047) (1541,12.840113639831543)* (814,12.78952407836914) (3031,12.774776458740234) (4170,12.742138862609863) (3027,12.705549240112305) (2203,12.685141563415527) (779,12.635858535766602) (1555,12.480864524841309)* (1196,12.454008102416992)* (2850,12.437712669372559) (10645,12.393735885620117)
53: (328,15.168168067932129) (907,15.136899948120117) (306,15.101786613464355)* (295,14.630002975463867) (288,14.493518829345703)* (349,14.39057731628418)* (466,14.09933090209961)* (289,14.01987075805664)* (299,13.867913246154785) (485,13.785234451293945) (55,13.761017799377441)* (377,13.490407943725586) (329,13.367002487182617) (310,13.29391098022461)* (1044,13.151890754699707) (314,13.130058288574219) (972,13.125722885131836) (463,13.055694580078125) (1449,12.88314437866211) (2081,12.740461349487305)
54: (485,14.970545768737793) (302,14.955297470092773) (89,14.92362117767334) (295,14.830700874328613) (535,14.313556671142578)* (288,14.271464347839355)* (285,14.142362594604492) (2083,14.077421188354492) (306,13.959293365478516) (2521,13.92856216430664) (257,13.906665802001953) (1580,13.540056228637695) (320,13.522480964660645)* (300,13.483461380004883) (299,13.4073486328125)* (293,13.277326583862305) (251,13.274147987365723) (311,13.127839088439941) (314,13.073108673095703) (2024,13.066909790039062)
55: (527,15.082259178161621) (1963,14.622374534606934) (475,14.06547737121582) (567,13.826868057250977) (3227,13.766278266906738) (1941,13.64236068725586) (249,13.642234802246094) (1946,13.623672485351562) (271,13.608327865600586) (2923,13.56517505645752) (250,13.564505577087402) (1622,13.564105033874512)* (5471,13.532768249511719) (2834,13.522769927978516) (2855,13.241142272949219) (212,12.997626304626465) (617,12.991986274719238) (2226,12.953351974487305) (735,12.901324272155762) (1412,12.812009811401367)
56: (227,13.69135570526123) (159,13.474994659423828)* (1239,13.010282516479492) (1048,12.973165512084961) (234,12.85950756072998) (533,12.819650650024414) (190,12.708843231201172) (230,12.578506469726562) (3333,12.483989715576172) (706,12.450233459472656) (1988,12.267874717712402) (1977,12.247079849243164) (3400,12.200804710388184) (2823,12.020103454589844) (220,11.940848350524902) (2121,11.868983268737793) (226,11.82154655456543) (1976,11.817309379577637) (989,11.81180477142334) (1520,11.786365509033203)
57: (7834,15.064096450805664) (687,14.801790237426758) (2619,14.706685066223145) (524,14.57314682006836) (1035,14.436883926391602) (1041,14.292495727539062)* (209,14.282459259033203) (377,14.106925010681152)* (1047,13.891389846801758) (499,13.88405990600586) (6448,13.814162254333496) (1246,13.808609008789062)* (333,13.747515678405762)* (1199,13.64710521697998) (1194,13.492807388305664) (5749,13.290635108947754) (324,13.18392562866211) (542,13.067776679992676) (230,13.044232368469238) (2432,13.009963035583496)
58: (293,14.59095573425293) (2801,14.378190994262695) (289,14.325830459594727)* (681,14.119367599487305)* (302,14.046306610107422)* (793,13.836474418640137) (300,13.647614479064941)* (466,13.529573440551758)* (257,13.2765531539917) (679,13.209970474243164) (89,13.139837265014648)* (349,13.06306266784668) (456,13.000463485717773) (680,12.800677299499512)* (360,12.704586029052734) (288,12.65873908996582)* (498,12.613317489624023) (528,12.60173225402832) (455,12.596454620361328) (1580,12.55369758605957)
59: (233,18.22237777709961)* (1104,17.321453094482422)* (173,16.99250602722168) (959,16.308298110961914) (159,16.149446487426758) (1099,15.795955657958984) (512,15.774568557739258)* (234,15.631196975708008) (163,15.603911399841309) (70,15.422910690307617) (1263,15.191997528076172) (198,15.190199851989746) (930,15.147680282592773) (154,15.10133171081543) (1914,15.084139823913574) (172,14.958580017089844) (378,14.882929801940918) (2014,14.874330520629883) (5079,14.84235954284668) (162,14.824216842651367)
60: (3411,16.94189453125) (162,16.443500518798828) (748,16.103378295898438) (632,15.804405212402344) (454,15.517120361328125) (7382,15.002530097961426) (444,14.736248970031738) (238,14.46458911895752) (1737,14.461508750915527)* (154,14.406845092773438) (1700,14.396312713623047) (237,14.147493362426758) (5806,14.049771308898926) (2605,13.76848316192627) (1098,13.65841293334961) (6187,13.598968505859375) (1747,13.580493927001953)* (757,13.527567863464355) (81,13.519708633422852) (3414,13.492619514465332)
