userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (51,66.5004653930664)* (1001,66.44284057617188) (1073,66.3495864868164) (3768,65.73637390136719) (187,65.65632629394531) (601,65.55465698242188) (61,65.26447296142578)* (3501,65.24436950683594) (157,65.22391510009766) (1885,65.15556335449219) (1013,65.08396911621094) (1098,65.0744400024414) (1014,64.97669219970703) (1394,64.97187042236328) (1019,64.97078704833984) (1713,64.8739242553711) (1892,64.87320709228516) (3890,64.82498168945312) (238,64.73365020751953) (627,64.67364501953125)
13: (289,63.296173095703125) (306,63.08158493041992) (288,62.99283218383789) (302,62.59663772583008)* (679,62.33760452270508) (704,62.159263610839844) (701,61.874053955078125) (328,61.86032485961914)* (293,61.81806945800781) (680,61.7921257019043) (291,61.75498580932617) (523,61.720375061035156)* (344,61.6748046875)* (349,61.430419921875)* (1934,61.40473556518555) (157,61.35115051269531) (2521,61.18842697143555) (331,61.185447692871094) (903,61.18446350097656) (1243,61.18344497680664)
14: (2902,76.15098571777344) (4520,76.11418914794922) (2864,75.50626373291016) (4535,75.361572265625) (7056,75.30680847167969) (582,75.10277557373047)* (5375,75.00442504882812) (8126,74.64869689941406) (212,74.62203979492188) (8312,74.4388656616211) (4542,74.38626861572266) (8314,74.27567291259766) (5660,74.26309967041016) (8110,74.26052856445312) (8111,74.17375946044922) (1639,74.10885620117188) (3024,74.10851287841797) (735,74.10751342773438) (8311,74.04097747802734) (8821,73.99371337890625)
15: (859,67.3047103881836) (418,67.068603515625) (199,67.0671615600586) (197,66.98976135253906)* (196,66.79820251464844) (206,66.72856140136719) (1504,66.71282196044922) (1242,66.61884307861328) (163,66.60286712646484) (748,66.46595764160156) (1958,66.44547271728516) (4079,66.43482971191406) (88,66.38899993896484) (9286,66.31779479980469) (3993,66.31697845458984) (416,66.2757797241211) (2532,66.24725341796875) (3259,66.13129425048828) (1881,66.07386779785156) (433,66.05633544921875)
16: (2098,62.8253288269043) (3570,62.04279327392578) (6860,61.363319396972656) (3961,61.27249526977539) (803,61.157928466796875) (669,61.10902404785156)* (5999,61.09307861328125) (3572,61.09245300292969) (1915,60.87998962402344) (2800,60.86288833618164) (4558,60.706398010253906) (289,60.57530975341797) (6002,60.425682067871094) (288,60.40099334716797) (3982,60.32726287841797) (2094,60.30881118774414) (375,60.26567840576172) (9019,60.26022720336914) (3972,60.24496841430664) (369,60.238101959228516)
17: (333,67.38130950927734) (300,67.29662322998047)* (470,66.28008270263672) (291,65.97283172607422) (306,65.94642639160156)* (701,65.94058990478516)* (293,65.88971710205078) (292,65.84701538085938)* (1243,65.82038879394531) (302,65.81466674804688) (471,65.76996612548828) (295,65.71133422851562) (523,65.63121032714844) (342,65.61966705322266) (1047,65.52920532226562) (1934,65.50154876708984) (458,65.45984649658203) (313,65.44261169433594) (1684,65.39356231689453) (2546,65.3910140991211)
18: (959,66.4974594116211) (868,65.74908447265625) (227,65.69468688964844)* (1412,65.62435913085938) (1122,65.50042724609375) (234,65.45072174072266) (220,65.42743682861328)* (1249,65.02565002441406) (1104,64.87335205078125) (2346,64.72669982910156) (614,64.66563415527344) (192,64.6058120727539) (157,64.55686950683594) (1415,64.47041320800781) (159,64.4621353149414) (982,64.427001953125) (176,64.4092025756836) (599,64.3160171508789) (245,64.28827667236328) (7,64.2847900390625)
20: (2605,69.85100555419922) (2667,69.5219955444336) (603,69.11297607421875) (1222,69.02413940429688) (1226,69.00102233886719) (2676,68.84498596191406) (2668,68.830078125) (1745,68.72855377197266) (755,68.7088623046875)* (1418,68.69171142578125) (101,68.62274932861328) (107,68.56079864501953) (4863,68.54400634765625) (162,68.5244369506836) (154,68.16902160644531) (2702,68.1570053100586) (6582,68.14704895019531) (4734,68.12114715576172) (238,68.09851837158203) (3703,67.91851806640625)
21: (89,63.27471160888672)* (257,62.845916748046875) (161,62.59477233886719) (349,62.560707092285156) (913,62.49043273925781) (265,62.37172317504883) (386,62.34619903564453) (466,62.31669235229492)* (333,62.31089782714844) (294,62.2819709777832) (306,62.177467346191406)* (908,61.88546371459961) (291,61.883399963378906) (344,61.862091064453125) (323,61.73257064819336) (157,61.70650863647461) (290,61.694000244140625) (455,61.628177642822266) (326,61.608394622802734) (2094,61.579315185546875)
22: (1547,71.54634857177734) (1541,69.93978118896484) (953,69.91645812988281) (785,69.83545684814453) (2744,69.60409545898438) (779,69.58306884765625) (831,69.42550659179688)* (2143,69.41000366210938) (2971,69.40093994140625) (2211,69.3433837890625) (2586,69.27775573730469) (4504,69.25038146972656) (5667,69.16509246826172) (809,69.13604736328125)* (198,69.11457824707031) (4508,69.088134765625) (3028,69.0779037475586) (2970,68.93052673339844) (2576,68.9149169921875) (2955,68.88529968261719)
23: (154,66.88894653320312) (59,66.77923583984375) (1083,66.5859375) (1119,66.54169464111328) (441,66.36555480957031) (868,66.35997009277344)* (1707,66.3339614868164) (1534,66.17135620117188) (152,66.11004638671875)* (3280,66.095947265625) (429,66.04464721679688) (1418,65.9249038696289) (186,65.91560363769531) (81,65.88258361816406) (418,65.85370635986328) (1131,65.80158996582031) (227,65.66461944580078)* (1109,65.60211944580078) (1504,65.58576202392578) (515,65.5834732055664)
24: (67,68.11140441894531)* (67,68.11140441894531)* (157,67.10585021972656)* (289,66.824462890625)* (55,66.82132720947266)* (288,66.68273162841797)* (1934,66.66358184814453) (71,66.66018676757812) (71,66.66018676757812) (701,66.52459716796875) (906,66.50154876708984) (292,66.4978256225586) (295,66.49517059326172)* (294,66.49359893798828) (1243,66.45611572265625) (311,66.42508697509766) (2083,66.35986328125) (3488,66.14273834228516) (1464,66.10147857666016) (58,66.03034973144531)
25: (89,67.31230926513672)* (292,66.89092254638672)* (306,66.51189422607422) (349,66.36793518066406)* (300,66.35645294189453) (257,66.19746398925781) (333,66.00473022460938) (301,65.8149642944336) (291,65.81108093261719) (299,65.78192138671875) (265,65.54058074951172) (466,65.41038513183594) (523,65.33293914794922) (679,65.16545867919922) (161,65.13836669921875) (320,65.05770874023438) (461,65.03302001953125) (535,65.01919555664062) (285,65.00873565673828) (525,64.84058380126953)
26: (2343,70.0097885131836) (710,69.79352569580078) (918,69.74362182617188)* (1803,69.37618255615234) (1360,69.36429595947266) (1358,69.25694274902344) (724,69.2061767578125) (707,69.17668914794922)* (2787,69.09435272216797) (732,68.97235870361328) (176,68.89954376220703) (1249,68.70307159423828) (1513,68.69186401367188) (2838,68.66035461425781) (2790,68.59501647949219) (706,68.54135131835938) (954,68.47071075439453)* (4180,68.44257354736328) (1338,68.42803955078125) (1339,68.416015625)
27: (72,68.95134735107422) (72,68.95134735107422) (65,68.60188293457031) (65,68.60188293457031) (190,68.59931182861328) (154,68.3104019165039) (227,68.27400207519531) (63,68.26776885986328) (63,68.26776885986328) (163,68.13948822021484) (511,68.08871459960938) (959,67.9929428100586) (234,67.95332336425781) (159,67.83194732666016) (157,67.79557037353516) (1109,67.76988220214844) (173,67.65716552734375) (187,67.60403442382812) (1122,67.59086608886719) (220,67.42357635498047)
28: (67,64.69149017333984) (67,64.69149017333984) (1001,64.58696746826172)* (187,64.30877685546875) (1464,64.23355865478516) (157,64.19872283935547) (997,63.620121002197266)* (265,63.507469177246094) (89,63.42896270751953) (1014,63.27937698364258)* (289,63.26727294921875) (95,63.2236328125) (175,63.16510772705078) (98,63.11846160888672) (7136,63.09547805786133) (1885,62.99332809448242) (55,62.94521713256836) (3501,62.88536071777344) (2054,62.881553649902344) (3201,62.84793472290039)
29: (466,66.53350067138672)* (89,66.44734191894531)* (344,66.34733581542969) (461,66.08126068115234)* (289,66.0623550415039)* (681,65.96077728271484) (544,65.7980728149414) (295,65.42367553710938) (475,65.37713623046875) (306,65.28312683105469) (1673,65.2652359008789) (458,65.22139739990234) (486,65.11558532714844) (680,65.10579681396484) (1047,65.0548095703125) (377,64.99324798583984) (324,64.94023895263672) (540,64.90190887451172) (524,64.75617980957031) (1455,64.71959686279297)
30: (89,68.76323699951172)* (680,67.66211700439453)* (466,67.51339721679688) (701,67.49881744384766) (292,67.440673828125) (691,67.43557739257812) (679,67.34825134277344)* (681,67.32643127441406) (324,67.2658920288086) (306,67.21923065185547) (302,67.13059997558594) (67,66.94991302490234) (67,66.94991302490234) (191,66.90928649902344) (293,66.8678970336914) (349,66.77481079101562) (966,66.6918716430664)* (318,66.67433166503906)* (523,66.65194702148438) (342,66.6434555053711)
31: (1098,64.124267578125) (4308,63.87343215942383) (3183,63.6444206237793) (89,63.59873962402344) (1014,63.50599670410156) (4153,63.44989013671875) (187,63.38516616821289) (997,63.36006164550781) (423,63.21334457397461) (3201,63.17432403564453) (51,63.16603088378906) (55,63.10802459716797)* (539,63.04991149902344) (30,63.027130126953125)* (58,62.99763107299805) (58,62.99763107299805) (1885,62.99751663208008) (98,62.92502212524414) (3198,62.89083480834961) (1379,62.879764556884766)
32: (424,60.53740692138672) (229,60.4836311340332) (228,60.37141036987305) (1151,59.92243576049805) (432,59.878929138183594) (225,59.854896545410156) (207,59.85115051269531) (227,59.827327728271484)* (226,59.6363525390625) (716,59.46177291870117) (1376,59.374961853027344) (56,59.35568618774414) (56,59.35568618774414) (429,59.34736633300781)* (441,59.33701705932617)* (425,59.24618911743164) (436,59.23611831665039) (65,59.228424072265625) (65,59.228424072265625) (709,59.143043518066406)
33: (163,68.69448852539062) (506,68.2013931274414) (864,67.97187042236328) (72,67.90924835205078) (72,67.90924835205078) (3417,67.79497528076172) (1418,67.72472381591797) (1104,67.71603393554688) (238,67.71562194824219) (631,67.68409729003906) (162,67.67919158935547) (603,67.67802429199219) (152,67.5768051147461)* (1726,67.56941986083984) (370,67.5645751953125) (186,67.51032257080078) (154,67.30309295654297) (4316,67.274658203125) (1743,67.23602294921875) (1707,67.12686920166016)
34: (154,69.23990631103516) (88,68.13407897949219) (72,68.0643081665039)* (72,68.0643081665039)* (159,67.9970703125) (429,67.95953369140625) (1122,67.89636993408203) (715,67.68863677978516) (511,67.63610076904297)* (190,67.48023223876953) (56,67.41756439208984) (56,67.41756439208984) (3057,67.41621398925781) (81,67.40628051757812) (65,67.34428405761719) (65,67.34428405761719) (238,67.20693969726562) (859,67.19631958007812) (868,67.14057922363281) (1098,67.09049987792969)
35: (2289,69.7012939453125) (2026,69.66742706298828) (1504,69.60042572021484) (6151,69.22241973876953) (1709,69.01545715332031) (418,68.98408508300781) (752,68.9305419921875) (3299,68.87466430664062) (6167,68.86526489257812) (1418,68.8431396484375) (2470,68.83509826660156) (6161,68.67272186279297) (2542,68.58566284179688) (1888,68.55195617675781) (3280,68.54806518554688) (11962,68.48837280273438) (3259,68.42112731933594) (859,68.39665985107422) (599,68.31041717529297) (1423,68.2729263305664)
36: (209,69.95748901367188)* (498,69.89118194580078) (1672,69.59256744384766) (1195,69.3779525756836)* (2850,69.318115234375) (1541,69.30138397216797) (486,69.29879760742188) (230,69.0734634399414)* (1246,69.00773620605469) (412,68.99678802490234) (2959,68.97529602050781) (6453,68.88127899169922) (1043,68.84481048583984)* (492,68.8199691772461) (693,68.74012756347656) (377,68.70361328125) (5065,68.66365814208984) (507,68.59443664550781) (1183,68.58946990966797)* (4262,68.5663070678711)
37: (1418,71.35874938964844) (162,70.66515350341797) (3417,70.62034606933594) (154,70.20236206054688) (163,70.00297546386719) (418,69.81595611572266) (605,69.80677795410156) (748,69.71475982666016) (603,69.67552947998047) (632,69.57112121582031) (2605,69.34432220458984) (238,69.18405151367188) (756,69.151611328125) (864,69.12947845458984) (977,69.11145782470703) (197,69.09587097167969) (881,69.04547119140625) (6151,68.99247741699219) (755,68.98014068603516) (1123,68.9486312866211)
38: (220,61.08482360839844) (190,61.02556610107422)* (234,60.93831253051758) (706,60.69466781616211) (424,60.61501693725586) (89,60.4951057434082)* (903,60.48435974121094) (230,60.419193267822266) (67,60.40623474121094) (67,60.40623474121094) (157,60.3582763671875) (498,60.34186553955078)* (228,60.245697021484375)* (207,60.21973419189453) (475,60.17670822143555) (1412,60.176273345947266) (1513,60.170082092285156) (154,60.091064453125) (377,59.8475456237793) (306,59.844810485839844)*
39: (4271,68.79512786865234) (11,68.39521789550781) (370,68.27494812011719) (1104,68.26715087890625) (1124,68.13719177246094) (841,67.96430206298828)* (506,67.85099029541016) (25,67.73190307617188) (1132,67.72720336914062) (6,67.68319702148438) (15,67.61936950683594) (34,67.58182525634766) (936,67.5135498046875) (6258,67.39322662353516) (1913,67.3803939819336) (3531,67.3427734375) (3886,67.32217407226562) (917,67.27625274658203) (3806,67.27103424072266) (3417,67.1982192993164)
40: (11194,66.9653091430664) (6881,66.78971862792969) (41,66.7298355102539) (37,66.65296173095703) (49,66.58084106445312) (6878,66.56905364990234) (1793,66.34537506103516) (1277,66.30159759521484) (11186,66.26937866210938) (72,66.15547180175781) (72,66.15547180175781) (39,66.06719207763672) (19,66.012939453125) (1294,66.00325775146484)* (175,65.98889923095703) (7512,65.9285888671875) (5715,65.86872863769531) (6760,65.85420227050781) (3562,65.7242431640625) (7521,65.70488739013672)
41: (4180,71.09521484375) (841,70.49372863769531) (2343,70.02960968017578) (1803,69.80924987792969) (923,69.70790100097656) (4286,69.70732879638672) (710,69.68726348876953) (954,69.63745880126953)* (956,69.62786102294922) (952,69.44294738769531) (2838,69.41947174072266) (4680,69.3984146118164) (724,69.39479064941406) (3474,69.32537841796875) (1523,69.29121398925781) (4270,69.28164672851562) (707,69.24394989013672) (2360,69.11190795898438) (4460,69.04666900634766) (1808,68.98848724365234)
42: (229,66.1391372680664)* (697,64.68648529052734) (316,64.64691162109375) (546,64.50978088378906) (89,64.43681335449219)* (56,64.34294128417969) (56,64.34294128417969) (1243,64.30821990966797) (533,64.30579376220703) (1048,64.30425262451172)* (498,64.28374481201172) (538,64.24867248535156)* (2544,64.22876739501953) (1090,64.0978012084961)* (72,64.0616683959961) (72,64.0616683959961) (67,64.05416870117188) (67,64.05416870117188) (486,64.0124740600586) (903,63.997413635253906)
43: (757,60.341766357421875)* (70,60.02274703979492)* (1401,60.01296615600586)* (173,59.94828796386719) (425,59.63929748535156) (2083,59.63631820678711) (67,59.58346939086914) (67,59.58346939086914) (1978,59.573184967041016) (1379,59.55516052246094) (72,59.44007873535156) (72,59.44007873535156) (703,59.43083572387695) (526,59.4146614074707) (229,59.25999450683594)* (1941,59.19136428833008) (1055,59.18885040283203) (4028,59.169097900390625) (157,59.15425491333008) (1713,59.01502227783203)
44: (1412,66.64990997314453)* (868,66.4928970336914)* (1513,66.05720520019531) (234,65.84952545166016)* (1110,65.7325210571289) (154,65.67322540283203) (599,65.48219299316406) (1639,65.46214294433594) (707,65.44740295410156)* (212,65.4212417602539) (859,65.3916244506836) (959,65.35971069335938) (607,65.21630096435547) (4675,65.17530822753906) (863,65.14226531982422) (429,65.11091613769531) (735,65.01203918457031)* (920,64.83706665039062) (1206,64.83075714111328) (2343,64.79170227050781)
45: (295,64.474609375)* (289,64.36978149414062)* (913,64.19725036621094) (67,63.955989837646484) (67,63.955989837646484) (157,63.76513671875) (257,63.61842346191406) (349,63.503448486328125)* (299,63.4969367980957) (161,63.3797721862793)* (907,63.326236724853516) (475,63.15669250488281) (294,63.11467742919922) (55,63.004844665527344) (468,62.99479675292969) (461,62.953521728515625)* (327,62.78346252441406) (386,62.75542449951172) (466,62.70708465576172)* (317,62.68060302734375)
46: (466,63.48949432373047)* (544,62.58781814575195) (55,62.55268859863281) (701,62.54404830932617)* (523,62.42659378051758) (344,62.417118072509766)* (352,62.3930778503418)* (67,62.39230728149414) (67,62.39230728149414) (318,62.29953384399414) (528,62.162391662597656) (257,62.122032165527344) (531,62.07982635498047) (543,61.998802185058594) (293,61.799171447753906) (386,61.74394226074219) (310,61.72753143310547) (1042,61.49800109863281)* (790,61.37932205200195) (320,61.31450271606445)*
47: (89,63.39603042602539) (289,63.310115814208984)* (300,63.28594970703125)* (288,63.10942459106445)* (295,62.974998474121094) (679,62.53477096557617) (67,62.49647521972656) (67,62.49647521972656) (306,62.49486541748047) (701,62.2619743347168)* (55,62.26181411743164) (544,62.09326171875) (352,61.48806381225586) (349,61.4506721496582) (528,61.17610549926758) (157,61.16514587402344) (328,61.15795135498047) (704,61.01694107055664) (531,61.00453186035156) (1037,60.98074722290039)*
48: (295,65.8280258178711)* (1243,65.79012298583984) (316,65.77337646484375) (55,65.74860382080078)* (2523,65.74688720703125) (292,65.72180938720703) (300,65.58467864990234)* (257,65.57431030273438) (302,65.57390594482422) (333,65.44637298583984) (97,65.42369079589844) (306,65.36161041259766) (1556,65.31919860839844) (310,65.23031616210938) (903,65.20059967041016) (261,65.15828704833984) (1771,65.13910675048828) (294,65.03507995605469) (349,65.00293731689453) (155,64.93017578125)
49: (67,68.70584869384766) (67,68.70584869384766) (295,68.0550308227539) (292,67.93865203857422) (2083,67.84950256347656) (300,67.6243896484375) (55,67.53295135498047) (257,67.49418640136719) (310,67.47038269042969)* (157,67.43732452392578) (333,67.40771484375) (548,67.40664672851562) (697,67.36325073242188) (294,67.3446044921875) (423,67.31051635742188) (301,67.26842498779297) (331,67.21751403808594) (306,67.20755767822266)* (679,67.06690216064453) (302,67.0501937866211)
50: (154,58.956581115722656) (190,58.503395080566406) (65,58.258174896240234)* (65,58.258174896240234)* (229,58.018707275390625)* (716,57.91889572143555) (234,57.84939193725586) (429,57.67825698852539)* (709,57.5986328125)* (425,57.44207763671875) (226,57.420013427734375) (203,57.36301040649414) (436,57.360477447509766) (88,57.347618103027344) (199,57.284236907958984) (225,57.23754119873047) (1400,57.21147537231445) (432,57.105403900146484) (182,57.104515075683594) (56,56.90242385864258)*
51: (1358,69.19002532958984)* (843,68.73494720458984) (949,68.55267333984375)* (1372,68.07431030273438) (710,68.07111358642578) (1110,67.91419982910156) (2343,67.88655090332031) (956,67.87272644042969) (1992,67.85421752929688) (1257,67.74635314941406)* (920,67.74483489990234) (1348,67.66902160644531) (821,67.63594818115234) (953,67.56533813476562) (943,67.52556610107422) (1338,67.4587631225586) (1337,67.31497192382812)* (3470,67.2876205444336) (1364,67.27159118652344)* (724,67.2552261352539)
52: (475,68.11237335205078) (4508,67.78052520751953) (377,67.2225570678711) (4503,67.1881103515625) (230,67.04659271240234) (198,67.01960754394531) (814,66.80453491210938) (779,66.55125427246094) (503,66.41398620605469) (2236,66.3789291381836) (2247,66.36176300048828) (1613,66.32295227050781) (842,66.25675201416016) (278,65.99893951416016) (498,65.98384857177734) (6618,65.98284912109375) (2955,65.9069595336914) (850,65.87329864501953) (1455,65.76164245605469) (5041,65.75196838378906)
53: (288,63.816585540771484)* (289,63.66817092895508)* (295,63.491455078125) (306,63.44892120361328)* (1037,63.440093994140625) (466,63.177345275878906)* (1444,63.013710021972656) (2092,62.93132781982422) (10429,62.887454986572266) (907,62.8468017578125) (317,62.80959701538086) (502,62.78453826904297) (327,62.60578155517578) (328,62.530033111572266) (5988,62.46691131591797) (461,62.41069030761719) (1455,62.36646270751953) (468,62.30390930175781) (544,62.24091339111328) (55,62.19826126098633)*
54: (89,64.59242248535156) (295,64.57756805419922) (288,64.55794525146484)* (301,64.37779235839844) (294,64.3216552734375) (157,64.25089263916016) (257,64.24264526367188) (306,64.21431732177734) (285,64.01809692382812) (302,63.98073959350586) (300,63.947044372558594) (913,63.886085510253906)* (299,63.81996154785156)* (907,63.47185516357422) (535,63.294883728027344)* (320,63.28166961669922)* (314,63.19758605957031) (1934,63.002899169921875) (679,62.98208999633789) (332,62.976043701171875)
55: (617,70.27153015136719) (3357,70.19705963134766) (3227,70.08509826660156) (1963,69.90245056152344) (2921,69.53144073486328) (271,69.4689712524414) (1952,69.43963623046875) (1979,69.41361236572266) (1622,69.40937042236328)* (1946,69.38536071777344) (2226,69.24070739746094) (6321,69.21924591064453) (527,69.17182922363281) (6343,68.98294830322266) (2252,68.97029876708984) (2923,68.89802551269531) (250,68.7669906616211) (6336,68.75789642333984) (88,68.7463150024414) (475,68.73992919921875)
56: (3740,68.04519653320312) (2364,67.65807342529297) (1206,67.51239776611328) (3746,67.50590515136719) (2373,67.34786987304688) (10401,67.15921783447266) (3744,67.00819396972656) (4164,67.00614929199219) (4823,66.94149017333984) (3455,66.83204650878906) (4834,66.80780792236328) (5638,66.80258178710938) (190,66.62940979003906) (422,66.5651626586914) (227,66.54986572265625) (2372,66.507568359375) (840,66.50341033935547) (226,66.5008773803711) (4457,66.4965591430664) (4800,66.47728729248047)
57: (333,63.733802795410156)* (461,63.615318298339844) (681,63.475101470947266) (544,62.93623352050781) (680,62.865543365478516) (679,62.74824905395508) (458,62.74782180786133) (524,62.578487396240234) (325,62.53982925415039) (209,62.48805236816406) (687,62.4411506652832) (1047,62.43797302246094) (324,62.366519927978516) (540,62.25669860839844) (306,62.23743438720703) (321,62.19820022583008) (302,62.18064880371094) (1246,62.17200469970703)* (475,62.05406188964844)* (377,61.948909759521484)*
58: (681,66.83753967285156)* (300,66.23214721679688)* (458,66.2125473022461) (289,66.12200927734375)* (288,66.05101776123047)* (793,66.01911163330078) (1659,65.87357330322266) (679,65.84647369384766) (466,65.82740783691406)* (2080,65.8202133178711) (89,65.77631378173828)* (646,65.60409545898438) (464,65.50406646728516) (1428,65.41619110107422) (685,65.35498809814453) (4474,65.34243774414062) (302,65.1361083984375)* (1447,65.13165283203125) (701,65.07199096679688) (790,65.03937530517578)
59: (1104,65.8759994506836)* (233,65.65821075439453)* (154,64.8909912109375) (506,64.88736724853516) (173,64.82939910888672) (1099,64.55268096923828) (234,64.42008209228516) (163,64.36190795898438) (1707,64.26190185546875)* (1098,64.24729919433594)* (1109,64.06021118164062) (512,64.04327392578125)* (1394,63.974273681640625) (81,63.8828010559082) (3901,63.82332229614258) (159,63.73972702026367) (181,63.73662567138672) (152,63.732017517089844) (162,63.727027893066406) (370,63.68052291870117)
60: (444,67.68815612792969) (9727,67.68643188476562) (107,67.49839782714844) (3411,67.48322296142578) (757,67.46683502197266) (2605,67.4412612915039) (2676,67.41940307617188) (4230,67.29981994628906) (632,67.2948226928711) (154,67.27393341064453) (6582,67.2352294921875) (3902,67.19606018066406) (1983,67.07044982910156) (15499,67.06671142578125) (7382,66.95924377441406) (7665,66.95780944824219) (6217,66.90573120117188) (81,66.82962799072266) (5543,66.8104248046875) (1117,66.78650665283203)
