userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,52.11122512817383) (187,51.821678161621094) (51,51.41986083984375)* (4308,51.07745361328125) (1014,50.92869186401367) (3768,50.915035247802734) (993,50.868438720703125) (59,50.8302001953125)* (3201,50.75776290893555) (1073,50.625492095947266) (1892,50.50539016723633) (1713,50.48345184326172) (1098,50.47909164428711) (1394,50.4178352355957) (7885,50.338233947753906) (1013,50.29681396484375) (3501,50.20347213745117) (1062,50.1833610534668) (998,50.125022888183594) (157,50.082603454589844)
16: (375,52.9156608581543) (289,52.83350372314453) (388,52.271446228027344) (288,52.188453674316406) (669,52.174400329589844)* (972,52.114315032958984) (701,52.09203338623047) (292,52.039363861083984) (3982,52.01455307006836) (3324,51.972206115722656) (295,51.96108627319336) (479,51.83936309814453) (2102,51.83464050292969) (2094,51.83062744140625) (1114,51.78422546386719) (4880,51.74619674682617) (4558,51.70077896118164) (2076,51.69464874267578) (354,51.63008499145508) (300,51.617313385009766)
17: (333,58.078285217285156) (300,58.04348373413086)* (797,57.39280319213867) (321,57.36766052246094) (701,57.23609924316406)* (1034,57.16239929199219) (793,57.104740142822266) (291,57.08388900756836) (1934,56.99205017089844) (1684,56.96834945678711) (1047,56.90382385253906) (528,56.8994255065918)* (2546,56.89341354370117) (302,56.886051177978516) (292,56.80752182006836)* (471,56.76282501220703) (2801,56.755802154541016) (458,56.74768829345703) (790,56.70994186401367) (524,56.648284912109375)
18: (959,63.37775421142578) (1249,62.95600509643555) (176,62.570831298828125) (227,62.46577453613281)* (220,62.110984802246094)* (1244,62.05107498168945) (11455,61.96174240112305) (868,61.95960235595703) (1412,61.83836364746094) (2346,61.703941345214844) (157,61.66224670410156) (2786,61.60554885864258) (2343,61.51101303100586) (1415,61.46778106689453) (234,61.44374465942383) (917,61.4368896484375) (951,61.26499557495117) (180,61.09434127807617) (2558,60.991825103759766) (1126,60.92430114746094)
20: (1745,60.23569869995117) (1222,60.1641845703125) (162,59.91748046875) (1418,59.644195556640625) (603,59.63782501220703) (2667,59.49620056152344) (2605,59.47599411010742) (2702,59.4035758972168) (107,59.39463424682617) (1226,59.34963607788086) (1401,59.3436279296875) (1752,59.32224655151367) (3686,59.013771057128906) (9672,58.98103713989258) (9783,58.97574234008789) (6582,58.953887939453125) (4863,58.90760040283203) (2693,58.848209381103516) (616,58.82661437988281) (2668,58.77322006225586)
21: (89,57.969547271728516)* (2523,57.211456298828125) (291,57.17176055908203) (333,57.073299407958984) (349,56.91343688964844) (466,56.87892532348633)* (455,56.865638732910156) (2021,56.7967643737793) (157,56.71184158325195) (909,56.668453216552734) (790,56.63703536987305)* (350,56.62399673461914) (906,56.60676956176758) (257,56.478519439697266) (344,56.46931838989258) (3557,56.417301177978516) (544,56.40971374511719) (354,56.386451721191406) (972,56.35338592529297) (161,56.3374137878418)
22: (779,60.285736083984375) (835,59.85987854003906)* (5100,59.50174331665039) (1541,59.28868865966797) (1861,59.08882522583008) (4178,59.043148040771484) (923,58.99763488769531) (4971,58.96574401855469) (2963,58.94782257080078) (2209,58.90338897705078) (6129,58.82826232910156) (500,58.785972595214844) (2190,58.77935028076172) (2143,58.68565368652344) (2961,58.670345306396484) (12,58.64370346069336) (809,58.57472229003906)* (2970,58.5267333984375) (6818,58.50564956665039) (25,58.46614456176758)
23: (868,54.7756233215332)* (59,54.291358947753906) (441,54.114864349365234) (1412,54.08868408203125) (227,54.044639587402344)* (857,53.86562728881836)* (614,53.84850311279297) (1083,53.835296630859375) (429,53.82525634765625) (234,53.686885833740234) (1119,53.6577262878418) (1131,53.57888412475586) (5237,53.531105041503906) (959,53.506126403808594) (1534,53.415809631347656) (154,53.3935432434082) (1122,53.24864959716797) (1707,53.21561813354492) (603,53.188385009765625) (856,53.069190979003906)*
24: (67,53.35478973388672)* (67,53.35478973388672)* (55,52.994895935058594)* (289,52.61544418334961)* (1243,52.568546295166016) (679,52.28661346435547) (97,52.21550369262695) (157,52.13933181762695)* (292,52.04408264160156) (1934,52.03981018066406) (701,52.00589370727539) (295,51.929534912109375)* (2523,51.81875228881836) (340,51.79426193237305)* (1556,51.77135467529297) (288,51.762351989746094)* (4704,51.54519271850586) (2521,51.45903015136719) (1464,51.3956184387207) (306,51.360267639160156)
25: (292,56.61460876464844)* (89,56.44585418701172)* (349,56.00598907470703)* (299,55.8591423034668) (300,55.8426628112793) (257,55.727294921875) (306,55.5190315246582) (333,55.434112548828125) (291,55.39651870727539) (466,55.23735809326172) (301,54.95775604248047) (161,54.73964309692383) (972,54.671504974365234) (285,54.67078399658203) (525,54.41273880004883) (679,54.362178802490234) (544,54.30608367919922) (265,54.302711486816406) (461,54.30143737792969) (535,54.299949645996094)
26: (918,66.2982406616211)* (1350,66.05186462402344) (707,65.99699401855469)* (1338,65.74406433105469) (710,65.66886138916016) (706,65.62567138671875) (843,65.61544799804688) (1132,65.60527038574219) (1249,65.58060455322266) (1654,65.55195617675781) (176,65.42487335205078) (1339,65.39851379394531) (4087,65.38044738769531) (1358,65.37674713134766) (724,65.36292266845703) (10460,65.26309967041016) (1343,65.23609924316406) (506,65.22269439697266) (188,65.19330596923828) (2372,65.1231689453125)
27: (1705,66.0472183227539) (227,65.84520721435547) (1121,65.69329833984375) (157,65.66465759277344) (67,65.3935546875)* (67,65.3935546875)* (930,65.3807373046875) (190,65.37567138671875) (3462,65.32624816894531) (89,65.32567596435547) (72,65.29180908203125) (72,65.29180908203125) (722,65.29170989990234) (7,65.23675537109375) (63,65.22322082519531) (63,65.22322082519531) (378,65.212158203125) (65,65.10720825195312) (65,65.10720825195312) (2044,65.09943389892578)
28: (1001,39.24774169921875)* (75,38.88191223144531) (75,38.88191223144531) (9869,38.83320617675781) (877,38.79912185668945) (187,38.644325256347656) (1379,38.57289123535156) (1014,38.34400177001953)* (3183,38.28117752075195) (1713,38.167537689208984) (3768,38.082862854003906) (67,38.005760192871094) (67,38.005760192871094) (157,37.97306823730469) (4308,37.915283203125) (999,37.91286849975586)* (5000,37.900760650634766) (1885,37.847660064697266) (3501,37.8233642578125) (997,37.73267364501953)*
29: (377,54.76673889160156) (89,54.75959396362305)* (461,54.759422302246094)* (466,54.53801727294922)* (289,54.486419677734375)* (321,54.47066879272461) (486,54.4324951171875) (1246,54.42250061035156) (1455,54.323509216308594) (544,54.28313064575195) (1673,54.22314453125) (344,54.08426284790039) (1043,54.046852111816406)* (2080,53.986087799072266) (295,53.936859130859375) (458,53.85496139526367) (680,53.81520462036133) (1045,53.80647659301758)* (1047,53.769344329833984) (306,53.75528335571289)
30: (89,62.40208435058594)* (466,61.61427688598633) (292,61.559600830078125) (302,61.26508712768555) (679,61.21117401123047)* (67,61.1247673034668) (67,61.1247673034668) (544,61.081443786621094) (701,60.9607048034668) (790,60.9212532043457) (681,60.85688781738281) (680,60.69709396362305)* (686,60.58985900878906) (318,60.534454345703125)* (306,60.532470703125) (55,60.46047592163086) (802,60.321861267089844) (464,60.286808013916016) (161,60.211734771728516) (257,60.18672561645508)
31: (38,49.633880615234375) (1713,49.45522689819336) (4308,49.421104431152344) (3768,49.335453033447266) (1885,49.1673469543457) (3183,49.13926696777344) (51,48.9770622253418) (1014,48.87621307373047) (1379,48.736106872558594) (1072,48.43675994873047)* (153,48.41298294067383) (1394,48.300453186035156) (187,48.27638626098633) (9869,48.22539520263672) (75,48.178321838378906) (75,48.178321838378906) (64,48.16190719604492) (64,48.16190719604492) (7885,48.146549224853516) (8048,48.102386474609375)
32: (424,41.5257682800293) (207,41.39509582519531) (969,41.08460998535156) (203,40.97109603881836)* (229,40.96470642089844) (228,40.920650482177734) (65,40.71796417236328) (65,40.71796417236328) (225,40.70475387573242) (982,40.662349700927734) (709,40.59093475341797) (227,40.4439582824707)* (716,40.40644454956055) (441,40.28397750854492)* (436,40.24908447265625) (1400,40.220401763916016) (2821,40.10986328125) (1151,40.06899642944336) (432,40.02177047729492) (428,40.020912170410156)*
33: (506,69.85132598876953) (1743,69.51939392089844) (162,69.31045532226562) (4887,68.85906982421875) (1226,68.8192138671875) (152,68.31480407714844)* (63,68.30555725097656) (63,68.30555725097656) (81,68.17162322998047) (194,68.15320587158203) (163,68.15087890625) (238,68.08705139160156) (154,68.0101547241211) (3405,67.85774230957031) (186,67.79405212402344) (2312,67.75167083740234) (174,67.74986267089844) (227,67.71382141113281) (447,67.66401672363281) (3877,67.40132141113281)
34: (159,62.489593505859375) (72,62.06531524658203)* (72,62.06531524658203)* (229,61.95707702636719)* (986,61.86627197265625) (154,61.725425720214844) (172,61.724849700927734) (429,61.66363525390625) (88,61.53936004638672) (1098,61.46878433227539) (190,61.4177360534668) (56,61.342262268066406) (56,61.342262268066406) (961,61.24674606323242) (511,61.17192459106445)* (65,61.16123580932617) (65,61.16123580932617) (173,61.09937286376953)* (1121,61.054847717285156) (3057,60.924869537353516)
35: (3805,62.75664520263672) (6759,62.64162826538086) (2771,62.57436752319336) (1418,62.412925720214844) (752,62.30622482299805) (11604,62.2231559753418) (2573,62.0703125) (751,62.06758117675781) (10831,61.884193420410156) (6906,61.87843704223633) (3810,61.6438102722168) (2281,61.53261947631836) (1732,61.44889831542969) (3809,61.37113571166992) (629,61.328224182128906) (3694,61.25343704223633) (2579,61.24032974243164) (9260,61.21421432495117) (6579,61.14842224121094) (1423,61.10464859008789)
36: (498,57.19577407836914) (1541,56.884361267089844) (1188,56.62586212158203)* (5969,56.589473724365234) (1678,56.41014099121094) (2959,56.35935592651367) (492,56.17204284667969) (377,56.16267395019531) (693,56.15050506591797) (1853,56.1339225769043) (1195,56.0836296081543)* (1246,56.01629638671875) (209,55.983455657958984)* (1670,55.964778900146484) (1868,55.90849304199219) (2618,55.89923858642578) (2432,55.88795852661133) (2850,55.88521194458008) (1672,55.814212799072266) (486,55.784549713134766)
37: (7148,68.74311828613281) (1123,68.49828338623047) (2459,68.11920166015625) (592,68.0936050415039) (3531,68.04438781738281) (9125,67.95075225830078) (1708,67.8701400756836) (910,67.72684478759766) (3886,67.59786224365234) (861,67.4083251953125) (610,67.38823699951172) (3443,67.35481262207031) (3438,67.32698059082031) (3444,67.32252502441406) (197,67.2708969116211) (3434,67.27066802978516) (3417,67.24183654785156) (12051,67.23606872558594) (1491,67.22034454345703) (605,67.1945571899414)
38: (220,46.94658279418945) (424,46.88732147216797) (190,46.72223663330078)* (230,46.55447769165039) (228,46.407196044921875)* (207,46.365909576416016) (234,46.27947998046875) (706,46.20866394042969) (903,45.73418045043945) (498,45.68753433227539)* (1807,45.676170349121094) (716,45.65658187866211) (538,45.553043365478516) (1246,45.53920364379883)* (2788,45.505859375) (154,45.432403564453125) (486,45.4290771484375)* (89,45.39128112792969)* (377,45.38166809082031) (173,45.375526428222656)
39: (370,55.662437438964844) (15,55.09618377685547) (841,55.08006286621094)* (11,54.86250305175781) (949,54.8587760925293) (41,54.799102783203125) (6,54.631103515625) (2763,54.46346664428711) (1214,54.44916534423828) (917,54.43161392211914) (821,54.35050582885742) (4271,54.30977249145508) (1358,54.18912887573242) (1366,54.087738037109375) (843,54.070587158203125)* (3806,54.010135650634766) (3940,53.923133850097656) (25,53.814491271972656) (188,53.812843322753906) (1369,53.76099395751953)
40: (9,46.78325653076172) (13,45.87479019165039) (1277,45.85547637939453) (1303,45.83079528808594)* (2,45.75053405761719) (4876,45.74903106689453) (34,45.53518295288086)* (49,45.41146469116211) (6547,45.41097640991211) (17,45.36262893676758) (487,45.3452033996582) (3551,45.31186294555664) (6875,45.27959060668945) (3087,45.25278091430664) (36,45.180931091308594) (6548,45.17919158935547) (1253,45.16952896118164) (6881,45.15974044799805) (153,45.06239318847656) (5581,45.01759719848633)
41: (841,60.56808853149414) (710,59.616336822509766) (2838,59.54637908935547) (2342,59.52799606323242) (3470,59.26787567138672) (1808,59.266845703125) (732,59.1988639831543) (1803,59.0936164855957) (2787,59.079219818115234) (954,59.07426834106445)* (2341,59.05579376220703) (724,59.036556243896484) (949,58.9608268737793) (956,58.956886291503906) (4180,58.92070388793945) (2343,58.90597152709961) (176,58.82269287109375) (5157,58.792911529541016) (843,58.775447845458984)* (940,58.75498962402344)
42: (903,59.35258483886719) (89,59.27973175048828)* (229,59.248924255371094)* (298,59.0907096862793) (2544,58.852867126464844) (316,58.816383361816406) (498,58.72768020629883) (333,58.71064376831055) (300,58.5069465637207) (3057,58.39457702636719) (697,58.370059967041016) (67,58.361236572265625) (67,58.361236572265625) (207,58.302730560302734) (486,58.238338470458984) (1098,58.18330383300781) (1048,58.11443328857422)* (362,58.06940460205078) (71,58.03622817993164) (71,58.03622817993164)
43: (72,51.63323211669922) (72,51.63323211669922) (1379,51.55390548706055) (526,51.40232849121094) (229,51.199222564697266)* (1075,51.1661491394043) (757,51.04566955566406)* (70,51.007572174072266)* (173,51.006874084472656) (1983,50.889827728271484) (6915,50.76112365722656) (4725,50.74202346801758) (969,50.734188079833984) (67,50.70287322998047) (67,50.70287322998047) (1062,50.660831451416016) (2149,50.63253402709961) (9766,50.63153076171875) (2602,50.60978317260742) (228,50.54261016845703)
44: (1412,60.143402099609375)* (707,59.66798400878906)* (1110,59.628536224365234) (1639,59.57111358642578) (868,59.53186798095703)* (843,59.208560943603516) (212,59.110870361328125) (1425,58.811126708984375)* (607,58.75314712524414) (841,58.704917907714844) (959,58.626766204833984) (188,58.40629196166992) (1813,58.347747802734375) (4675,58.30593490600586) (856,58.301177978515625) (735,58.24716567993164)* (920,58.242794036865234) (1131,58.23378372192383)* (234,58.215309143066406)* (2853,58.10652542114258)
45: (289,62.10591506958008)* (295,62.01264953613281)* (291,61.23603057861328)* (67,61.21053695678711) (67,61.21053695678711) (349,61.198184967041016)* (299,61.12920379638672) (466,61.11236572265625)* (257,61.09062957763672) (475,60.96120834350586) (161,60.91095733642578)* (907,60.876747131347656) (55,60.61305618286133) (461,60.52763366699219)* (344,60.48785400390625) (328,60.448970794677734) (290,60.42391586303711) (318,60.32060241699219) (386,60.311397552490234) (294,60.269588470458984)
46: (466,54.53452682495117)* (543,54.1032600402832) (257,54.081668853759766) (544,54.05302429199219) (701,53.972740173339844)* (1042,53.862144470214844)* (318,53.6263542175293) (531,53.535560607910156) (2548,53.53205108642578) (528,53.48493957519531) (1452,53.47512435913086)* (468,53.461769104003906) (55,53.43299865722656) (4814,53.42946243286133) (1456,53.42427062988281)* (2020,53.34560775756836) (317,53.3425407409668) (344,53.30644989013672)* (523,53.275875091552734) (352,53.236572265625)*
47: (89,57.575172424316406) (289,57.50664520263672)* (300,57.395748138427734)* (288,57.240135192871094)* (295,57.03178024291992) (679,56.79452133178711) (701,56.490867614746094)* (67,56.460357666015625) (67,56.460357666015625) (55,56.25669860839844) (544,56.20859146118164) (306,56.17837142944336) (349,55.67713928222656) (321,55.45368576049805) (2801,55.401275634765625) (646,55.39402770996094) (528,55.236820220947266) (352,55.18614196777344) (455,55.178062438964844)* (704,55.14363479614258)
48: (1771,62.12485885620117) (253,61.569366455078125) (5458,61.4818115234375) (261,61.40882110595703) (6721,61.37678909301758) (3460,61.317665100097656) (316,61.24148941040039) (725,61.13082504272461) (184,61.02703094482422) (2067,60.94432067871094) (6777,60.89912414550781) (6722,60.88334274291992) (1556,60.84049987792969) (2031,60.686405181884766) (3763,60.6701545715332) (97,60.664024353027344) (11445,60.64966583251953) (641,60.645111083984375) (903,60.62333679199219) (7452,60.611270904541016)
49: (374,54.86997604370117) (3193,54.372196197509766) (4923,54.372108459472656) (67,54.262088775634766) (67,54.262088775634766) (3185,54.16631317138672) (886,54.08165740966797) (2510,53.83967590332031) (2071,53.68068313598633) (9032,53.584617614746094) (2086,53.51077651977539) (970,53.478538513183594) (300,53.443572998046875) (467,53.44036865234375) (4704,53.438228607177734) (4257,53.429901123046875) (4920,53.4261589050293) (157,53.4173469543457) (333,53.384605407714844) (679,53.339412689208984)
50: (229,47.057777404785156)* (190,46.851318359375) (65,46.79349899291992)* (65,46.79349899291992)* (154,46.71549606323242) (203,46.674156188964844) (234,46.67261505126953) (716,46.6658935546875) (709,46.507015228271484)* (230,46.300209045410156)* (225,46.28093719482422) (511,45.933509826660156)* (1239,45.927982330322266) (436,45.895565032958984) (1988,45.63996505737305) (2539,45.639060974121094) (226,45.60054016113281) (3400,45.537174224853516) (182,45.521724700927734) (429,45.52079391479492)*
51: (1358,59.65968704223633)* (843,59.454078674316406) (949,58.963077545166016)* (710,58.32112503051758) (1803,58.289581298828125) (2343,58.23390197753906) (1364,58.184669494628906)* (732,58.076934814453125) (920,57.79035186767578) (2342,57.790225982666016) (3445,57.7879638671875) (724,57.77763748168945) (953,57.77574157714844) (1372,57.7609748840332) (1254,57.677085876464844) (1366,57.644813537597656) (1206,57.61461639404297) (6,57.566925048828125) (2347,57.541358947753906) (1257,57.50144958496094)*
52: (5066,67.8151626586914) (2850,67.58918762207031) (4346,67.2507553100586) (779,66.98738098144531) (4324,66.77002716064453) (10320,66.7373046875) (1192,66.73106384277344) (2586,66.7265396118164) (498,66.59103393554688) (814,66.54267883300781) (808,66.46287536621094) (5306,66.39112091064453) (823,66.35375213623047) (813,66.30909729003906) (1541,66.30035400390625)* (1672,66.22966003417969) (45,66.13661193847656) (1548,66.13240814208984)* (1186,66.10318756103516) (1206,66.07798767089844)
53: (288,56.76055145263672)* (289,56.75557327270508)* (1449,56.57733917236328) (10429,56.57386779785156) (9684,56.54498291015625) (2092,56.53818130493164) (295,56.393585205078125) (1444,56.29861068725586) (5678,56.17947769165039) (1057,56.1723747253418) (466,56.14809036254883)* (502,55.97249221801758) (2990,55.961891174316406) (349,55.9494743347168)* (308,55.94569396972656) (328,55.86995315551758) (327,55.84239959716797) (907,55.81621170043945) (299,55.80031204223633) (306,55.79056930541992)*
54: (295,55.799015045166016) (288,55.603355407714844)* (285,55.531742095947266) (257,55.51961135864258) (89,55.458316802978516) (301,55.32578659057617) (157,55.28046417236328) (302,55.20524597167969) (299,55.18840026855469)* (306,55.07601547241211) (913,54.85676956176758)* (294,54.65800857543945) (300,54.656959533691406) (320,54.38019561767578)* (340,54.26430892944336) (889,54.24446487426758) (535,54.178382873535156)* (251,54.177127838134766) (314,54.176002502441406) (679,54.11123275756836)
55: (2698,59.63126754760742) (271,59.54833984375) (617,59.19267654418945) (1402,58.720909118652344) (2226,58.55357360839844) (249,58.44852828979492) (250,58.4001350402832) (1979,58.110958099365234) (4586,58.098663330078125) (3169,58.090946197509766) (286,57.989601135253906) (10663,57.97985076904297) (6581,57.952117919921875) (2244,57.942848205566406) (1946,57.929527282714844) (475,57.900516510009766) (2919,57.78312301635742) (4710,57.74447250366211) (3317,57.685951232910156) (4344,57.666934967041016)
56: (4087,63.837669372558594) (5630,63.7885627746582) (6120,63.56018829345703) (439,63.432918548583984) (9856,63.32359313964844) (220,63.29184341430664) (1681,63.259220123291016) (705,63.04979705810547) (422,63.02832794189453) (706,63.01378631591797) (3746,62.98717498779297) (924,62.94868087768555) (4823,62.751407623291016) (533,62.7421760559082) (234,62.72776794433594) (1249,62.673484802246094) (4164,62.53452682495117) (7330,62.379940032958984) (4828,62.3519287109375) (3383,62.340946197509766)
57: (461,54.31968688964844) (333,54.21074295043945)* (681,54.020381927490234) (687,54.004844665527344) (321,53.88786697387695) (693,53.83208465576172) (680,53.77543258666992) (544,53.7348747253418) (1246,53.71632385253906)* (1047,53.5217399597168) (324,53.49247360229492) (679,53.39407730102539) (1034,53.28944396972656)* (458,53.08494186401367) (797,52.92631530761719) (377,52.89738845825195)* (691,52.894771575927734) (540,52.85554122924805) (524,52.80168914794922) (1455,52.77873611450195)
58: (681,62.29409408569336)* (464,61.51185989379883) (289,61.41231155395508)* (793,61.38674545288086) (544,61.06521224975586) (692,60.95697784423828) (89,60.87198257446289)* (466,60.83364486694336)* (498,60.75147247314453) (300,60.731483459472656)* (679,60.655784606933594) (680,60.65472412109375)* (458,60.60460662841797) (288,60.591121673583984)* (802,60.571739196777344) (790,60.560115814208984) (1034,60.495399475097656) (1428,60.47883224487305) (685,60.45813751220703) (528,60.330379486083984)
59: (1104,56.003177642822266)* (233,55.64881134033203)* (9,55.41342544555664) (198,55.12471008300781) (1099,55.0971565246582) (487,54.764713287353516) (159,54.58214569091797) (1298,54.42240524291992) (173,54.340789794921875) (181,54.29072952270508) (234,54.24748611450195) (2,54.22295379638672) (512,54.22197723388672)* (1295,54.100547790527344) (163,54.01539993286133) (1303,53.905418395996094) (515,53.8260383605957) (156,53.77566909790039) (959,53.762516021728516) (1300,53.7479133605957)
60: (1747,66.72636413574219)* (632,65.92781829833984) (748,65.77136993408203) (444,65.63607788085938) (1135,65.34308624267578) (2676,65.3068618774414) (81,65.0380859375) (162,64.94818115234375) (454,64.93485260009766) (196,64.89006042480469) (154,64.83016967773438) (2605,64.66815185546875) (6756,64.64629364013672) (2711,64.57275390625) (604,64.54352569580078) (4049,64.48626708984375) (445,64.39075469970703) (5543,64.35266876220703) (1109,64.35079956054688) (214,64.32086944580078)
