userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (51,52.79021453857422)* (1001,52.75762939453125) (187,52.40057373046875) (1073,51.84886932373047) (59,51.71406555175781)* (997,51.6760368347168) (3201,51.58904266357422) (1014,51.57904052734375) (1013,51.575965881347656) (1098,51.54730224609375) (998,51.487403869628906) (1892,51.487274169921875) (157,51.4640998840332) (3768,51.35833740234375) (193,51.30999755859375) (3303,51.30072021484375) (993,51.288414001464844) (601,51.25959014892578) (1062,51.16664505004883) (877,51.15925598144531)
14: (2902,43.6566162109375) (8555,43.21214294433594) (8314,43.00540542602539) (8812,42.613033294677734) (5375,42.53690719604492) (2864,42.52641296386719) (5168,42.24402618408203) (8126,42.165443420410156) (8110,42.08323287963867) (2463,42.051239013671875) (735,42.03801727294922) (1639,42.028953552246094) (12123,41.96611022949219) (3777,41.95341491699219) (6165,41.914669036865234) (8312,41.89040756225586) (1415,41.889930725097656) (8118,41.88954544067383) (7056,41.88690948486328) (3024,41.85464859008789)
15: (1504,48.35814666748047) (197,48.33731460571289)* (578,48.082618713378906) (1242,48.077972412109375) (863,47.913307189941406) (418,47.798240661621094) (554,47.78334426879883) (206,47.75494384765625) (735,47.74106216430664) (1881,47.73873519897461) (163,47.738250732421875) (1804,47.697998046875) (2629,47.659915924072266) (199,47.64748764038086) (9206,47.559547424316406) (3281,47.53615951538086) (859,47.490394592285156) (985,47.429176330566406) (12599,47.366554260253906) (1888,47.34007263183594)
16: (3982,56.73896408081055) (5999,56.44694900512695) (8002,56.367591857910156) (7390,56.06270217895508) (4880,55.96118927001953) (2076,55.6883544921875) (375,55.480812072753906) (379,55.39455032348633) (401,55.0270881652832) (6232,55.00057601928711) (3951,54.9666862487793) (3487,54.91872787475586) (3570,54.895362854003906) (3947,54.88630294799805) (9567,54.77778244018555) (6697,54.76233673095703) (5093,54.7574348449707) (2111,54.744590759277344) (3985,54.64894485473633) (3557,54.62601852416992)
17: (300,55.11469650268555)* (333,55.089439392089844) (1934,54.30656814575195) (458,54.24551773071289) (470,54.06581115722656) (548,54.04014587402344)* (701,54.01314163208008)* (306,54.00677490234375)* (1047,53.92689895629883) (291,53.918128967285156) (292,53.90283203125)* (471,53.84547805786133) (1043,53.823787689208984) (302,53.78972244262695) (903,53.73618698120117) (1246,53.71324157714844) (523,53.67843246459961) (191,53.58479690551758) (532,53.56322479248047) (321,53.55587387084961)
18: (959,50.593658447265625) (227,50.19829177856445)* (176,49.95610427856445) (1249,49.83229446411133) (1244,49.77947998046875) (2346,49.722415924072266) (951,49.61607360839844) (917,49.575077056884766) (1412,49.52882385253906) (1415,49.47158432006836) (220,49.38313674926758)* (157,49.253883361816406) (253,49.1495246887207) (868,48.99801254272461) (234,48.94668197631836) (2444,48.93816375732422) (2343,48.8543586730957) (928,48.80095291137695) (735,48.75777053833008)* (718,48.75709915161133)*
20: (1236,63.2223014831543) (2667,62.65812683105469) (107,62.6448974609375) (1222,62.582942962646484) (3703,62.30147171020508) (3812,61.98556137084961) (603,61.865989685058594) (101,61.79704666137695) (3028,61.57807159423828) (2668,61.55936050415039) (3807,61.442813873291016) (2824,61.40238571166992) (1401,61.34788131713867) (2165,61.33155822753906) (1745,61.261775970458984) (2702,61.19691467285156) (2676,61.08980941772461) (3686,61.08466720581055) (6667,61.036102294921875) (2678,61.02755355834961)
21: (89,55.296714782714844)* (257,55.23747634887695) (349,55.2122802734375) (161,55.04568862915039) (306,54.83898162841797)* (466,54.781089782714844)* (294,54.77353286743164) (291,54.65559387207031) (333,54.58238983154297) (157,54.451927185058594) (544,54.40297317504883) (323,54.39167404174805) (285,54.347721099853516) (455,54.3192138671875) (906,54.267974853515625) (265,54.201576232910156) (913,54.19610595703125) (320,53.998661041259766) (2523,53.98178482055664) (301,53.93305206298828)
22: (5066,63.25178909301758) (809,63.14675521850586)* (779,63.03910827636719) (1547,62.984092712402344) (500,62.92490768432617) (953,62.89250183105469) (835,62.88683319091797)* (5667,62.87937545776367) (1541,62.73737716674805) (2970,62.688262939453125) (1281,62.63164138793945) (923,62.609352111816406) (1551,62.589900970458984) (5100,62.46649169921875) (2378,62.46511459350586) (2850,62.45779037475586) (2211,62.42850112915039) (4346,62.311607360839844) (785,62.26587677001953) (2186,62.25088882446289)
23: (1534,53.64385223388672) (441,53.01557922363281) (1083,52.7917366027832) (59,52.53511047363281) (154,52.41796112060547) (429,52.40626525878906) (3431,52.39347457885742) (3441,52.33942413330078) (864,52.25767135620117)* (450,52.242774963378906) (203,52.18856430053711) (152,52.18272399902344)* (1812,52.17913055419922) (186,52.130409240722656) (173,52.10422897338867) (1119,52.092735290527344) (234,52.08694076538086) (515,52.05485534667969) (190,51.988868713378906) (533,51.97687911987305)
24: (67,50.0379524230957)* (67,50.0379524230957)* (289,49.86955642700195)* (55,49.63195037841797)* (157,49.61980056762695)* (97,49.4942512512207) (701,49.47439193725586) (3488,49.44321823120117) (1243,49.366947174072266) (288,49.29996109008789)* (292,49.22412872314453) (295,49.09251403808594)* (1934,49.05646896362305) (316,49.0186767578125)* (306,49.015106201171875) (679,48.981910705566406) (525,48.96675491333008) (1556,48.924537658691406) (65,48.74415969848633) (65,48.74415969848633)
25: (89,51.1513671875)* (292,51.12462615966797)* (349,51.02369689941406)* (306,50.95948791503906) (300,50.70790481567383) (161,50.70228576660156) (257,50.70012283325195) (291,50.35097122192383) (333,50.29143524169922) (299,50.1676139831543) (461,50.13737869262695) (466,50.134185791015625) (301,50.1135368347168) (525,50.055686950683594) (320,49.75334930419922) (679,49.66140365600586) (544,49.62197494506836) (523,49.51866912841797) (344,49.47209548950195) (285,49.41873550415039)
26: (918,60.46217346191406)* (1358,60.363922119140625) (710,60.35895538330078) (1338,60.338531494140625) (954,60.12822723388672)* (707,60.01399612426758)* (1339,59.5226936340332) (1369,59.518856048583984) (1360,59.366336822509766) (1347,59.350189208984375) (724,59.329219818115234) (1342,59.25121307373047) (176,59.23558807373047) (843,59.2005729675293) (1803,59.109886169433594) (2838,59.068233489990234) (1350,58.956520080566406) (4342,58.82627487182617) (503,58.724388122558594) (2347,58.702362060546875)
27: (190,57.08062744140625) (65,56.695308685302734) (65,56.695308685302734) (72,56.61355972290039) (72,56.61355972290039) (227,56.49504852294922) (511,56.2032585144043) (173,56.103878021240234) (220,56.00242233276367) (157,55.972110748291016) (88,55.940093994140625) (229,55.90856170654297) (234,55.87807846069336) (1104,55.86779022216797) (154,55.85736846923828) (3462,55.85279083251953) (7,55.814388275146484) (959,55.75419235229492) (1109,55.719085693359375) (910,55.65439224243164)
28: (187,53.775733947753906) (1001,53.725433349609375)* (877,53.5682487487793) (67,53.51719284057617) (67,53.51719284057617) (157,53.3385009765625) (1014,53.328392028808594)* (1885,53.089515686035156) (1892,53.086673736572266) (3966,53.03644561767578) (75,53.02599334716797) (75,53.02599334716797) (77,52.9443244934082) (77,52.9443244934082) (3768,52.85789108276367) (5254,52.77676010131836) (1019,52.720306396484375)* (55,52.71617126464844) (997,52.64564514160156)* (7096,52.60042190551758)
29: (466,56.88533020019531)* (289,56.78734588623047)* (89,56.683589935302734)* (461,56.560970306396484)* (306,56.44485855102539) (344,56.417171478271484) (325,56.318382263183594) (544,55.926605224609375) (1246,55.88918685913086) (680,55.71128463745117) (295,55.66706848144531) (1678,55.65116882324219) (1034,55.61460494995117)* (321,55.58722686767578) (486,55.570838928222656) (1455,55.529788970947266) (377,55.517093658447266) (324,55.51485061645508) (681,55.50575637817383) (1673,55.48202133178711)
30: (89,56.898799896240234)* (466,56.63325881958008) (292,56.36619186401367) (306,56.351139068603516) (701,56.34980010986328) (302,56.23882293701172) (679,56.14802932739258)* (161,55.884925842285156) (544,55.7712287902832) (680,55.76897430419922)* (257,55.692691802978516) (681,55.628360748291016) (349,55.62750244140625) (464,55.581016540527344) (378,55.572391510009766) (318,55.45746612548828)* (458,55.382930755615234) (686,55.34695053100586) (67,55.3289794921875) (67,55.3289794921875)
31: (1379,55.03506088256836) (1713,54.87648010253906) (1885,54.83805465698242) (4308,54.708011627197266) (51,54.69923400878906) (997,54.69126510620117) (3183,54.687557220458984) (187,54.661773681640625) (89,54.56512451171875) (1072,54.54515838623047)* (1014,54.54389190673828) (3768,54.53372573852539) (7885,54.47733688354492) (153,54.44578552246094) (157,54.421051025390625) (3562,54.37461853027344) (70,54.317527770996094) (9869,54.28580093383789) (30,54.27638244628906)* (38,54.20088195800781)
32: (424,54.255367279052734) (229,53.9326286315918) (228,53.931636810302734) (207,53.802223205566406) (716,53.616329193115234) (225,53.559200286865234) (227,53.523101806640625)* (226,53.51186752319336) (1400,53.295528411865234) (429,53.226470947265625)* (65,53.2016716003418) (65,53.2016716003418) (441,53.1029052734375)* (436,53.02323913574219) (1376,52.91852569580078) (203,52.89457321166992)* (425,52.886985778808594) (982,52.868553161621094) (428,52.853267669677734)* (1116,52.78664779663086)
33: (1123,53.902244567871094)* (592,53.85909652709961) (506,53.723052978515625) (163,53.68601989746094) (227,53.11789321899414) (959,53.05826187133789) (910,52.977149963378906) (2459,52.875030517578125) (152,52.86856460571289)* (920,52.760902404785156) (2312,52.708255767822266) (707,52.698490142822266) (712,52.6130256652832) (1412,52.55161666870117) (3877,52.531402587890625) (917,52.45738983154297) (2055,52.419677734375) (511,52.407649993896484) (1150,52.3753662109375) (868,52.3706169128418)
34: (154,54.18333053588867) (429,53.82353973388672) (159,53.73441696166992) (190,53.35624694824219) (88,53.229087829589844) (56,53.14299774169922) (56,53.14299774169922) (81,53.01628112792969) (196,52.976417541503906)* (859,52.96095275878906) (72,52.94931411743164)* (72,52.94931411743164)* (206,52.856483459472656) (1098,52.82719802856445) (228,52.69790267944336) (511,52.6806755065918)* (715,52.67927932739258) (203,52.649391174316406) (868,52.642791748046875) (533,52.60011672973633)
35: (6189,53.30708312988281) (6151,53.271663665771484) (9540,53.26197814941406) (2026,53.19664764404297) (3511,53.07698440551758) (5879,52.98432540893555) (6345,52.852664947509766) (752,52.85260009765625) (2037,52.840248107910156) (1709,52.823448181152344) (2470,52.71395492553711) (1423,52.583316802978516) (1888,52.55137634277344) (2289,52.54069900512695) (3505,52.42588806152344) (1837,52.37377166748047) (748,52.31194305419922) (3694,52.29487228393555) (2593,52.257965087890625) (14941,52.138389587402344)
36: (1195,60.6612548828125)* (1678,60.53507614135742) (498,60.28429412841797) (1188,60.28227233886719)* (1541,60.145713806152344) (2850,59.779335021972656) (209,59.768375396728516)* (492,59.64021301269531) (1672,59.5079231262207) (1853,59.47462844848633) (230,59.425201416015625)* (1246,59.27879333496094) (412,59.26141357421875) (377,59.25423812866211) (2430,59.25227737426758) (2432,59.236534118652344) (5969,59.20985412597656) (4103,59.190185546875) (2618,59.16339111328125) (813,59.1458625793457)
37: (3417,63.77324295043945) (5299,63.04476547241211) (162,62.86934280395508) (1418,62.32505798339844) (9783,62.05497360229492) (864,62.014495849609375) (12495,61.688079833984375) (2771,61.67906951904297) (603,61.66749572753906) (1709,61.63456344604492) (10663,61.56932067871094) (7060,61.53316879272461) (605,61.442909240722656) (152,61.43428421020508) (748,61.401798248291016) (861,61.32621765136719) (6277,61.30289840698242) (3993,61.27920913696289) (2493,61.211978912353516) (1131,61.188575744628906)
38: (190,48.921138763427734)* (220,48.87887954711914) (234,48.76648712158203) (230,48.74191665649414) (903,48.61184310913086) (706,48.56673049926758) (424,48.51155471801758) (228,48.40211486816406)* (89,48.347171783447266)* (207,48.1919059753418) (157,48.07965850830078) (498,48.01327133178711)* (538,47.99473190307617) (1513,47.96725845336914) (67,47.90603256225586) (67,47.90603256225586) (1246,47.86820983886719)* (1244,47.830604553222656)* (159,47.830543518066406) (735,47.82892990112305)
39: (1214,58.99519729614258) (15,58.8430290222168) (4271,58.521060943603516) (1366,58.51090621948242) (917,58.47524642944336) (1358,58.20410919189453) (4785,58.147701263427734) (7922,58.100914001464844) (841,58.005130767822266)* (2935,57.94499969482422) (6,57.93394088745117) (370,57.91025924682617) (11,57.90422821044922) (1521,57.77504348754883) (6258,57.735599517822266) (3806,57.69851303100586) (707,57.65496826171875) (4161,57.637046813964844) (1369,57.63251876831055) (25,57.62746810913086)
40: (13,60.330928802490234) (41,60.15401840209961) (5581,60.138885498046875) (11,60.115360260009766) (6542,59.98857116699219) (1331,59.98557662963867)* (10,59.97555923461914) (1253,59.90968704223633) (5484,59.80400466918945) (2,59.772003173828125) (6875,59.69561767578125) (37,59.68447494506836) (1277,59.65540313720703) (3562,59.58086395263672) (6873,59.51569366455078) (3087,59.385475158691406) (9,59.36077117919922) (19,59.318904876708984) (1263,59.31083297729492) (1069,59.259891510009766)
41: (954,56.85071563720703)* (841,56.64728927612305) (956,56.5557975769043) (710,56.412986755371094) (707,55.907230377197266) (1522,55.789817810058594) (1523,55.703041076660156) (2838,55.675132751464844) (957,55.65068054199219)* (1535,55.635093688964844) (3470,55.58116912841797) (724,55.55654525756836) (3660,55.331172943115234) (2342,55.28689956665039) (1257,55.26817321777344)* (843,55.21015167236328)* (176,55.20114517211914) (2746,55.20075988769531) (2347,55.18285369873047) (5157,55.17515182495117)
42: (229,53.66797637939453)* (316,53.181243896484375) (2544,53.07377243041992) (298,53.053489685058594) (683,52.80568313598633) (903,52.68183898925781) (207,52.64712142944336) (1400,52.63508987426758) (697,52.623809814453125) (362,52.52546310424805) (1048,52.448123931884766)* (1090,52.37736129760742)* (716,52.3674430847168) (1470,52.36322021484375) (498,52.35976791381836) (97,52.31406784057617) (1243,52.299713134765625) (89,52.293643951416016)* (424,52.265079498291016) (533,52.26179122924805)
43: (70,49.989051818847656)* (757,49.877986907958984)* (72,49.762962341308594) (72,49.762962341308594) (229,49.678138732910156)* (1379,49.56735610961914) (526,49.522586822509766) (173,49.45886993408203) (67,49.412052154541016) (67,49.412052154541016) (1075,49.260440826416016) (7324,49.23533248901367) (969,49.163352966308594) (157,49.13599395751953) (298,49.02701187133789) (546,48.99769973754883) (2083,48.97618865966797) (289,48.91233825683594) (159,48.90571212768555) (903,48.86788558959961)
44: (1412,52.07892608642578)* (1639,51.35687255859375) (1513,51.21908187866211) (735,51.144161224365234)* (707,51.130271911621094)* (868,51.084842681884766)* (1110,50.941192626953125) (3011,50.90945053100586) (1206,50.890892028808594) (234,50.89046096801758)* (863,50.88789749145508) (959,50.841243743896484) (4675,50.72121047973633) (857,50.714630126953125) (841,50.651123046875) (607,50.58275604248047) (212,50.56898880004883) (220,50.354454040527344) (1804,50.3450813293457) (3431,50.33351516723633)
45: (289,50.752471923828125)* (295,50.5151481628418)* (257,50.316410064697266) (349,50.103797912597656)* (157,50.07569122314453) (161,50.01993179321289)* (360,49.91277313232422) (455,49.847442626953125) (461,49.83444595336914)* (913,49.82190704345703) (299,49.70336151123047) (344,49.68343734741211) (67,49.64179229736328) (67,49.64179229736328) (291,49.54215621948242)* (294,49.364376068115234) (466,49.356075286865234)* (679,49.33295822143555) (465,49.331642150878906) (55,49.242530822753906)
46: (466,53.54195022583008)* (528,52.71577453613281) (543,52.702693939208984) (701,52.68864440917969)* (344,52.62355041503906)* (318,52.6141242980957) (544,52.60002899169922) (352,52.35859298706055)* (523,52.34893798828125) (257,52.241878509521484) (55,52.21741485595703) (293,52.077064514160156) (531,52.04167175292969) (386,52.00253677368164) (704,51.852298736572266) (2020,51.81435012817383) (797,51.80681610107422) (67,51.748435974121094) (67,51.748435974121094) (321,51.74427032470703)
47: (300,54.35502243041992)* (289,54.26228713989258)* (89,54.18305206298828) (288,54.0919075012207)* (295,53.9067497253418) (306,53.77383804321289) (701,53.67890167236328)* (679,53.510009765625) (349,52.997684478759766) (544,52.96591567993164) (55,52.94563674926758) (67,52.93097686767578) (67,52.93097686767578) (161,52.62211227416992) (329,52.575138092041016) (455,52.535911560058594)* (328,52.52362060546875) (321,52.44791793823242) (458,52.425880432128906) (157,52.37703323364258)
48: (261,49.24222183227539) (1771,48.874732971191406) (253,48.775390625) (903,48.72734069824219) (6722,48.56895446777344) (1556,48.42134475708008) (55,48.39262390136719)* (1244,48.27993392944336) (985,48.2336540222168) (2523,48.17095184326172) (13265,48.13718795776367) (257,48.102298736572266) (295,48.07101058959961)* (251,48.04207992553711) (292,48.04043960571289) (300,48.00522994995117)* (6721,47.96851348876953) (575,47.96281051635742)* (959,47.96165084838867)* (302,47.90251922607422)
49: (331,54.139076232910156) (67,53.529136657714844) (67,53.529136657714844) (2083,53.3444709777832) (301,53.29815673828125) (1613,53.1235466003418) (310,53.117149353027344)* (157,53.097354888916016) (1098,53.05897521972656) (65,52.97936248779297) (65,52.97936248779297) (306,52.924156188964844)* (1383,52.873348236083984) (903,52.857181549072266) (527,52.84959411621094) (697,52.84480285644531) (2923,52.82355880737305) (55,52.82276916503906) (423,52.754207611083984) (295,52.733699798583984)
50: (190,46.12212371826172) (229,46.119388580322266)* (203,45.846229553222656) (65,45.68309020996094)* (65,45.68309020996094)* (154,45.642887115478516) (716,45.580142974853516) (709,45.489097595214844)* (234,45.471336364746094) (226,45.417938232421875) (429,45.3865966796875)* (436,45.35689926147461) (425,45.30833435058594) (225,45.27535629272461) (441,45.23003387451172) (1400,45.098365783691406) (857,45.06996536254883) (511,44.94674301147461)* (182,44.82856369018555) (614,44.82216262817383)
51: (1358,58.48513412475586)* (843,58.05867004394531) (710,57.59812545776367) (1281,57.45820999145508) (956,57.458133697509766) (949,57.3387565612793)* (724,57.16598129272461) (6,57.13074493408203) (1372,57.060585021972656) (1338,56.99563980102539) (2360,56.97238540649414) (15,56.91263961791992) (1257,56.87238311767578)* (1214,56.87100601196289)* (2347,56.86753845214844) (920,56.800315856933594) (2343,56.7741584777832) (1337,56.762149810791016)* (953,56.76047897338867) (25,56.70534133911133)
52: (779,61.06145477294922) (5066,60.96976852416992) (2850,60.5623664855957) (808,60.50910568237305) (813,60.234676361083984) (1541,60.218544006347656)* (814,60.20991897583008) (4346,60.18886184692383) (1192,60.1815071105957) (475,59.98234939575195) (823,59.922119140625) (818,59.852413177490234) (2196,59.84967803955078) (412,59.75492477416992) (1195,59.70684814453125) (503,59.62662124633789) (830,59.538665771484375) (2210,59.51763916015625) (1672,59.46112823486328) (1548,59.45085906982422)*
53: (306,53.303218841552734)* (2179,53.10832214355469) (278,53.04055404663086) (5988,53.017433166503906) (288,52.99856185913086)* (289,52.915706634521484)* (1037,52.64491271972656) (328,52.62003707885742) (2500,52.610103607177734) (2806,52.56528854370117) (295,52.56163024902344) (1613,52.52776336669922) (10429,52.459564208984375) (907,52.4440803527832) (1449,52.36729431152344) (349,52.34120559692383)* (310,52.332401275634766)* (661,52.2989387512207) (466,52.2951774597168)* (6618,52.246788024902344)
54: (157,54.852272033691406) (89,54.838104248046875) (295,54.32743835449219) (288,54.16705322265625)* (535,53.9096794128418)* (306,53.884307861328125) (294,53.739986419677734) (300,53.72809982299805) (302,53.68458557128906) (161,53.639976501464844) (257,53.57776641845703) (328,53.47121047973633) (285,53.443511962890625) (301,53.19855499267578) (265,53.19222640991211) (972,53.164493560791016) (466,53.156898498535156) (913,53.14655303955078)* (299,52.951507568359375)* (251,52.93190383911133)
55: (3227,47.048553466796875) (2226,47.01039505004883) (2247,46.760040283203125) (2923,46.491302490234375) (2252,46.27073287963867) (617,46.09584045410156) (527,45.95534133911133) (2179,45.918235778808594) (2510,45.65496063232422) (1952,45.60908889770508) (1963,45.55595779418945) (2924,45.54615020751953) (3357,45.52995681762695) (2698,45.51999282836914) (4586,45.47486877441406) (1636,45.42568588256836)* (2931,45.34103775024414) (475,45.34033966064453) (271,45.33349609375) (1972,45.28631591796875)
56: (439,54.52050018310547) (1011,54.33525848388672) (714,53.982826232910156) (3747,53.92132568359375) (3743,53.9192008972168) (705,53.873966217041016) (3741,53.798553466796875) (4828,53.671539306640625) (5226,53.61525344848633) (533,53.61351776123047) (422,53.43568420410156) (1775,53.36666488647461) (438,53.27450942993164)* (1761,53.26103591918945) (8710,53.257789611816406) (417,53.179447174072266) (3205,53.091373443603516) (1766,53.08341979980469) (2660,53.02632141113281) (227,53.017364501953125)
57: (333,57.369869232177734)* (524,56.772335052490234) (461,56.763729095458984) (687,56.63637924194336) (1246,56.56185531616211)* (209,56.523231506347656) (540,56.40808868408203) (544,56.3889045715332) (681,56.35181427001953) (306,56.335418701171875) (1455,56.32902526855469) (679,56.314273834228516) (475,56.28171157836914)* (324,56.269405364990234) (1034,56.25276565551758)* (377,56.246726989746094)* (1035,56.223243713378906) (693,56.15584182739258) (680,56.12858963012695) (816,56.11322021484375)
58: (289,55.9912223815918)* (466,55.9291877746582)* (300,55.86494064331055)* (681,55.79729080200195)* (464,55.720619201660156) (458,55.59798049926758) (793,55.564056396484375) (288,55.540348052978516)* (1455,55.46762466430664) (306,55.41832733154297) (1430,55.356998443603516) (802,55.321754455566406) (528,55.31034469604492) (498,55.1809196472168) (646,55.15903091430664) (7727,55.13764572143555) (89,55.133304595947266)* (544,55.121604919433594) (1429,55.11499786376953) (2498,55.05644607543945)
59: (1104,58.414833068847656)* (233,57.597137451171875)* (198,57.514793395996094) (234,56.99205780029297) (181,56.94445037841797) (487,56.860225677490234) (174,56.85123062133789) (173,56.84859848022461) (1099,56.84468460083008) (163,56.825626373291016) (959,56.764469146728516) (506,56.762115478515625) (1295,56.72568130493164) (159,56.71894836425781) (930,56.706275939941406) (152,56.55910873413086) (1298,56.55439758300781) (370,56.47687530517578) (917,56.436790466308594) (512,56.413455963134766)*
60: (748,60.52979278564453) (2605,60.20494842529297) (632,60.16548538208008) (2668,60.07108688354492) (603,59.855934143066406) (1747,59.79041290283203)* (162,59.57221221923828) (2676,59.44368362426758) (1226,59.328121185302734) (81,59.16919708251953) (238,58.983036041259766) (750,58.89695739746094) (154,58.8776741027832) (1222,58.853363037109375) (57,58.77664566040039) (3164,58.71990203857422) (616,58.680442810058594) (2716,58.67021179199219) (756,58.66663360595703) (6582,58.66563034057617)
