userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (51,15.361922264099121)* (1394,15.346834182739258) (70,15.246964454650879)* (1001,15.058014869689941) (1073,15.03543472290039) (157,14.58851146697998) (155,14.258397102355957) (4308,14.117077827453613) (238,14.063812255859375) (1836,14.017176628112793) (1062,13.817917823791504) (159,13.4962739944458) (59,13.381601333618164)* (187,13.324319839477539) (1098,13.281108856201172) (1156,13.082818984985352) (1014,13.037276268005371) (3768,12.998406410217285) (511,12.923308372497559) (3201,12.896687507629395)
13: (288,12.594281196594238) (289,12.373697280883789) (701,12.27566146850586) (302,12.175737380981445)* (306,12.111773490905762) (679,11.895197868347168) (704,11.673624038696289) (464,11.574447631835938) (344,11.41753101348877)* (2020,11.037035942077637) (291,10.95793628692627) (680,10.885819435119629) (686,10.871893882751465) (1032,10.864910125732422) (349,10.620566368103027)* (324,10.594842910766602) (681,10.436360359191895) (458,10.392181396484375) (257,10.352340698242188) (903,10.255512237548828)
14: (5660,12.198502540588379) (11935,11.962920188903809) (582,11.75841999053955)* (13936,11.731223106384277) (13940,11.69560432434082) (13943,11.645179748535156) (13941,11.626810073852539) (13938,11.619102478027344) (11511,11.614118576049805) (13937,11.589333534240723) (13933,11.589130401611328) (212,11.464895248413086) (8126,11.440335273742676) (8130,11.264330863952637) (734,11.252467155456543) (3024,11.234554290771484) (1244,11.155790328979492) (1779,11.088845252990723) (2873,11.006963729858398) (1757,10.74277114868164)
15: (206,13.971720695495605) (715,13.59900188446045) (1242,12.825958251953125) (868,12.710705757141113) (1098,12.69312572479248) (197,12.519253730773926)* (81,12.436522483825684) (196,12.43554973602295) (447,12.345941543579102) (6295,12.333621978759766) (163,12.285008430480957) (578,12.2283353805542) (53,12.188600540161133) (53,12.188600540161133) (1958,12.0881929397583) (863,12.066805839538574) (1122,12.025489807128906) (5416,11.98570442199707) (418,11.981904983520508) (748,11.976956367492676)
16: (3491,13.035334587097168) (5683,12.95508861541748) (11813,12.877071380615234) (4565,12.61255931854248) (2018,12.447027206420898) (352,12.422622680664062) (915,12.051840782165527) (323,11.939041137695312) (4707,11.866559028625488) (8017,11.837004661560059) (7656,11.795273780822754) (6232,11.790783882141113) (7734,11.716314315795898) (2376,11.673038482666016) (296,11.659504890441895) (4769,11.642667770385742) (7390,11.46448802947998) (4770,11.393083572387695) (5684,11.363511085510254) (8654,11.323018074035645)
17: (300,12.859457969665527)* (333,12.595221519470215) (321,11.975632667541504) (302,11.859475135803223) (458,11.56749439239502) (1047,11.561363220214844) (2020,11.557065963745117) (306,11.450407028198242)* (1455,11.412102699279785) (528,11.376145362854004)* (1246,11.316244125366211) (471,11.150457382202148) (701,11.108696937561035)* (797,11.085931777954102) (292,10.9518461227417)* (1458,10.892276763916016) (291,10.780858039855957) (1042,10.751575469970703) (1043,10.622575759887695) (470,10.592318534851074)
18: (1249,14.648305892944336) (220,13.91376781463623)* (2346,13.691215515136719) (184,13.674891471862793) (227,13.475961685180664)* (176,13.470653533935547) (959,13.380617141723633) (966,13.162921905517578) (1244,13.158956527709961) (234,13.146246910095215) (157,13.02207088470459) (316,12.78271770477295) (930,12.680669784545898) (1412,12.658956527709961) (951,12.603487014770508) (198,12.49604606628418) (868,12.461895942687988) (917,12.416326522827148) (3427,12.402262687683105) (180,12.35504150390625)
20: (755,15.553662300109863)* (162,15.033727645874023) (174,14.770687103271484) (1222,14.732028007507324) (238,14.33568000793457) (107,14.115371704101562) (2605,14.072307586669922) (603,14.00461483001709) (2676,13.9408597946167) (4230,13.842171669006348) (3414,13.740283966064453) (5927,13.662506103515625) (407,13.613490104675293) (11122,13.459033966064453) (1418,13.389131546020508) (70,13.354337692260742) (12768,13.18112850189209) (3334,13.181069374084473) (12761,13.167798042297363) (12766,13.165162086486816)
21: (257,11.091313362121582) (349,11.04575252532959) (333,10.472480773925781) (466,10.3949556350708)* (646,10.245063781738281) (360,10.16261100769043) (790,10.151289939880371)* (291,10.11992359161377) (89,10.118887901306152)* (1580,10.062459945678711) (908,10.032698631286621) (323,10.024478912353516) (294,10.019047737121582) (344,9.99013614654541) (293,9.966055870056152)* (161,9.908074378967285) (544,9.887626647949219) (525,9.886726379394531) (306,9.827058792114258)* (906,9.68836498260498)
22: (2190,15.397303581237793) (809,14.762251853942871)* (500,14.555746078491211) (2576,14.500630378723145) (2209,14.473396301269531) (804,14.381580352783203)* (2379,14.38066291809082) (1547,14.32609748840332) (1541,14.32223892211914) (2143,13.909563064575195) (1861,13.893630981445312) (923,13.839619636535645) (2961,13.832864761352539) (8277,13.666223526000977) (12780,13.531842231750488) (1672,13.485762596130371) (2384,13.442026138305664) (2586,13.438458442687988) (1540,13.437118530273438) (779,13.399686813354492)
23: (441,15.100545883178711) (1534,14.774942398071289) (59,14.401723861694336) (1083,13.92275619506836) (429,13.669529914855957) (450,13.632611274719238) (2531,13.597539901733398) (5237,13.427665710449219) (1703,13.036266326904297) (15128,12.994955062866211) (203,12.867677688598633) (173,12.849538803100586) (154,12.817177772521973) (868,12.76185417175293)* (1817,12.753507614135742) (1707,12.557964324951172) (857,12.556537628173828)* (1119,12.48389720916748) (856,12.35543155670166)* (234,12.056487083435059)
24: (525,13.171696662902832) (534,13.134674072265625) (67,12.94411563873291)* (67,12.94411563873291)* (1081,12.454615592956543) (55,12.277677536010742)* (679,12.117962837219238) (316,11.970110893249512)* (289,11.94764232635498)* (97,11.830307006835938) (701,11.7654447555542) (1934,11.700575828552246) (2083,11.67188549041748) (58,11.637433052062988) (58,11.637433052062988) (292,11.609971046447754) (157,11.525571823120117)* (6262,11.51065731048584) (2523,11.459936141967773) (288,11.330449104309082)*
25: (349,13.114011764526367)* (257,12.816055297851562) (292,12.635185241699219)* (161,12.486368179321289) (479,12.322128295898438) (299,12.246162414550781) (89,12.154586791992188)* (306,12.14590835571289) (291,12.094873428344727) (300,11.98747444152832) (466,11.942973136901855) (333,11.915081024169922) (1601,11.885353088378906) (326,11.67534351348877) (314,11.536454200744629)* (461,11.459214210510254) (544,11.442215919494629) (301,11.399649620056152) (265,11.349339485168457) (1602,11.31210994720459)
26: (1339,14.258520126342773) (1338,14.012550354003906) (942,13.85977840423584)* (2009,13.414281845092773) (918,13.318625450134277)* (1350,13.130582809448242) (707,12.8270902633667)* (953,12.697633743286133)* (2975,12.649084091186523) (5585,12.55077838897705) (1349,12.27443790435791) (710,12.085076332092285) (188,12.011256217956543) (724,11.97687816619873) (2838,11.975021362304688) (1997,11.842020034790039) (1342,11.83711051940918) (2013,11.833305358886719) (6282,11.823148727416992) (4670,11.790691375732422)
27: (190,16.451860427856445) (1705,15.74862289428711) (518,15.54162311553955) (1109,15.437361717224121) (173,15.335016250610352) (930,15.332859992980957) (65,15.330510139465332) (65,15.330510139465332) (71,15.237224578857422) (71,15.237224578857422) (1098,15.111989974975586) (378,15.050223350524902) (3057,14.439526557922363) (88,14.40097713470459) (89,14.395389556884766) (1130,14.34692668914795) (1104,14.17421817779541) (1121,14.102041244506836) (7,14.090324401855469) (5605,14.0590238571167)
28: (1885,14.432058334350586) (1892,14.41576862335205) (1306,14.354233741760254) (1014,14.260822296142578)* (187,14.125567436218262) (3768,14.103713035583496) (997,13.91762924194336)* (2937,13.913540840148926) (1713,13.791918754577637) (85,13.736783981323242)* (1895,13.720645904541016) (1073,13.69788646697998) (1001,13.630755424499512)* (98,13.55099105834961) (3920,13.514236450195312) (3576,13.474361419677734) (3982,13.47304630279541) (1897,13.42795467376709) (193,13.414198875427246)* (5000,13.088529586791992)
29: (466,13.608778953552246)* (1246,13.402021408081055) (461,13.006659507751465)* (324,12.830973625183105) (230,12.622909545898438) (89,12.599465370178223)* (544,12.483285903930664) (344,12.463617324829102) (681,12.374645233154297) (687,12.311575889587402)* (1673,12.294693946838379) (377,12.230972290039062) (458,12.217205047607422) (486,12.202950477600098) (1047,12.152778625488281) (475,12.148115158081055) (289,12.077189445495605)* (540,11.99740219116211) (693,11.915386199951172) (470,11.849469184875488)
30: (456,12.235830307006836)* (466,11.864946365356445) (458,11.585963249206543) (161,11.125563621520996) (681,11.113595962524414) (464,11.050501823425293) (302,10.99146842956543) (701,10.937178611755371) (1447,10.841039657592773) (1453,10.794819831848145) (306,10.722402572631836) (686,10.714027404785156) (89,10.687546730041504)* (544,10.538440704345703) (292,10.538243293762207) (257,10.520999908447266) (1042,10.375204086303711) (318,10.313682556152344)* (1458,10.283473014831543) (481,10.277881622314453)*
31: (30,14.494959831237793)* (1886,13.930821418762207) (51,13.782466888427734) (157,13.723353385925293) (1083,13.580984115600586)* (3768,13.470134735107422) (99,13.39015007019043) (75,13.032648086547852) (75,13.032648086547852) (878,13.005609512329102) (3988,12.961675643920898) (1534,12.890274047851562) (153,12.692499160766602) (450,12.584075927734375) (2083,12.5799560546875) (89,12.406414031982422) (76,12.38654899597168) (76,12.38654899597168) (1713,12.3643798828125) (4308,12.310626983642578)
32: (233,13.186098098754883) (225,13.109509468078613) (1116,12.980026245117188) (1151,12.952802658081055) (229,12.78243350982666) (203,12.52700138092041)* (441,12.51521110534668)* (228,12.428658485412598) (210,12.425562858581543) (429,12.284869194030762)* (1376,12.193185806274414) (226,12.167287826538086) (432,12.094249725341797) (436,12.068191528320312) (199,12.007315635681152) (2582,11.999398231506348) (207,11.946052551269531) (5966,11.927238464355469) (227,11.872845649719238)* (221,11.750360488891602)
33: (1781,15.537145614624023) (506,15.495088577270508) (4143,14.303069114685059) (25,14.026982307434082) (1123,13.545334815979004)* (920,13.409729957580566) (3405,13.301929473876953) (7261,13.255952835083008) (162,13.242229461669922) (3417,13.19884967803955) (3057,13.09682559967041) (1736,12.949385643005371) (961,12.821662902832031) (4965,12.74853801727295) (4271,12.6558256149292) (5605,12.646145820617676) (1710,12.639522552490234) (13436,12.624909400939941) (2006,12.600210189819336) (3902,12.5067720413208)
34: (88,16.043062210083008) (1833,15.164176940917969) (1106,14.745895385742188) (190,14.582526206970215) (986,14.559244155883789) (206,14.497377395629883) (154,14.34976863861084) (229,13.962413787841797)* (56,13.901630401611328) (56,13.901630401611328) (748,13.865056037902832) (985,13.660228729248047) (1090,13.535924911499023) (1705,13.52224063873291) (5605,13.479585647583008) (1929,13.428315162658691) (203,13.390356063842773) (3065,13.328217506408691) (2419,13.310458183288574) (65,13.284954071044922)
35: (162,13.619355201721191) (1731,13.526028633117676) (214,13.350178718566895) (418,13.300620079040527) (615,13.299798965454102) (1747,13.186209678649902) (624,13.178080558776855) (2469,13.060988426208496) (632,13.050832748413086) (1418,12.690924644470215) (2775,12.688310623168945) (215,12.683438301086426) (81,12.683080673217773) (2572,12.617223739624023) (3810,12.608834266662598) (1226,12.450443267822266) (154,12.324584007263184) (454,12.320928573608398) (13454,12.308919906616211) (604,12.303901672363281)
36: (498,14.467734336853027) (209,14.318429946899414)* (1246,13.884602546691895) (1043,13.696202278137207)* (486,13.439470291137695) (492,13.428312301635742) (230,13.417596817016602)* (1193,13.209184646606445)* (501,13.173310279846191) (693,13.131878852844238) (1672,13.101829528808594) (412,13.050971031188965) (2850,13.010992050170898) (4262,12.990716934204102) (1046,12.96354866027832)* (1188,12.886003494262695)* (2430,12.881708145141602) (1541,12.787949562072754) (2661,12.779899597167969) (2959,12.76046371459961)
37: (5299,16.132600784301758) (3417,15.837605476379395) (1418,15.016545295715332) (1709,14.897303581237793) (162,14.811342239379883) (605,14.1939058303833) (752,14.155567169189453) (1131,13.747758865356445) (3523,13.693744659423828) (4781,13.662596702575684) (407,13.61815071105957) (9122,13.602310180664062) (2493,13.515092849731445) (755,13.48712158203125) (6759,13.334859848022461) (3703,13.314776420593262) (1099,13.21882152557373) (197,13.101395606994629) (751,13.064414978027344) (9440,13.035988807678223)
38: (190,14.115974426269531)* (207,13.301443099975586) (220,13.147711753845215) (424,12.979803085327148) (230,12.962257385253906) (498,12.838092803955078)* (903,12.833334922790527) (157,12.657432556152344) (234,12.641319274902344) (89,12.614683151245117)* (228,12.573612213134766)* (538,12.531774520874023) (1244,12.451642036437988)* (316,12.212553977966309) (159,12.200445175170898) (67,12.02656364440918) (67,12.02656364440918) (1048,11.99388313293457) (486,11.780149459838867)* (173,11.73448657989502)
39: (15,14.069555282592773) (4271,13.498893737792969) (17,13.48575210571289) (841,13.42616081237793)* (25,13.116596221923828) (9,13.019550323486328) (5503,13.0062894821167) (11,12.948874473571777) (10,12.923579216003418) (5114,12.791634559631348) (1521,12.615290641784668) (2970,12.54379653930664) (1261,12.534391403198242)* (515,12.498601913452148) (1527,12.470342636108398) (9144,12.469975471496582) (843,12.3253812789917)* (10771,12.234916687011719) (947,12.220891952514648) (949,12.215763092041016)
40: (9,13.335381507873535) (4876,12.866968154907227) (1312,12.80516242980957)* (1320,12.683707237243652)* (6547,12.667558670043945) (11,12.629592895507812) (1303,12.587383270263672)* (5718,12.517032623291016) (2,12.512367248535156) (44,12.347813606262207) (34,12.244647979736328)* (49,12.190735816955566) (3551,12.134869575500488) (3109,12.071694374084473) (5,12.055022239685059) (9144,11.890167236328125) (1075,11.864819526672363) (16,11.76646900177002) (4871,11.765120506286621) (515,11.75838851928711)
41: (2838,16.16028594970703) (724,16.115337371826172) (2013,15.820601463317871) (4680,15.504449844360352) (710,15.426963806152344) (1527,15.31063461303711) (957,15.271421432495117)* (10686,15.007895469665527) (841,14.975435256958008) (5157,14.70836067199707) (707,14.696236610412598) (2009,14.653931617736816) (1257,14.587522506713867)* (2342,14.587018966674805) (947,14.558465957641602)* (843,14.511709213256836)* (937,14.495224952697754) (940,14.191902160644531) (923,14.163487434387207) (1364,14.09434700012207)*
42: (362,14.701233863830566) (697,13.93726921081543) (1463,13.64175033569336) (961,13.641668319702148) (2544,13.632673263549805) (229,13.564577102661133)* (3255,13.485180854797363) (1470,12.909930229187012) (183,12.808066368103027) (4435,12.807868957519531) (71,12.764707565307617) (71,12.764707565307617) (171,12.742910385131836) (97,12.718966484069824) (1511,12.599315643310547) (2607,12.536568641662598) (12311,12.48392105102539) (1772,12.42675495147705) (303,12.420721054077148) (316,12.38249683380127)
43: (757,15.511064529418945)* (70,14.911916732788086)* (7324,14.470367431640625) (1613,14.338923454284668) (1379,14.279860496520996) (1401,14.26964282989502)* (157,14.05678653717041) (5045,13.83067512512207) (1941,13.819687843322754) (72,13.785289764404297) (72,13.785289764404297) (526,13.755589485168457) (2083,13.754691123962402) (1983,13.569366455078125) (159,13.348588943481445) (4720,13.29537296295166) (4032,13.241510391235352) (2923,13.205239295959473) (1396,13.179123878479004)* (547,13.150785446166992)
44: (1110,14.792182922363281) (1412,14.76443862915039)* (188,14.556981086730957) (607,14.52418327331543) (212,14.502071380615234) (920,14.477071762084961) (868,14.134170532226562)* (1131,13.681396484375)* (707,13.654295921325684)* (3481,13.615517616271973) (1639,13.279029846191406) (1425,13.213045120239258)* (4675,13.195570945739746) (2624,13.158378601074219) (154,13.143588066101074) (599,12.978763580322266) (856,12.966450691223145) (234,12.941540718078613)* (1413,12.928166389465332)* (2006,12.844413757324219)
45: (1475,11.018721580505371) (4260,10.803848266601562) (2462,10.772790908813477) (295,10.653185844421387)* (308,10.46622371673584) (2396,10.441890716552734) (788,10.422576904296875) (301,10.40649700164795) (2390,10.370086669921875) (299,10.14591121673584) (289,9.985528945922852)* (787,9.945935249328613)* (792,9.921164512634277)* (257,9.907424926757812) (4817,9.900301933288574) (161,9.752863883972168)* (466,9.66544246673584)* (4702,9.656540870666504) (329,9.607693672180176) (2397,9.576299667358398)
46: (466,11.81019115447998)* (701,11.158581733703613)* (543,10.855705261230469) (544,10.737676620483398) (528,10.558562278747559) (1042,10.524043083190918)* (531,10.447532653808594) (352,10.231385231018066)* (344,10.009390830993652)* (318,9.976787567138672) (257,9.924369812011719) (525,9.890799522399902) (2020,9.79735279083252) (1456,9.772969245910645)* (320,9.697867393493652)* (797,9.695834159851074) (55,9.678468704223633) (4814,9.629681587219238) (317,9.567136764526367) (1455,9.525100708007812)*
47: (300,12.557737350463867)* (289,12.145933151245117)* (288,12.106884956359863)* (679,12.000930786132812) (89,11.691354751586914) (295,11.61693286895752) (701,11.616044044494629)* (528,11.545171737670898) (544,11.533082008361816) (704,11.259620666503906) (349,11.025519371032715) (2020,10.913312911987305) (306,10.847140312194824) (646,10.77682113647461) (1580,10.67821979522705) (55,10.665953636169434) (797,10.612594604492188) (1684,10.527466773986816) (378,10.491293907165527) (2801,10.399883270263672)
48: (641,12.058597564697266) (455,11.521206855773926) (253,11.462778091430664) (646,11.434135437011719) (2031,11.383975982666016) (538,11.331474304199219) (295,11.256187438964844)* (6721,11.236156463623047) (1244,11.137187004089355) (300,11.098539352416992)* (6640,11.06617546081543) (161,11.000240325927734) (329,10.996378898620605) (2346,10.954645156860352) (1249,10.8576021194458) (3074,10.72824764251709) (302,10.624801635742188) (292,10.608887672424316) (3393,10.511743545532227) (55,10.479660034179688)*
49: (534,12.641288757324219) (67,12.30589485168457) (67,12.30589485168457) (1081,12.281414985656738) (985,11.94377613067627) (525,11.82162094116211) (3288,11.647793769836426) (157,11.623412132263184) (302,11.48849105834961) (2083,11.427908897399902) (310,11.350470542907715)* (58,11.327264785766602) (58,11.327264785766602) (538,11.208061218261719) (306,11.170117378234863)* (300,11.06010627746582) (56,11.040040016174316) (56,11.040040016174316) (526,10.997596740722656) (679,10.94127082824707)
50: (190,14.257973670959473) (716,14.242289543151855) (229,14.083494186401367)* (203,13.551434516906738) (234,13.248138427734375) (208,13.225021362304688) (1400,13.148451805114746) (432,13.046235084533691) (225,13.038471221923828) (65,12.95389175415039)* (65,12.95389175415039)* (441,12.84555721282959) (154,12.781000137329102) (709,12.735492706298828)* (857,12.570773124694824) (88,12.387222290039062) (2539,12.346318244934082) (1988,12.34585189819336) (210,12.174834251403809) (429,12.105518341064453)*
51: (1358,15.439373970031738)* (843,14.835877418518066) (5157,14.351749420166016) (949,14.181632995605469)* (710,14.110355377197266) (15,13.99947738647461) (1364,13.679100036621094)* (724,13.343738555908203) (922,13.25994873046875) (957,13.22298812866211) (198,13.127504348754883)* (2342,13.107394218444824) (1281,13.000391960144043) (821,12.91728401184082) (1338,12.891374588012695) (1342,12.881145477294922) (1366,12.854750633239746) (1992,12.85420036315918) (1353,12.851179122924805) (2838,12.74588394165039)
52: (2192,13.956777572631836) (814,13.154876708984375) (823,12.390331268310547) (779,12.206937789916992) (1188,12.143884658813477) (2386,12.089095115661621) (2200,12.080446243286133) (1541,12.060711860656738)* (1557,11.992156982421875)* (809,11.7177152633667) (5125,11.536766052246094) (514,11.407344818115234) (813,11.392616271972656) (1678,11.391181945800781) (850,11.316040992736816) (1196,11.290800094604492)* (1185,11.165389060974121) (240,11.153718948364258) (2209,11.13277816772461) (1868,11.122652053833008)
53: (349,13.702099800109863)* (295,13.53736400604248) (1601,13.377174377441406) (4309,13.201334953308105) (294,13.177599906921387) (2018,12.897180557250977) (328,12.875950813293457) (288,12.766600608825684)* (463,12.722474098205566) (5683,12.665786743164062) (10523,12.581110000610352) (161,12.501161575317383) (4687,12.461956977844238) (299,12.440258979797363) (257,12.386581420898438) (661,12.364941596984863) (329,12.350244522094727) (306,12.328252792358398)* (4688,12.318060874938965) (314,12.192094802856445)
54: (294,13.029754638671875) (293,12.987412452697754) (257,12.951895713806152) (326,12.656682968139648) (786,12.339987754821777) (311,12.32651424407959) (295,12.294722557067871) (302,12.19808292388916) (465,12.172649383544922)* (288,12.052291870117188)* (1580,11.952091217041016) (89,11.893173217773438) (320,11.810914039611816)* (3199,11.793984413146973) (2018,11.66100788116455) (300,11.64234733581543) (325,11.56747055053711) (290,11.566165924072266) (2094,11.50648307800293) (285,11.473559379577637)
55: (2923,14.91661262512207) (3227,14.12804889678955) (617,14.074695587158203) (527,13.950611114501953) (271,13.355517387390137) (366,12.942771911621094) (6343,12.782022476196289) (475,12.70908260345459) (547,12.681957244873047) (1636,12.594959259033203)* (1402,12.503116607666016) (683,12.382460594177246) (10399,12.330995559692383) (330,12.292262077331543) (1941,12.20991039276123) (2179,12.152362823486328) (619,12.147100448608398) (2916,11.951674461364746) (88,11.919143676757812) (6046,11.897375106811523)
56: (439,13.546600341796875) (533,13.19905948638916) (234,12.4689302444458) (705,12.302694320678711) (220,12.2776460647583) (1766,12.181412696838379) (614,12.08751392364502) (1768,12.013092994689941) (227,11.979072570800781) (3747,11.939743995666504) (226,11.90429401397705) (714,11.740955352783203) (4459,11.698089599609375) (1755,11.64410400390625) (706,11.607804298400879) (15476,11.322537422180176) (4793,11.298330307006836) (422,11.133673667907715) (4349,11.1328706741333) (250,11.06399917602539)
57: (1246,13.155674934387207)* (687,12.585232734680176) (333,12.315826416015625)* (209,12.261635780334473) (1047,12.103597640991211) (324,12.100982666015625) (1035,11.96753215789795) (693,11.875115394592285) (540,11.85192584991455) (1041,11.745810508728027)* (7834,11.466666221618652) (680,11.455965995788574) (461,11.342787742614746) (679,11.172752380371094) (230,11.1669282913208) (1659,11.064658164978027)* (1040,10.928153991699219) (1194,10.915603637695312) (681,10.899372100830078) (524,10.857826232910156)
58: (681,13.575793266296387)* (793,13.193915367126465) (2801,12.48163890838623) (466,12.066559791564941)* (528,11.845589637756348) (360,11.707944869995117) (5267,11.665580749511719) (293,11.494485855102539) (692,11.411927223205566) (544,11.328499794006348) (1054,11.3216552734375) (456,11.320615768432617) (300,11.2239351272583)* (679,11.13967514038086) (464,11.032323837280273) (15183,10.855796813964844) (15185,10.82272720336914) (458,10.77109146118164) (680,10.733884811401367)* (4879,10.720108985900879)
59: (1104,16.819551467895508)* (233,16.220558166503906)* (173,15.814363479614258) (198,14.24557113647461) (1099,14.008387565612793) (487,14.00760269165039) (159,13.838708877563477) (181,13.586714744567871) (1797,13.570185661315918) (234,13.547319412231445) (70,13.514333724975586) (9,13.381572723388672) (2014,13.180336952209473) (1914,13.16235065460205) (512,13.137113571166992)* (1116,13.060162544250488) (930,12.900738716125488) (1394,12.88926887512207) (154,12.788521766662598) (959,12.780925750732422)
60: (454,13.644156455993652) (4260,13.446561813354492) (632,13.291213989257812) (1747,13.173290252685547)* (6159,12.96182918548584) (1226,12.956738471984863) (9720,12.80964469909668) (137,12.559011459350586) (748,12.454682350158691) (7644,12.382750511169434) (444,12.379734992980957) (3411,12.335714340209961) (73,12.332324981689453) (73,12.332324981689453) (8870,12.306086540222168) (7382,12.238224029541016) (4121,12.20617389678955) (3414,12.191802024841309) (1098,12.176929473876953) (63,12.165740013122559)
